姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
缪寿良,先生,68,中国-广东, ,富源,中国-深圳,China-Shenzhen,房地产、水电,686,-39,300.0,-13%
莫辛·伊萨,先生,未知,英国-布莱克本,,EG Group,英国-布莱克本,UK-Blackburn,多品牌零售,686,266,300.0,22%
尼兰詹·希拉南达尼,先生,未知,,本科,Hiranandani Communities,印度-孟买,India-Mumbai,房地产,686,142,300.0,7%
理查德·舒尔茨,先生,未知,,荣誉学位,Best Buy,美国-Bonita Springs,USA-Bonita Springs,电子商务,686,51,300.0,-4%
罗杰·彭斯克,先生,未知,,本科,Penske Automotive,美国-布卢姆菲尔德山,USA-Bloomfield Hills,汽车销售,686,239,300.0,18%
托马斯·B·哈根,先生,未知,美国-宾夕法尼亚,本科,Erie Indemnity,美国-Erie,USA-Erie,保险,686,337,300.0,29%
汤姆·莫里斯,先生,未知,英国-利物浦-利物浦,,Home Bargains,英国-默西赛德,UK-Liverpool,电子商务,686,142,300.0,7%
托马斯·比尔纳茨,先生,未知,波兰-克拉科夫,,Dino Polska,波兰-克罗托申,Poland-Krotoszyn,杂货,686,51,300.0,-4%
涂辉龙,先生,64,中国-广东-汕尾,硕士,海雅,中国-深圳,China-Shenzhen,商业、金融、地产,686,-30,300.0,-12%
叶澄海,先生,80,中国-广东-梅州,硕士,信立泰,中国-深圳,China-Shenzhen,医药,686,240,300.0,18%
祖伯·伊萨,女士,未知,,,EG Group,英国-布莱克本,UK-Blackburn,多品牌零售,686,266,300.0,22%
Claudio Del Vecchio,先生,65,,,EssilorLuxottica,意大利-米兰,Italy-Milan,奢侈品,708,New,295.0,New
Clemente del Vecchio,先生,未知,,,EssilorLuxottica,意大利-米兰,Italy-Milan,奢侈品,708,New,295.0,New
达里尔·卡兹,先生,62,,博士,Katz,加拿大-埃德蒙顿,Canada-Edmonton,制药,708,81,295.0,0%
David Steward,先生,71,,,World Wide Technology,美国-St. Louis,USA-St. Louis,企业软件,708,192,295.0,13%
Dona Bertarelli,女士,55,,,Serono,瑞士-格施塔德,Switzerland-Gstaad,制药,708,64,295.0,-2%
董经贵,先生,53,, ,雅迪,中国-上海,China-Shanghai,电动自行车,708,245,295.0,19%
弗雷德里克·史密斯,先生,79,,本科,Fedex,美国-孟菲斯,USA-Memphis,物流,708,-86,295.0,-19%
Igor Kesaev ,先生,56,,,Megapolis,俄罗斯-莫斯科,Russia-Moscow,物流,708,146,295.0,7%
杰弗里·卢里,先生,未知,,本科,Philadelphia Eagles,美国-温尼伍德,USA-Wynnewood,体育运动,708,342,295.0,29%
乔·肖恩,先生,74,美国-菲尼克斯-菲尼克斯,硕士,U-Haul Holding,美国-里诺,USA-Reno,物流,708,48,295.0,-4%
劳伦斯·格拉夫,先生,85,,,Graff Diamonds,瑞士-格施塔德,Switzerland-Gstaad,钻石,708,104,295.0,2%
李卫国,先生,58,中国-湖南-常德,本科,东方雨虹,中国-北京,China-Beijing,建筑材料,708,-126,295.0,-21%
陈立强,先生,未知,马来西亚-库拉兰普尔,本科,NagaCorp,马来西亚-吉隆坡,Cambodia-Phnom Penh,赌场,708,217,295.0,16%
Luca del Vecchio,先生,未知,,,EssilorLuxottica,意大利-米兰,Italy-Milan,奢侈品,708,New,295.0,New
马克·拉德里特·德·拉沙里尔,先生,83,法国-尼斯-尼斯,,Fimalac,法国-巴黎,France-Paris,信用评级,708,64,295.0,-2%
Marisa del Vecchio,女士,未知,,,EssilorLuxottica,意大利-米兰,Italy-Milan,奢侈品,708,New,295.0,New
高民环,先生,未知,,博士,Garmin,美国-黎雾,USA-Leawood,消费电子产品,708,6,295.0,-8%
奥托·菲利普·布劳恩,先生,未知,,本科,B. Braun,德国-Melsungen,Germany-Melsungen,医疗设备,708,-61,295.0,-15%
Paola del Vecchio,女士,未知,,,EssilorLuxottica,意大利-米兰,Italy-Milan,奢侈品,708,New,295.0,New
拉斐尔·德尔皮诺·卡尔沃·索特洛,先生,65,西班牙-马德里,硕士,Ferrovial,西班牙-马德里,Spain-Madrid,建筑,708,-11,295.0,-10%
理查德·布兰森,先生,73,, ,Virgin,英国-内克岛,UK-British Virgin Islands,航空,708,-177,295.0,-27%
苏尼尔·米塔尔,先生,未知,印度-蓬贾-卢迪亚纳,本科,Bharti Airtel,印度-新德里,India-New Delhi,电信,708,81,295.0,0%
沃尔特·法里亚,先生,未知,巴西-里约热内卢-里约热内卢, ,Petropolis,巴西-彼得罗波利斯,Brazil-Grupo Petropolis,酒类饮品,708,166,295.0,10%
夏佐全,先生,60,中国-湖北-襄阳,本科,比亚迪,中国-深圳,China-Shenzhen,汽车、充电电池,708,48,295.0,-4%
张宏伟,先生,69,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源,708,-101,295.0,-20%
安康,先生,74,中国-河南-新乡,本科,华兰生物,中国-新乡,China-Xinxiang,生物制药,733,-19,290.0,-10%
阿南德·马辛德拉,先生,68,,本科,M&M,印度-孟买,India-Mumbai,汽车,733,317,290.0,26%
林逢生,先生,74,中国-福建-福州, ,第一太平,印度尼西亚-雅加达,Indonesia-Jakarta,电信,733,-202,290.0,-28%
凯鲁·丹绒,先生,61,,博士,CT,印度尼西亚-雅加达,Indonesia-Jakarta,银行业,733,-126,290.0,-22%
蔡明忠,先生,未知,中国-福建-泉州,本科,富邦,中国-台北,China-Taipei,金融服务,733,-86,290.0,-17%
唐纳德·斯特林,先生,89,,本科,Los Angeles Clippers,美国-比弗利山,USA-Beverly Hills,体育运动,733,121,290.0,5%
弗朗西斯科·哈维尔·布尔·卡斯特洛,先生,未知,, ,Megacable Holdings,墨西哥-Sanora,Mexico-Sanora,电信,733,79,290.0,0%
凯尔·英格·洛克,先生,65,,,Aker,挪威-福尼布,Norway-Fornebu,海运,733,-126,290.0,-22%
李丐腾,先生,51,中国-浙江-温州,硕士,飞科电器,中国-上海,China-Shanghai,家用电器,733,423,290.0,39%
梁丰,先生,55,,硕士,璞泰来,中国-上海,China-Shanghai,绿色能源,733,-251,290.0,-33%
玛丽亚·亚松森·阿兰布拉祖巴拉,女士,59,,,Anheuser-Busch InBev,墨西哥-墨西哥城,Mexico-Mexico City,酒类饮品,733,39,290.0,-4%
迈克尔·阿什利,先生,未知,,,Frasers,英国-史艾亚布鲁克,UK-Shirebrook,运动设备,733,23,290.0,-7%
穆罕默德·阿拉维特六世,先生,未知,,博士,Al Mada,摩洛哥-卡萨布兰卡,Morocco-Casablanca,银行业,733,-63,290.0,-14%
拉克什·金君瓦拉,先生,未知,印度-马哈拉施特拉邦-孟买,本科,Rare Enterprises,印度-孟买,India-Mumbai,投资,733,New,290.0,New
董建成,先生,未知,中国-浙江-香港, ,东方海外,中国-香港,China-Hong Kong,运输,733,57,290.0,-2%
王燕清,先生,57,中国-江苏-无锡, ,先导智能,中国-无锡,China-Wuxi,工业设备,733,-86,290.0,-17%
周建平,先生,62,中国-江苏-无锡, ,海澜,中国-无锡,China-Wuxi,服装与配饰,733,-86,290.0,-17%
亚历山德拉·肖尔祖伯,女士,65,,,Schoerghuber Unternehmensgruppe,德国-慕尼黑,Germany-Munich,建筑,750,-94,280.0,-18%
艾丽西亚·科普洛维茨,女士,69,,,Omega Capital,西班牙-马德里,Spain-Madrid,资产管理,750,175,280.0,11%
安德鲁·柯里,先生,未知,,本科,英力士,瑞士-洛儿,Switzerland-Rolle,化工,750,273,280.0,20%
查尔斯·西蒙尼,先生,75,匈牙利-布达佩斯-布达佩斯,博士,微软,美国-麦地那,USA-Medina,软件与服务,750,124,280.0,5%
丹妮拉·赫兹,女士,未知,,,Mayfair,德国-汉堡,Germany-Hamburg,投资,750,78,280.0,0%
邓伟明,先生,55,,,中伟股份,中国-长沙,China-Changsha,工业产品,750,-402,280.0,-49%
唐·汉基,先生,80,,本科,Hankey,美国-马利布,USA-Malibu,资产管理,750,78,280.0,0%
冈特·赫尔兹,先生,83,,,Mayfair,德国-汉堡,Germany-Hamburg,投资,750,78,280.0,0%
伊萨克·珀尔穆特,先生,81,,,Marvel Entertainment,美国-棕榈滩,USA-Palm Beach,娱乐,750,-111,280.0,-21%
约翰·里斯,先生,未知,,本科,英力士,瑞士-布吉维拉尔,Switzerland-Bougy-Villars,化工,750,300,280.0,24%
李晓华,先生,61,中国-云南,,恩捷股份,中国-玉溪,China-Yuxi,包装,750,-348,280.0,-43%
迈克尔·费德曼,先生,80,以色列-海法,硕士,Elbit Systems,以色列-特拉维夫,Israel-Tel Aviv,安防系统,750,252,280.0,17%
Robert Sands,先生,64,,,Constellation Brands,美国-纽约,USA-New York,酒类饮品,750,62,280.0,-2%
罗恩·巴伦,先生,未知,,本科,Barons Capital,美国-纽约,USA-New York,资产管理,750,150,280.0,8%
史蒂文·乌德瓦尔,先生,未知,,本科,Air Lease,美国-比弗利山,USA-Beverly Hills,航空,750,150,280.0,8%
泰迪·萨吉,先生,未知,以色列-特拉维夫,,Market Tech Holdings,以色列-特拉维夫,Israel-Tel Aviv,房地产,750,-280,280.0,-36%
李·泰,女士,未知,泰国-曼谷,硕士,SHI International,美国-奥斯汀,USA-Austin,软件与服务,750,333,280.0,27%
薛华,先生,53,,本科,海大,中国-广州,China-Guangzhou,饲料,750,6,280.0,-9%
尤小平,先生,65,中国-浙江-温州, ,华峰,中国-温州,China-Wenzhou,化工、铝业、投资,750,-112,280.0,-21%
张红超,先生,45,中国-河南-商丘,,蜜雪冰城,中国-郑州,China-Zhengzhou,餐饮,750,2457,280.0,320%
张红甫,先生,38,中国-河南-商丘,,蜜雪冰城,中国-郑州,China-Zhengzhou,餐饮,750,2457,280.0,320%
张磊,先生,51,中国-河南-驻马店,硕士,高瓴资本,中国-香港,China-Hong Kong,投资,750,-220,280.0,-30%
阿卜杜拉·艾哈迈德·古赖尔,先生,未知,阿联酋-迪拜,,Mashreq Bank,阿拉伯联合酋长国-迪拜,UAE-Dubai,银行业,772,516,275.0,46%
亚瑟·布兰克,先生,81,, ,Home Depot,美国-亚特兰大,USA-Atlanta,家具,772,-430,275.0,-51%
奥古斯托·佩费蒂,先生,未知,, ,Perfetti Van Melle,瑞士-卢加诺,Switzerland-Lugano,巧克力与甜食,772,17,275.0,-7%
大卫·西格尔,先生,未知,美国-纽约-纽约,博士,Two Sigma Investments,美国-纽约,USA-New York,资产管理,772,-241,275.0,-32%
郭桂和,先生,未知,,,阿尔法零售集团,印度尼西亚-雅加达,Indonesia-Jakarta,多品牌零售,772,1263,275.0,128%
Florian Rehm,先生,44,,,Mast-Jägermeister,德国-Wolfenbüttel,Germany-Wolfenbüttel,酒类饮品,772,786,275.0,71%
乔治·佩费蒂,先生,未知,,,Perfetti Van Melle,瑞士-卢加诺,Switzerland-Lugano,巧克力与甜食,772,17,275.0,-7%
乔·里基茨,先生,82,美国-内布拉斯加-内布拉斯加,本科,TD Ameritrade,美国-怀俄明,USA-Little Jackson Hole,金融经纪,772,-241,275.0,-32%
杰夫·格林,先生,69,,硕士,Investments,美国-棕榈滩,USA-Palm Beach,房地产,772,153,275.0,8%
吉米·哈斯兰,先生,69,美国-田纳西-田纳西,本科,Pilot Flying J,美国-田纳西,USA-Knoxville,多品牌零售,772,-258,275.0,-33%
约翰·卡西米蒂迪斯,先生,未知,,本科,Red Apple,美国-纽约,USA-New York,能源,772,278,275.0,21%
约翰·米德尔顿,先生,未知,美国-宾夕法尼亚-宾夕法尼亚,硕士,Philadelphia Phillies,美国-宾夕法尼亚,USA-Bryn Mawr,体育运动,772,128,275.0,5%
约翰·奥德克,先生,未知,美国-新泽西-米尔本,本科,Two Sigma Investments,美国-米尔本,USA-Millburn,资产管理,772,-241,275.0,-32%
约翰娜·格雷,先生,53,美国伊利诺伊,本科,黑石集团,美国-纽约,USA-New York,资产管理,772,-280,275.0,-35%
李留法,先生,64,中国-河南-平顶山, ,天瑞,中国-平顶山,China-Pingdingshan,水泥、铝业,772,576,275.0,52%
Neal Blue,先生,87,,,General Atomics,美国-圣地亚哥,USA-San Diego,航空航天,772,82,275.0,0%
尼钦·卡马思,先生,未知,,,Zerodha,印度-班加罗尔,India-Bengaluru,金融经纪,772,82,275.0,0%
Paul Georges Despature,先生,77,,,Somfy,法国-Roubaix,France-Roubaix,消费品,772,-102,275.0,-18%
Richard Sands,先生,72,,,Constellation Brands,美国-Delray Beach,USA-Delray Beach,酒类饮品,772,17,275.0,-7%
罗德尼·萨克斯,先生,未知,,本科,Monster Beverage,美国-拉古纳海滩,USA-Laguna Beach,功能饮料,772,180,275.0,11%
Sergei Popov,先生,51,,,MDM Industrial Group,俄罗斯-莫斯科,Russia-Moscow,银行业,772,128,275.0,5%
谢尔盖·尼古拉耶维奇·加利斯基,先生,56,俄罗斯-索契,,Magnit,俄罗斯-克拉斯诺达尔,Russia-Krasnodar,多品牌零售,772,347,275.0,28%
Stéphane Bancel,先生,50,,,Moderna,美国-剑桥,USA-Cambridge,生物制药,772,-493,275.0,-56%
蔡宏图,先生,未知,中国-福建-泉州,博士,霖园,中国-台北,China-Taipei,金融服务,772,-102,275.0,-18%
Yuri Kovalchuk,先生,71,,,Sogaz,俄罗斯-圣彼得堡,Russia-St. Petersburg,保险,772,864,275.0,78%
安蒂·赫林,先生,67,芬兰-基尔科努米-基尔科努米,本科,KONE,芬兰-基尔科努米,Finland-Kirkkonummi,工业设备,797,-190,270.0,-27%
贝蒂尔·霍尔特,先生,未知,瑞典-斯德哥尔摩,退学,EF Education First,瑞士-卢塞恩,Switzerland-Lucerne,教育,797,-433,270.0,-50%
布拉特·鸟泰穆拉托夫,先生,66,, ,Verny Capital,哈萨克斯坦-阿斯坦纳,Kazakhstan-Astana,资产管理,797,77,270.0,0%
陈士斌,先生,57,中国-江苏-连云港, ,石英股份,中国-连云港,China-Lianyungang,石英制品,797,1238,270.0,122%
丹·弗里德金,先生,未知,美国-休斯顿-休斯顿,本科,Gulf States Toyota,美国-休斯顿,USA-Houston,汽车销售,797,358,270.0,29%
蔡志明,先生,未知,中国-广东-香港,博士,旭日,中国-香港,China-Hong Kong,玩具,797,78,270.0,0%
英格丽德·弗里克,女士,未知,,,Daimler,美国-圆石滩,USA-Pebble Beach,汽车,797,103,270.0,3%
詹姆斯·欧赛,先生,64,,本科,Indianapolis Colts,美国-卡梅尔,USA-Carmel,体育运动,797,226,270.0,14%
Jerzy Starak,先生,75,,,Polpharma,波兰-康斯坦青,Poland-Konstancin,制药,797,390,270.0,33%
约翰·甘德尔,先生,未知,,博士,Chandell,澳大利亚-墨尔本,Australia-Melbourne,建筑,797,77,270.0,0%
约翰·保尔森,先生,68,美国女王女王,硕士,保尔森企业,美国-纽约,USA-New York,资产管理,797,-8,270.0,-9%
卡珊·帕特尔,先生,未知,印度-鲁普尔-鲁普尔,,Nirma,印度-艾哈迈达巴德,India-Ahmedabad,消费品,797,-25,270.0,-11%
凯尔西·沃伦,先生,未知,,本科,Energy Transfer Partners,美国-达拉斯,USA-Dallas,能源,797,155,270.0,8%
李瑞贤,女士,50,,,三星,韩国-首尔,South Korea-Seoul,消费电子产品,797,-60,270.0,-15%
李小冬,先生,45,,,冬海集团,新加坡-新加坡,Singapore-Singapore,网络游戏、电商,797,-584,270.0,-64%
马丁·海夫纳,先生,未知,,,Computer Associates,瑞士-苏黎世,Switzerland-Zurich,企业软件,797,128,270.0,5%
菲利普·尼阿尔科斯,先生,未知,,,艺术收藏,法国-巴黎,France-Paris,艺术收藏,797,205,270.0,11%
拉得哈·温卜,先生,未知,,,Zoho,印度-金奈,India-Chennai,企业生产力软件,797,103,270.0,3%
雷·戴维斯,先生,未知,,,Energy Transfer Equity,美国-达拉斯,USA-Dallas,能源,797,155,270.0,8%
理查德·勒弗拉克,先生,未知,美国-纽约, ,LeFrak Organization,美国-纽约,USA-New York,房地产,797,15,270.0,-7%
罗纳德·瓦内克,先生,未知,,,Ashley Furniture,美国-圣彼德斯堡,USA-St. Petersburg,家具,797,390,270.0,33%
Won-Woo Kim,先生,未知,,,National Information & Credit Evaluation,南韩-首尔,South Korea-Seoul,软件咨询,797,New,270.0,New
徐波,女士,42,, ,多益网络,中国-广州,China-Guangzhou,网络游戏,797,-7,270.0,-9%
阿杰·皮拉马尔,先生,未知,印度-马哈拉施特拉邦-孟买,本科,Piramal Enterprises,印度-孟买,India-Mumbai,非银金融,820,-441,260.0,-50%
查尔斯·多兰,先生,97,,本科,MSG Sports,美国-纽约,USA-New York,体育运动,820,54,260.0,-3%
Daniel D'Aniello,先生,76,,,Carlyle,美国-维也纳,USA-Vienna,资产管理,820,-31,260.0,-11%
Eric Duval,先生,63,,,Groupe Duval,法国-巴黎,France-Paris,房地产,820,468,260.0,39%
汉密尔顿·詹姆斯,先生,未知,美国密歇根州,硕士,黑石集团,美国-纽约,USA-New York,资产管理,820,-123,260.0,-20%
小亨利·罗斯·佩罗,先生,未知,,,Perot Systems,美国-达拉斯,USA-Dallas,消费电子产品,820,887,260.0,77%
赫伯特·西蒙,先生,89,,,Simon Property,美国-印第安纳波利斯,USA-Indianapolis,房地产,820,203,260.0,11%
许文龙,先生,95,,,奇美实业,中国-台南,China-Tainan,化工,820,203,260.0,11%
杰克·考因斯,先生,未知,加拿大-温莎,本科,Hungry Jack's,澳大利亚-悉尼,Australia-Sydney,食品和饮料,820,-123,260.0,-20%
谢青,先生,未知,中国-北京,硕士,防特网,美国-旧金山,USA-San Francisco,网络安全,820,-165,260.0,-24%
凯里·斯托克斯,先生,83,澳大利亚-墨尔本,,Seven Group Holdings,澳大利亚-珀斯,Australia-Perth,工业设备,820,105,260.0,3%
李力,先生,58,中国-湖南-长沙, ,爱尔眼科,中国-长沙,China-Changsha,医疗服务,820,263,260.0,18%
Maria Fernanda Amorim,女士,88,,,Galp Energia,葡萄牙-基里约,Portugal-Grijo,能源,820,80,260.0,0%
聂腾云,先生,47,, ,韵达,中国-上海,China-Shanghai,物流,820,-328,260.0,-38%
Ravi Modi,先生,46,,,Vedant Fashions,印度-加尔各答,India-Kolkata,服装与配饰,820,410,260.0,34%
拉塞尔·韦纳,先生,未知,,本科,Rockstar,美国-Delray Beach,USA-Delray Beach,功能饮料,820,80,260.0,0%
孙纪木,先生,67,中国-浙江-绍兴,硕士,新华联合冶金,中国-北京,China-Beijing,钢铁,820,New,260.0,New
特劳德·恩格尔霍恩,女士,未知,,,Boehringer Mannheim,瑞士-卢塞恩,Switzerland-Lucerne,制药,820,80,260.0,0%
文森特·维奥拉,先生,67,美国-纽约, ,Virtu Financials,美国-纽约,USA-New York,金融经纪,820,-8,260.0,-9%
张峻,先生,未知,中国-广东-揭阳, ,富德,中国-深圳,China-Shenzhen,保险,820,-213,260.0,-29%
张文中,先生,61,中国-山东,博士,物美,中国-北京,China-Beijing,杂货,820,-64,260.0,-15%
伯纳德·布罗曼,先生,80,,硕士,Asklepios,德国-科尼格斯坦,Germany-Koenigstein,医疗健康,841,-171,255.0,-24%
Christian Courtin-Clarins,先生,未知,,,Clarins,法国-巴黎,France-Paris,化妆品,841,111,255.0,3%
郑梦九,先生,85,韩国-江原道,本科,Hyundai,韩国-首尔,South Korea-Seoul,汽车,841,-52,255.0,-14%
杜江涛,先生,54,中国-内蒙古-乌海,本科,君正,中国-乌海,China-Wuhai,石油化工,841,-127,255.0,-21%
Giuseppe Crippa,先生,88,,,Technoprobe,意大利-梅拉泰,Italy-Merate,半导体,841,New,255.0,New
古斯塔沃·德内格里,先生,未知,,本科,DiaSorin,意大利-都灵,Italy-Turin,生物制药,841,-269,255.0,-33%
Jeff Green,先生,46,,,The Trade Desk,美国-Newbury Park,USA-Newbury Park,数字广告,841,-127,255.0,-21%
季琦,先生,57,中国-江苏-南通, ,华住,中国-上海,China-Shanghai,酒店业,841,390,255.0,31%
Johan Johannson ,先生,55,,,NorgesGruppen,挪威-奥斯陆,Norway-Oslo,杂货,841,-104,255.0,-19%
约翰·萨尔,先生,未知,,本科,SAS Institute,美国-卡瑞,USA-Cary,分析软件,841,-281,255.0,-34%
约瑟夫·格兰迪斯,先生,未知,,本科,Koch Foods,美国-芝加哥,USA-Chicago,食品加工,841,717,255.0,58%
Leo Koguan,先生,69,,,特斯拉,美国-旧金山,USA-San Francisco,新能源汽车,841,-504,255.0,-55%
伦纳德·施莱弗,先生,未知,美国女王 - 女王,博士,Regeneron,美国-塔里敦,USA-Tarrytown,制药,841,111,255.0,3%
路易斯·亚历杭德罗·帕加尼,先生,未知,,本科,Grupo Arcor,阿根廷-科尔多瓦,Argentina-Córdoba,巧克力与甜食,841,13,255.0,-7%
迈克尔·斯托舍克,先生,76,,高中,Brose Group,德国-科堡,Germany-Coburg,汽车零部件,841,389,255.0,31%
米格尔,先生,未知,, ,Grupo Iberostar ,西班牙-埃斯波拉斯,Spain-Esporles,酒店业,841,182,255.0,9%
Olivier Courtin-Clarins,先生,未知,,,Clarins,法国-巴黎,France-Paris,化妆品,841,111,255.0,3%
里德·黑斯廷斯,先生,63,美国-加利福尼亚-加利福尼亚,硕士,Netflix,美国-圣塔克鲁兹,USA-Santa Cruz,娱乐,841,-310,255.0,-37%
里德·霍夫曼,先生,56,美国斯坦福德-斯坦福德,本科,领英,美国-帕罗奥图,USA-Palo Alto,媒体,841,389,255.0,31%
鲁菲诺·维吉尔·冈萨雷斯,先生,未知,,本科,Industrias CH,墨西哥-特拉尔内潘特拉,Mexico-Tlalnepantla,金属与矿产,841,314,255.0,23%
苏庆灿,先生,54,,,华厦眼科,中国-厦门,China-Xiamen,医疗服务,841,New,255.0,New
黄敏利,先生,58,中国-福建-泉州,本科,敏华控股,中国-香港,China-Hong Kong,休闲沙发,841,-104,255.0,-19%
阿迪·戈德里,先生,未知,印度-马哈拉施特拉邦-孟买, ,Godrej,印度-孟买,India-Mumbai,耐用消费品,863,-193,250.0,-26%
安德烈·埃斯特维斯,先生,未知,,本科,BTG Pactual,英国-伦敦,UK-London,银行业,863,425,250.0,32%
蔡东晨,先生,70,中国-河北-石家庄,硕士,石药,中国-石家庄,China-Shijiazhuang,制药,863,38,250.0,-5%
陈大年,先生,45,中国-浙江-绍兴, ,WiFi Master,中国-上海,China-Shanghai,网络解决方案,863,63,250.0,-3%
陈志平,先生,47,,,思摩尔,中国-深圳,China-Shenzhen,电子烟,863,-602,250.0,-63%
伊娃·玛丽亚·布赫·海夫纳,女士,未知,,,Computer Associates,瑞士-苏黎世,Switzerland-Zurich,企业软件,863,187,250.0,9%
费尔南多·罗伯托·莫雷拉·萨尔斯,先生,未知,,,Itau Unibanco,巴西-圣保罗,Brazil-Sao Paulo,银行业,863,773,250.0,61%
霍华德·舒尔茨,先生,70,,本科,星巴克,美国-西雅图,USA-Seattle,食品和饮料,863,-35,250.0,-12%
黄立,先生,60,中国-陕西-西安,硕士,高德电气,中国-武汉,China-Wuhan,电子制造,863,-282,250.0,-34%
休伯特·布尔达,先生,83,德国-海德堡,本科,Hubert Burda Media,德国-慕尼黑,Germany-Munich,媒体,863,89,250.0,0%
杰姆希德·戈德雷,先生,未知,, ,Godrej,印度-孟买,India-Mumbai,耐用消费品,863,-193,250.0,-26%
乔·莫雷拉·萨利斯,先生,未知,,,Itau Unibanco,巴西-里约热内卢,Brazil-Rio de Janeiro,银行业,863,773,250.0,61%
约翰·亨利,先生,74,,退学,Fenway Sports,美国-博卡拉顿,USA-Boca Raton,体育运动,863,220,250.0,12%
于尔根·比克尔,先生,未知,,,SEW EURODRIVE,德国-布鲁赫萨尔,Germany-Bruchsal,工业机械,863,256,250.0,16%
朱鼎健,先生,49,中国-香港,本科,观澜湖,中国-香港,China-Hong Kong,房地产,863,-149,250.0,-23%
Kim Vyacheslav,先生,53,,,Kaspi Bank,哈萨克斯坦-阿拉木图,Kazakhstan-Almaty,金融服务,863,-35,250.0,-12%
玛莎·英格拉姆,女士,88,, ,Ingram Industries,美国-纳什维尔,USA-Nashville,图书发行,863,292,250.0,19%
Martin Ebner,先生,77,,,Vifor Pharma,瑞士-威伦贝沃勒鲁,Switzerland-Wilen bei Wollerau,制药,863,-35,250.0,-12%
米恩华,先生,65,中国-山东-泰安, ,华凌工贸,中国-乌鲁木齐,China-Urumchi,地产、畜牧,863,37,250.0,-5%
迈克尔·米尔肯,先生,77,美国-恩西诺-恩西诺,硕士,Drexel Burham Lambert,美国-洛杉矶,USA-Los Angeles,资产管理,863,139,250.0,3%
穆罕默德·本·沙特·卡比尔,先生,未知,沙特阿拉伯-利雅得-里亚德-里亚德,本科,Almarai,沙特阿拉伯-利雅得,Saudi Arabia-Riyadh,乳制品,863,187,250.0,9%
纳迪尔·戈德里,先生,未知,, ,Godrej,印度-孟买,India-Mumbai,耐用消费品,863,-193,250.0,-26%
佩德罗·莫雷拉·萨尔斯,先生,未知,,本科,Itau Unibanco,巴西-圣保罗,Brazil-Sao Paulo,银行业,863,773,250.0,61%
潘妮·普利兹克,女士,64,,硕士,凯悦,美国-芝加哥,USA-Chicago,酒店业,863,256,250.0,16%
普拉瑟特·普拉萨通·奥索斯,先生,90,,本科,Bangkok Dusit Medical Services,泰国-曼谷,Thailand-Bangkok,医疗健康,863,367,250.0,28%
里沙德·诺罗吉,先生,未知,,本科,Godrej,印度-孟买,India-Mumbai,耐用消费品,863,-193,250.0,-26%
罗伯特·巴斯,先生,未知,美国沃斯堡价值堡,硕士,Oak Hill Capital,美国-沃思堡,USA-Fort Worth,资产管理,863,89,250.0,0%
沈华,先生,60,,,斯达半导,中国-嘉兴,China-Jiaxing,半导体,863,62,250.0,-3%
斯米塔·克里什纳,女士,未知,, ,Godrej,印度-孟买,India-Mumbai,耐用消费品,863,-193,250.0,-26%
唐彬森,先生,41,,,元气森林,中国-北京,China-Beijing,饮料,863,-281,250.0,-34%
蔡政达,先生,未知,中国-福建-泉州,本科,霖园,中国-台北,China-Taipei,金融服务,863,-73,250.0,-16%
沃尔特·莫雷拉·萨尔斯,先生,未知,,本科,Itau Unibanco,巴西-里约热内卢,Brazil-Rio de Janeiro,银行业,863,773,250.0,61%
William R Berkley Jr,先生,45,,,WR Berkley,美国-格林尼治,USA-Greenwich,保险,863,220,250.0,12%
杨建良,先生,54,, ,上机数控,中国-无锡,China-Wuxi,工业设备,863,90,250.0,0%
杨建文,先生,未知,中国-香港-香港, ,伯恩光学,中国-香港,China-Hong Kong,工业产品,863,-281,250.0,-34%
张国涛,先生,38,,,迪阿,中国-深圳,China-Shenzhen,珠宝首饰,863,-405,250.0,-45%
阿查里亚·巴拉克拉希纳,先生,未知,,,Patanjali Ayurved,印度-赫尔德瓦尔,India-Haridwar,消费品,899,151,240.0,6%
亚历山德拉·加拉沃里亚,女士,未知,,,Gruppo Campari,意大利-米兰,Italy-Milan,酒类饮品,899,-185,240.0,-25%
阿尼尔·赖·古普塔,先生,未知,,,Havells India,印度-新德里,India-New Delhi,家用电器,899,-127,240.0,-20%
阿齐姆·普莱姆基,先生,78,印度-马哈拉施特拉邦-孟买,本科,威普罗,印度-班加罗尔,India-Bengaluru,业务流程服务,899,-202,240.0,-27%
岑均达,先生,未知,, ,恒瑞、翰森,中国-连云港,China-Lianyungang,制药,899,-24,240.0,-10%
程一笑,先生,38,,,快手科技,中国-北京,China-Beijing,娱乐,899,-126,240.0,-20%
冯海良,先生,63,中国-浙江, ,海亮,中国-绍兴,China-Shaoxing,铜加工、投资,899,-44,240.0,-12%
汉斯·格奥尔格·内德,先生,62,,,Ottobock,德国-杜德,Germany-Duderstadt,医疗设备,899,53,240.0,-3%
张虔生,先生,未知,中国-浙江-温州,,日月光,中国-台北,China-Taipei,工业产品,899,-243,240.0,-29%
杰里·斯派尔,先生,83,,硕士,Tishman Speyer,美国-纽约,USA-New York,房地产,899,-25,240.0,-10%
Jim McKelvey,先生,57,,,Square,美国-St. Louis,USA-St. Louis,支付,899,220,240.0,13%
