年份,姓名,性别,年龄,公司总部地,所在行业,排名,财富值_人民币/亿元
2013,王健林,先生,59,中国-北京,房地产、文化,1,1350.0
2013,宗庆后,先生,68,中国-浙江-杭州,饮料,2,1150.0
2013,马化腾,先生,42,中国-广东-深圳,IT、娱乐,3,620.0
2013,魏建军,先生,49,中国-河北-保定,汽车,4,515.0
2013,杨惠妍,女士,32,中国-广东-佛山,房地产,5,510.0
2013,李彦宏,先生,45,中国-北京,搜索引擎,6,500.0
2013,严彬,先生,59,中国-北京,饮料、房地产,6,500.0
2013,许荣茂,先生,63,中国-上海,房地产、投资,8,430.0
2013,张近东,先生,50,中国-江苏-南京,家电零售、房地产,9,395.0
2013,姜滨,先生,47,中国-山东-潍坊,声学及多媒体产品,10,375.0
2013,许家印,先生,55,中国-广东-广州,房地产、投资,10,375.0
2013,陈丽华,女士,72,中国-北京,房地产,12,370.0
2013,刘永行,先生,65,中国-上海,氧化铝、重化工、饲料,12,370.0
2013,卢志强,先生,61,中国-北京,房地产、金融、投资,12,370.0
2013,梁稳根,先生,57,中国-北京,重型机械,15,365.0
2013,何享健,先生,71,中国-广东-佛山,家电,16,350.0
2013,刘永好,先生,62,中国-四川-成都,农业、金融,17,340.0
2013,鲁冠球,先生,68,中国-浙江-杭州,汽车制造业、房地产、农业,18,310.0
2013,孙广信,先生,51,中国-新疆-乌鲁木齐,房地产、汽车销售、能源,19,300.0
2013,王文银,先生,45,中国-广东-深圳,有色金属、半导体,19,300.0
2013,李金元,先生,55,中国-天津,保健品,21,290.0
2013,吴亚军,女士,49,中国-北京,房地产,22,280.0
2013,张士平,先生,未知,中国-山东-滨州,纺织、铝业,22,280.0
2013,张茵,女士,56,中国-广东-东莞,造纸,24,270.0
2013,陈发树,先生,52,中国-福建-福州,投资、房地产,25,260.0
2013,丁磊,先生,42,中国-广东-广州,IT、娱乐,25,260.0
2013,祝义财,先生,49,中国-江苏-南京,食品、房地产,25,260.0
2013,王玉锁,先生,49,中国-河北-廊坊,天然气、能源化工,28,255.0
2013,马云,先生,49,中国-浙江-杭州,IT,29,250.0
2013,朱孟依,先生,54,中国-广东-广州,房地产,29,250.0
2013,龚虹嘉,先生,48,中国-浙江-杭州,视频监控产品,31,235.0
2013,潘石屹,先生,50,中国-北京,房地产,32,230.0
2013,史玉柱,先生,51,中国-上海,金融、在线游戏,32,230.0
2013,陈卓林,先生,51,中国-广东-广州,房地产,34,220.0
2013,傅利泉,先生,46,中国-浙江-杭州,软件,34,220.0
2013,黄如论,先生,62,中国-北京,房地产,34,220.0
2013,王传福,先生,47,中国-广东-深圳,汽车、手机零部件、充电电池,37,210.0
2013,张志东,先生,41,中国-广东-深圳,IT、娱乐,37,210.0
2013,黄光裕,先生,44,中国-北京,家电零售、房地产,39,200.0
2013,吕向阳,先生,50,中国-广东-广州,投资,39,200.0
2013,杜双华,先生,48,中国-山东-日照,钢铁,41,190.0
2013,郭广昌,先生,46,中国-上海,投资、钢铁、医药,41,190.0
2013,黄怒波,先生,57,中国-北京,房地产,41,190.0
2013,黄伟,先生,54,中国-浙江-杭州,房地产、金融,44,185.0
2013,贾跃亭,先生,40,中国-北京,通信、计算机应用服务,44,185.0
2013,王文学,先生,46,中国-北京,房地产,44,185.0
2013,蔡奎,先生,52,中国-北京,房地产,47,180.0
2013,梁庆德,先生,76,中国-广东-佛山,家电,47,180.0
2013,潘政民,先生,46,中国-广东-深圳,声学科技,47,180.0
2013,荣智健,先生,71,中国-香港,投资、房地产,47,180.0
2013,沈国军,先生,51,中国-北京,零售、房地产,47,180.0
2013,施文博,先生,63,中国-福建-泉州,个人护理用品,47,180.0
2013,孙伟杰,先生,50,中国-山东-烟台,石油专用设备,47,180.0
2013,魏少军,先生,50,中国-河北-保定,房地产、新能源,47,180.0
2013,严介和,先生,53,中国-江苏-南京,基础建设,47,180.0
2013,叶澄海,先生,70,中国-广东-深圳,医药,47,180.0
2013,许连捷,先生,60,中国-福建-泉州,个人护理用品,57,175.0
2013,张力,先生,60,中国-广东-广州,房地产、矿业,57,175.0
2013,刘沧龙,先生,未知,中国-四川-成都,冶金、化工、房地产,59,170.0
2013,马建荣,先生,48,中国-浙江-宁波,纺织、服装,59,170.0
2013,沈文荣,先生,67,中国-江苏-苏州,钢铁,59,170.0
2013,张志祥,先生,46,中国-北京,钢铁、矿业、船运,59,170.0
2013,陈建华,先生,42,中国-江苏-苏州,纺织、化纤,63,160.0
2013,黄世再,先生,62,中国-广东-深圳,房地产,63,160.0
2013,雷军,先生,44,中国-北京,手机制造、投资,63,160.0
2013,李书福,先生,50,中国-浙江-杭州,汽车制造,63,160.0
2013,马兴田,先生,44,中国-广东-普宁,制药,63,160.0
2013,耿建明,先生,51,中国-河北-廊坊,房地产,68,150.0
2013,孙喜双,先生,60,中国-北京,房地产,68,150.0
2013,杨铿,先生,51,中国-四川-成都,房地产,68,150.0
2013,朱林瑶,女士,43,中国-广东-深圳,香精香料,71,145.0
2013,李锂,先生,49,中国-广东-深圳,医药,72,140.0
2013,林秀成,先生,58,中国-福建-厦门,LED,72,140.0
2013,倪召兴,先生,57,中国-上海,文化、房地产、能源、投资,72,140.0
2013,宋作文,先生,66,中国-山东-烟台,铝业、服装、投资,72,140.0
2013,童锦泉,先生,58,中国-上海,房地产,72,140.0
2013,于泳,先生,未知,中国-上海,钼矿,72,140.0
2013,朱兴良,先生,54,中国-江苏-苏州,建筑,72,140.0
2013,丁世忠,先生,43,中国-福建-厦门,体育用品,79,135.0
2013,方威,先生,40,中国-北京,碳素、钢铁、煤焦,79,135.0
2013,何巧女,先生,47,中国-北京,园林,79,135.0
2013,邱光和,先生,62,中国-浙江-温州,服装,79,135.0
2013,蔡东青,先生,44,中国-广东-汕头,动漫,83,130.0
2013,杜厦,先生,66,中国-天津,投资,83,130.0
2013,蒋仁生,先生,60,中国-重庆,疫苗,83,130.0
2013,李河君,先生,46,中国-北京,太阳能、风电、水电,83,130.0
2013,李水荣,先生,57,中国-浙江-杭州,化纤,83,130.0
2013,刘汉元,先生,49,中国-四川-成都,农业、新能源,83,130.0
2013,文一波,先生,48,中国-北京,环保产业,83,130.0
2013,姚新义,先生,49,中国-浙江-杭州,制造业、能源,83,130.0
2013,张宏伟,先生,59,中国-北京,能源、零售,83,130.0
2013,钭正刚,先生,60,中国-浙江-杭州,能源、化工,92,125.0
2013,冯海良,先生,53,中国-浙江-绍兴,铜加工、投资,92,125.0
2013,黄文仔,先生,60,中国-广东-广州,房地产,92,125.0
2013,杨雪岗,先生,48,中国-北京,煤炭、化工,92,125.0
2013,袁亚非,先生,49,中国-江苏-南京,IT连锁、房地产、投资,92,125.0
2013,周泽荣,先生,59,中国-广东-广州,房地产、投资,92,125.0
2013,陈天桥,先生,40,中国-上海,在线游戏,98,120.0
2013,丁欣欣,先生,55,中国-浙江-杭州,建筑装饰,98,120.0
2013,高德康,先生,61,中国-江苏-苏州,服装,98,120.0
2013,黄茂如,先生,48,中国-广东-深圳,房地产、零售,98,120.0
2013,梁允超,先生,44,中国-广东-珠海,保健品,98,120.0
2013,刘宝林,先生,60,中国-湖北-武汉,医药流通,98,120.0
2013,缪寿良,先生,58,中国-广东-深圳,房地产、水电、多晶硅,98,120.0
2013,孙飘扬,先生,55,中国-江苏-连云港,医药,98,120.0
2013,孙寿宽,先生,64,中国-辽宁-营口,耐火材料、煤化工,98,120.0
2013,王长田,先生,48,中国-北京,影视娱乐,98,120.0
2013,王俊民,先生,45,中国-西藏-山南地区,医药,98,120.0
2013,吴以岭,先生,64,中国-河北-石家庄,医药,98,120.0
2013,肖建华,先生,42,中国-香港,金融、投资,98,120.0
2013,解直锟,先生,52,中国-北京,金融、投资、矿,98,120.0
2013,徐宇,先生,41,中国-广东-广州,服装,98,120.0
2013,楼忠福,先生,未知,中国-浙江-杭州,建筑、房地产,113,115.0
2013,南存辉,先生,50,中国-浙江-温州,工业电器、投资,113,115.0
2013,欧宗荣,先生,49,中国-福建-福州,房地产,113,115.0
2013,周成建,先生,48,中国-上海,服装,113,115.0
2013,朱志平,先生,51,中国-浙江-杭州,房地产,113,115.0
2013,陈鸿道,先生,未知,中国-北京,饮料,118,110.0
2013,姜照柏,先生,50,中国-上海,房地产、投资,118,110.0
2013,林定强,先生,47,中国-北京,房地产,118,110.0
2013,薛向东,先生,54,中国-北京,软件,118,110.0
2013,张浩先,先生,67,中国-广东-惠州,汽车电装、光电、通讯部件,118,110.0
2013,张志熔,先生,41,中国-上海,房地产、船业,118,110.0
2013,钟声坚,先生,55,中国-上海,房地产、工业,118,110.0
2013,朱共山,先生,55,中国-香港,太阳能芯片、发电厂,118,110.0
2013,傅梅城,先生,56,中国-浙江-杭州,影视传媒,126,105.0
2013,黄曦,先生,未知,中国-福建-厦门,金融、房地产,126,105.0
2013,刘革新,先生,62,中国-四川-成都,制药、医药流通,126,105.0
2013,缪汉根,先生,48,中国-江苏-苏州,印染、化纤、房地产,126,105.0
2013,秀丽·好肯,先生,50,中国-黑龙江-哈尔滨,房地产、农业,126,105.0
2013,杨爱华,先生,52,中国-上海,汽车销售,126,105.0
2013,杨占勇,先生,41,中国-江苏-南京,计算机软件服务,126,105.0
2013,周福仁,先生,62,中国-辽宁-鞍山,复合肥、矿产、耐火材料,126,105.0
2013,陈金霞,女士,45,中国-上海,医药、投资,134,100.0
2013,黄其森,先生,48,中国-福建-福州,房地产,134,100.0
2013,李辙,先生,58,中国-北京,房地产,134,100.0
2013,林立,先生,50,中国-广东-深圳,金融、投资、房地产,134,100.0
2013,刘益谦,先生,50,中国-上海,投资,134,100.0
2013,吕慧,先生,64,中国-香港,矿产,134,100.0
2013,欧宗洪,先生,42,中国-福建-福州,房地产,134,100.0
2013,孙翔,先生,31,中国-北京,钢铁,134,100.0
2013,王靖,先生,未知,中国-北京,通信,134,100.0
2013,王来春,女士,46,中国-广东-深圳,电脑连接线,134,100.0
2013,王文良,先生,59,中国-辽宁-丹东,物流、建筑,134,100.0
2013,肖春红,先生,45,中国-贵州-贵阳,房地产,134,100.0
2013,熊续强,先生,未知,中国-浙江-宁波,房地产、矿业、投资,134,100.0
2013,阎志,先生,41,中国-湖北-武汉,房地产,134,100.0
2013,叶立培,先生,69,中国-上海,房地产,134,100.0
2013,赵步长,先生,47,中国-北京,医药,134,100.0
2013,文剑平,先生,51,中国-北京,污水处理,150,97.0
2013,杜江涛,先生,44,中国-内蒙古-乌海,煤炭、化工,151,95.0
2013,黄焕明,先生,50,中国-福建-厦门,房地产,151,95.0
2013,李华,先生,47,中国-广东-深圳,房地产,151,95.0
2013,李贤义,先生,61,中国-香港,玻璃,151,95.0
2013,李兆楠,先生,未知,中国-广东-广州,保险,151,95.0
2013,刘忠田,先生,49,中国-辽宁-辽阳,铝型材,151,95.0
2013,王中军,先生,53,中国-北京,影视娱乐,151,95.0
2013,谢炳,先生,61,中国-北京,医药,151,95.0
2013,修涞贵,先生,58,中国-吉林-长春,医药,151,95.0
2013,许世辉,先生,56,中国-福建-泉州,食品,151,95.0
2013,叶远西,先生,51,中国-广东-深圳,装修装饰,151,95.0
2013,张桂平,先生,62,中国-江苏-南京,房地产,151,95.0
2013,张轩松,先生,42,中国-福建-福州,超市零售,151,95.0
2013,周建平,先生,52,中国-江苏-无锡,服装、投资,151,95.0
2013,曹克坚,先生,51,中国-浙江-衢州,压缩机,165,90.0
2013,傅军,先生,56,中国-北京,矿业、房地产、投资,165,90.0
2013,黄楚龙,先生,54,中国-广东-深圳,房地产,165,90.0
2013,黄鸿明,先生,45,中国-广东-广州,房地产,165,90.0
2013,黄联禧,先生,50,中国-广东-佛山,塑料管道及管件,165,90.0
2013,刘志强,先生,49,中国-广东-广州,房地产、家具零售,165,90.0
2013,苏萌,先生,未知,中国-广东-广州,房地产,165,90.0
2013,徐镜人,先生,69,中国-江苏-泰州,医药,165,90.0
2013,张中能,先生,57,中国-广东-东莞,铝加工、制药、矿产,165,90.0
2013,周鸿祎,先生,43,中国-北京,软件,165,90.0
2013,周庆治,先生,58,中国-上海,电池、投资,165,90.0
2013,蔡荣军,先生,41,中国-广东-深圳,电子元件研发、生产和销售,176,87.0
2013,何著胜,先生,66,中国-辽宁-鞍山,耐火材料、钢铁、矿业,177,85.0
2013,黄红云,先生,47,中国-重庆,房地产,177,85.0
2013,黄绍文,先生,46,中国-广东-深圳,手机分销、物流、房地产,177,85.0
2013,黄泽兰,先生,58,中国-江西-赣州,钨矿,177,85.0
2013,阙文彬,先生,50,中国-甘肃-陇南,生物制药、矿业,177,85.0
2013,邵仲毅,先生,45,中国-山东-日照,石化、粮油加工,177,85.0
2013,沈南鹏,先生,46,中国-北京,投资,177,85.0
2013,王树生,先生,59,中国-北京,物流、航空,177,85.0
2013,周耀庭,先生,70,中国-江苏-无锡,服装、橡胶轮胎、房地产,177,85.0
2013,朱文臣,先生,未知,中国-河南-郑州,医药、白酒,177,85.0
2013,霍庆华,先生,52,中国-北京,煤焦,187,82.0
2013,刘学景,先生,62,中国-山东-聊城,肉类食品、铜冶炼,188,81.0
2013,车冯升,先生,51,中国-北京,医药,189,80.0
2013,陈荣,先生,53,中国-上海,投资、自行车,189,80.0
2013,董现君,先生,50,中国-江苏-徐州,房地产,189,80.0
2013,高彦明,先生,56,中国-河北-秦皇岛,远洋运输,189,80.0
2013,郭英成,先生,48,中国-香港,房地产,189,80.0
2013,侯昌财,先生,57,中国-福建-厦门,房地产,189,80.0
2013,黄振达,先生,66,中国-广东-汕头,房地产、基础设施,189,80.0
2013,江南春,先生,40,中国-上海,数字新媒体、投资,189,80.0
2013,蒋业华,先生,50,中国-重庆,房地产,189,80.0
2013,孔健岷,先生,44,中国-广东-广州,房地产,189,80.0
2013,李非列,先生,47,中国-广东-深圳,矿产、钢铁、能源,189,80.0
2013,李兆会,先生,32,中国-山西-运城,钢铁、投资,189,80.0
2013,米恩华,先生,55,中国-新疆-乌鲁木齐,房地产、畜牧,189,80.0
2013,孙宏斌,先生,50,中国-天津,房地产,189,80.0
2013,孙荫环,先生,63,中国-辽宁-大连,房地产、软件园,189,80.0
2013,涂建华,先生,50,中国-重庆,摩托车、房地产,189,80.0
2013,王步峰,先生,未知,中国-山东-济宁,煤炭、新能源,189,80.0
2013,王坤晓,先生,44,中国-山东-烟台,石油专用设备,189,80.0
2013,王清涛,先生,51,中国-山东-淄博,煤焦,189,80.0
2013,吴光明,先生,51,中国-江苏-镇江,医疗设备,189,80.0
2013,吴旭,先生,50,中国-重庆,房地产,189,80.0
2013,郁国祥,先生,43,中国-上海,房地产、投资,189,80.0
2013,罗飞,先生,49,中国-广东-广州,婴儿营养品及护理用品,211,78.0
2013,车建新,先生,47,中国-上海,家具连锁,212,75.0
2013,陈妙林,先生,61,中国-浙江-杭州,房地产,212,75.0
2013,付玉成,先生,未知,中国-天津,房地产、船舶,212,75.0
2013,李平,先生,49,中国-广东-广州,矿产、冶金,212,75.0
2013,刘满世,先生,64,中国-内蒙古-鄂尔多斯,煤炭,212,75.0
2013,罗韶宇,先生,未知,中国-重庆,房地产、特种车辆、投资,212,75.0
2013,潘伟明,先生,49,中国-福建-福州,房地产、建筑,212,75.0
2013,宋卫平,先生,55,中国-浙江-杭州,房地产,212,75.0
2013,汪俊林,先生,51,中国-四川-成都,房地产、白酒,212,75.0
2013,王木清,先生,63,中国-湖北-武汉,汽车销售,212,75.0
2013,薛光林,先生,46,中国-广东-深圳,石油开采、石油贸易,212,75.0
2013,叶仙玉,先生,56,中国-浙江-台州,家用电器、电子元件,212,75.0
2013,袁凯飞,先生,61,中国-江苏-泰州,造船,212,75.0
2013,郑泽良,先生,未知,中国-广东-深圳,保险,212,75.0
2013,周传有,先生,49,中国-上海,矿、投资,212,75.0
2013,左宗申,先生,60,中国-重庆,摩托车、房地产,212,75.0
2013,盛百椒,先生,61,中国-广东-深圳,鞋业,228,73.0
2013,崔志祥,先生,50,中国-山东-东营,铜业,229,72.0
2013,冯小华,先生,57,中国-广西-南宁,制糖业,229,72.0
2013,刘振国,先生,48,中国-北京,污水处理,229,72.0
2013,庞庆华,先生,58,中国-河北-唐山,汽车销售,232,71.0
2013,曹德旺,先生,67,中国-福建-福州,玻璃,233,70.0
2013,段永平,先生,52,美国,投资,233,70.0
2013,李新炎,先生,62,中国-上海、中国-福建-龙岩,重型工程用车,233,70.0
2013,李仲初,先生,50,中国-北京,信息技术,233,70.0
2013,梁信军,先生,45,中国-上海,投资、钢铁、医药,233,70.0
2013,王永红,先生,41,中国-北京,房地产、投资,233,70.0
2013,王振滔,先生,48,中国-浙江-温州,鞋业、房地产,233,70.0
2013,徐传化,先生,78,中国-浙江-杭州,化工、农业、投资,233,70.0
2013,易小迪,先生,49,中国-北京,房地产,233,70.0
2013,俞培俤,先生,53,中国-福建-福州,房地产,233,70.0
2013,张世民,先生,54,中国-内蒙古-乌海,煤炭,233,70.0
2013,张跃,先生,53,中国-湖南-长沙,中央空调、建筑,233,70.0
2013,姜伟,先生,52,中国-贵州-安顺,医药、房地产,245,68.0
2013,李振江,先生,56,中国-河北-石家庄,医药,245,68.0
2013,林刚,先生,49,中国-广东-深圳,医药,245,68.0
2013,王水福,先生,58,中国-浙江-杭州,电梯、锅炉、房地产,245,68.0
2013,杨卫东,先生,45,中国-浙江-嘉兴,化工,245,68.0
2013,俞敏洪,先生,51,中国-北京,教育,245,68.0
2013,张静章,先生,76,中国-浙江-宁波,注塑机,245,68.0
2013,周亚仙,先生,54,中国-广西-梧州,食品原料,245,68.0
2013,安康,先生,64,中国-河南-新乡,生物制药,253,67.0
2013,阮水龙,先生,78,中国-浙江-绍兴,化工、钢铁,253,67.0
2013,张长虹,先生,55,中国-上海,数据服务,253,67.0
2013,顾伟,先生,48,中国-新疆-乌鲁木齐,数码,256,66.0
2013,成清波,先生,51,中国-北京,房地产、路桥,257,65.0
2013,傅光明,先生,59,中国-福建-南平,农业,257,65.0
2013,胡成中,先生,52,中国-上海,工业电器、房地产,257,65.0
2013,黄巧灵,先生,55,中国-浙江-杭州,旅游、房地产,257,65.0
2013,黄毅,先生,50,中国-北京,汽车销售,257,65.0
2013,蒋锡培,先生,50,中国-江苏-无锡,电缆、医药、房地产,257,65.0
2013,柯希平,先生,53,中国-福建-厦门,投资、房地产,257,65.0
2013,梁亮胜,先生,62,中国-湖北-武汉,日化用品、卫生用品,257,65.0
2013,刘强东,先生,39,中国-北京,电子商务,257,65.0
2013,刘学斌,先生,41,中国-广东-东莞,房地产、教育,257,65.0
2013,缪双大,先生,62,中国-江苏-无锡,空调设备,257,65.0
2013,綦建虹,先生,未知,中国-北京,汽车、奢侈品销售代理、投资,257,65.0
2013,戚金兴,先生,51,中国-浙江-杭州,房地产,257,65.0
2013,孙孟全,先生,63,中国-山东-烟台,食用油,257,65.0
2013,王文京,先生,49,中国-北京,软件,257,65.0
2013,王玉城,先生,未知,中国-广东-东莞,石材、房地产,257,65.0
2013,昝圣达,先生,50,中国-江苏-南通,新能源、信息科技、投资,257,65.0
2013,郑坚江,先生,52,中国-浙江-宁波,家电、房地产,257,65.0
2013,周晓光,先生,51,中国-浙江-金华,饰品、房地产、投资,257,65.0
2013,朱保国,先生,51,中国-广东-深圳,医药,257,65.0
2013,岑钊雄,先生,43,中国-广东-广州,房地产,277,63.0
2013,陈隆基,先生,57,中国-香港,房地产,277,63.0
2013,邓伟,先生,50,中国-北京,通信、能源、投资,277,63.0
2013,高柱,先生,56,中国-内蒙古-呼和浩特,煤炭,277,63.0
2013,李赶坡,先生,64,中国-河北-石家庄,钢铁,277,63.0
2013,李银会,先生,47,中国-青海-海东行署,酿酒,277,63.0
2013,刘载望,先生,41,中国-北京,建筑幕墙,277,63.0
2013,莫天全,先生,49,中国-北京,房地产网络搜索,277,63.0
2013,史正富,先生,59,中国-上海,投资,277,63.0
2013,姚原,先生,57,中国-上海,房地产、投资,277,63.0
2013,虞松波,先生,未知,中国-浙江-舟山,房地产、船舶制造及运输,277,63.0
2013,朱炳洋,先生,49,中国-北京,保险,277,63.0
2013,邹建民,先生,51,中国-广东-深圳,房地产,277,63.0
2013,邓鸿,先生,50,中国-四川-成都,房地产,290,62.0
2013,范秀莲,先生,50,中国-西藏-山南地区,医药生化,290,62.0
2013,高星,先生,60,中国-内蒙古-鄂尔多斯,房地产、路桥建设,290,62.0
2013,赖海民,先生,47,中国-广东-深圳,房地产,290,62.0
2013,阮加根,先生,53,中国-浙江-绍兴,染料,290,62.0
2013,徐步升,先生,62,中国-浙江-金华,防盗门、房地产、投资,290,62.0
2013,徐茂根,先生,59,中国-浙江-绍兴,化纤,290,62.0
2013,尤小平,先生,55,中国-浙江-温州,化工、铝业、投资,290,62.0
2013,钟玉,先生,63,中国-北京,环保用有机膜、印刷器材,290,62.0
2013,董才平,先生,50,中国-江苏-常州,钢铁、投资,299,61.0
2013,侯建芳,先生,47,中国-河南-郑州,畜牧业,299,61.0
2013,黄俊康,先生,58,中国-香港,房地产,299,61.0
2013,李义海,先生,50,中国-江西-南昌,医药,299,61.0
2013,李永军,先生,46,中国-广东-深圳,休闲食品,299,61.0
2013,林聪颖,先生,53,中国-福建-泉州,服装,299,61.0
2013,林来嵘,先生,45,中国-天津,矿业,299,61.0
2013,孟庆山,先生,65,中国-河北-廊坊,食用调味品,299,61.0
2013,王春生,先生,38,中国-江苏-苏州,绝缘材料,299,61.0
2013,吴瑞林,先生,61,中国-广东-惠州,矿产、通信设备,299,61.0
2013,吴振山,先生,未知,中国-河北-石家庄,房地产、建筑,299,61.0
2013,徐明波,先生,49,中国-北京,医药,299,61.0
2013,杨建忠,先生,48,中国-河北-保定,索具、新能源,299,61.0
2013,张大中,先生,65,中国-北京,投资,299,61.0
2013,张佛恩,先生,61,中国-广东-东莞,房地产,299,61.0
2013,张利钿,先生,49,中国-广东-潮州,乳业,299,61.0
2013,张祥青,先生,44,中国-天津,钢铁,299,61.0
2013,刘伟,先生,48,中国-广东-广州,IT分销代理业务,316,60.0
2013,孙平范,先生,44,中国-浙江-宁波,机械制造,316,60.0
2013,吴征,先生,47,中国-北京,媒体、投资,316,60.0
2013,徐其明,先生,50,中国-浙江-宁波,水产品、房地产、艺术品收藏,316,60.0
2013,虞锋,先生,50,中国-上海,投资,316,60.0
2013,王伟,先生,48,中国-北京,保险,321,59.0
2013,吴洁,先生,45,中国-福建-福州,房地产,321,59.0
2013,郭文贵,先生,47,中国-北京,房地产、投资,323,58.0
2013,林荣新,先生,45,中国-福建-福州,房地产、钛白粉,323,58.0
2013,寿柏年,先生,51,中国-浙江-杭州,房地产,323,58.0
2013,吴栋材,先生,77,中国-江苏-苏州,钢铁,323,58.0
2013,叶成,先生,51,中国-山东-日照,石化、贸易、投资,323,58.0
2013,陈华,先生,47,中国-广东-深圳,房地产、金融,328,57.0
2013,黄立,先生,50,中国-湖北-武汉,电子制造,328,57.0
2013,刘振东,先生,42,中国-北京,房地产、模板钢,328,57.0
2013,马万良,先生,67,中国-内蒙古-乌海,煤炭、钢铁、畜牧,328,57.0
2013,熊贤忠,先生,48,中国-江西-南昌,百货零售、房地产,328,57.0
2013,严健军,先生,48,中国-上海,信息、投资,328,57.0
2013,崔根良,先生,55,中国-江苏-苏州,电缆、热能电力、投资,334,56.0
2013,郭东林,先生,42,中国-广东-东莞,服装,335,55.0
2013,华邦嵩,先生,48,中国-江苏-泰州,化工,335,55.0
2013,姜俊平,先生,未知,中国-山东-青岛,服装、房地产,335,55.0
2013,李伯刚,先生,65,中国-四川-成都,医药,335,55.0
2013,刘长乐,先生,62,中国-香港,传媒,335,55.0
2013,吕培榕,先生,54,中国-福建-泉州,服装、投资、房地产,335,55.0
2013,唐修国,先生,50,中国-北京,重型机械,335,55.0
2013,杨荣义,先生,未知,中国-广东-深圳,房地产,335,55.0
2013,姚俊良,先生,60,中国-山西-太原,煤化工,335,55.0
2013,尹明善,先生,75,中国-重庆,摩托车、汽车,335,55.0
2013,陈邦,先生,48,中国-湖南-长沙,医疗服务,345,54.0
2013,贺正刚,先生,59,中国-四川-乐山,化工、皮革、煤炭,345,54.0
2013,雷菊芳,女士,60,中国-西藏-林芝,医药,345,54.0
2013,许晓明,先生,50,中国-湖北-武汉,房地产,345,54.0
2013,陈义红,先生,55,中国-北京,服装,349,53.0
2013,黄朝阳,先生,47,中国-香港,房地产、变压器,349,53.0
2013,马成喜,先生,57,中国-天津,房地产、贸易、制造,349,53.0
2013,秦志威,先生,47,中国-香港,钢铁,349,53.0
2013,王广西,先生,44,中国-北京,能源,349,53.0
2013,杨志茂,先生,50,中国-广东-东莞,房地产、投资,349,53.0
2013,张德安,先生,47,中国-上海,汽车零售,349,53.0
2013,陈金凤,先生,50,中国-江苏-南京,家电零售、房地产,356,52.0
2013,陈锦石,先生,51,中国-江苏-南通,房地产、建筑,356,52.0
2013,陈学利,先生,62,中国-山东-威海,医疗器械,356,52.0
2013,黄宏生,先生,57,中国-广东-深圳,家用电器,356,52.0
2013,梁光伟,先生,50,中国-广东-深圳,电子信息高端服务、文化科技、房地产,356,52.0
2013,邹锡昌,先生,49,中国-广东-广州,房地产,356,52.0
2013,冯焕培,先生,47,中国-北京,太阳能,362,51.0
2013,李兴,先生,60,中国-江苏-无锡,磷化工、石油化工,362,51.0
2013,刘水,先生,44,中国-广东-深圳,生态园林,362,51.0
2013,陆克平,先生,69,中国-江苏-无锡,服装纺织、生物医药、投资,362,51.0
2013,仇建平,先生,51,中国-浙江-杭州,工具制造,362,51.0
2013,茹伯兴,先生,66,中国-江苏-常州,工业制造、房地产,362,51.0
2013,田明,先生,60,中国-安徽-合肥,仪器仪表、光电子应用,362,51.0
2013,王伟耀,先生,50,中国-江苏-镇江,机械制造,362,51.0
2013,王永泉,先生,64,中国-浙江-绍兴,建筑、房地产、投资,362,51.0
2013,张瑜平,先生,62,中国-香港,钟表连锁,362,51.0
2013,包计干,先生,未知,中国-江苏-苏州,房地产,372,50.0
2013,柴慧京,先生,52,中国-浙江-杭州,房地产,372,50.0
2013,陈光标,先生,45,中国-江苏-南京,新型材料、再生资源,372,50.0
2013,陈年,先生,44,中国-北京,服装零售,372,50.0
2013,戴志康,先生,49,中国-上海,房地产,372,50.0
2013,纪海鹏,先生,46,中国-广东-深圳,房地产,372,50.0
2013,李如成,先生,62,中国-浙江-宁波,服装、房地产、投资,372,50.0
2013,梁小雷,先生,50,中国-浙江-宁波,造船,372,50.0
2013,林伟华,先生,60,中国-香港,平板显示,372,50.0
2013,林亿,先生,未知,中国-上海,房地产,372,50.0
2013,毛中吾,先生,51,中国-北京,重型机械,372,50.0
2013,莫浩棠,先生,46,中国-广东-东莞,房地产、酒店,372,50.0
2013,苏素玉,先生,65,中国-广东-汕头,房地产、矿业、投资,372,50.0
2013,王均金,先生,45,中国-上海,房地产、航空、零售,372,50.0
2013,王文彪,先生,54,中国-北京,化工、医药、煤炭,372,50.0
2013,吴良定,女士,67,中国-浙江-绍兴,汽车零部件制造,372,50.0
2013,吴少勋,先生,57,中国-湖北-黄石,保健酒,372,50.0
2013,吴忠泉,先生,45,中国-浙江-杭州,房地产,372,50.0
2013,向文波,先生,51,中国-北京,重型机械,372,50.0
2013,肖永明,先生,49,中国-青海-格尔木,钾肥,372,50.0
2013,杨休,先生,52,中国-江苏-南京,房地产、博物馆,372,50.0
2013,杨钊,先生,66,中国-香港,服装、房地产,372,50.0
2013,姚振华,先生,43,中国-广东-深圳,投资、房地产、物流,372,50.0
2013,易大盛,先生,52,中国-湖南-长沙,房地产、汽车销售、投资,372,50.0
2013,喻渭蛟,先生,未知,中国-上海,快递,372,50.0
2013,郑永刚,先生,55,中国-上海,锂电池、服装、投资,372,50.0
2013,朱敏,先生,65,中国-浙江-杭州,投资,372,50.0
2013,刘建民,先生,60,中国-北京,有色金属,399,49.0
