姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
鲁忠芳,女士,77,中国-吉林-通化,本科,中公教育,中国-北京,China-Beijing,教育,40,New,600.0,new
马建荣,先生,54,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang-Ningbo,纺织、服装,40,-2,600.0,20%
许世辉,先生,62,中国-福建-泉州, ,达利食品,中国-福建-泉州,China-Fujian-Quanzhou,食品,40,-14,600.0,-8%
党彦宝,先生,46,,本科,宝丰,中国-宁夏-银川,China-Ningxia-Yinchuan,煤炭采选业,44,401,590.0,594%
郭广昌,先生,52,中国-浙江-金华,硕士,复星,中国-上海,China-Shanghai,投资,45,-10,570.0,10%
施永宏,先生,49,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,46,69,560.0,115%
陈邦,先生,54,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,47,18,530.0,45%
陈东升,先生,62,中国-湖北-荆门,博士,泰康,中国-北京,China-Beijing,保险,47,-9,530.0,6%
陈丽华,女士,78,中国-北京,博士,富华,中国-北京,China-Beijing,房地产、紫檀博物馆,49,-12,525.0,4%
蒋仁生,先生,66,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,50,3,520.0,30%
蔡奎,先生,58,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,51,20,500.0,43%
纪海鹏,先生,52,中国-广东-汕头, ,龙光地产,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,51,14,500.0,37%
沈国军,先生,57,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产、物流,51,-11,500.0,2%
聂腾云,先生,43,, ,韵达,中国-上海,China-Shanghai,物流,54,22,490.0,44%
王文学,先生,52,中国-河北-廊坊, ,华夏幸福,中国-北京,China-Beijing,房地产,55,-15,485.0,-1%
汪滔,先生,39,中国-浙江-杭州,本科,大疆,中国-广东-深圳,China-Guangdong-Shenzhen,无人飞机,56,-10,470.0,4%
曾毓群,先生,51,中国-福建-宁德,博士,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,57,-4,450.0,13%
朱保国,先生,57,中国-河南-新乡,硕士,健康元,中国-广东-深圳,China-Guangdong-Shenzhen,医药,57,1,450.0,15%
刘汉元,先生,55,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan-Chengdu,农业、新能源,59,51,440.0,63%
张邦鑫,先生,39,中国-江苏,硕士,好未来,中国-北京,China-Beijing,教育,59,9,440.0,22%
张帆,先生,54,中国-四川-成都,本科,汇顶科技,中国-广东-深圳,China-Guangdong-Shenzhen,人机交互,59,136,440.0,151%
徐镜人,先生,75,中国-江苏-泰州, ,扬子江药业,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,62,0,430.0,13%
周鸿祎,先生,49,中国-湖北-黄冈,硕士,三六零安全科技,中国-北京,China-Beijing,互联网安全与软件、搜索,62,-12,430.0,2%
张宏伟,先生,65,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,64,12,405.0,19%
陈天桥,先生,46,中国-浙江-绍兴,本科,盛大,中国-上海,China-Shanghai,投资,65,17,400.0,25%
杜双华,先生,54,中国-河北-衡水, ,日照钢铁,中国-山东-日照,China-Shandong-Rizhao,钢铁,65,608,400.0,567%
刘益谦,先生,56,中国-上海, ,新理益,中国-上海,China-Shanghai,投资,65,6,400.0,14%
王兴,先生,40,中国-福建-龙岩,本科,美团点评,中国-北京,China-Beijing,生活服务,65,-7,400.0,3%
张劲,先生,48,中国-广东-广州,硕士,雪松控股,中国-广东-广州,China-Guangdong-Guangzhou,投资、房地产,65,-3,400.0,5%
方威,先生,46,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,70,-24,395.0,-12%
王文京,先生,55,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件服务,71,51,390.0,56%
车建兴,先生,53,中国-江苏-常州, ,红星美凯龙,中国-上海,China-Shanghai,家具连锁,72,-11,380.0,-1%
李水荣,先生,63,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,72,-19,380.0,-5%
史玉柱,先生,57,中国-安徽-蚌阜,本科,巨人,中国-上海,China-Shanghai,金融、在线游戏、投资,72,-19,380.0,-5%
周建平,先生,58,中国-江苏-无锡, ,海澜,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、投资,75,-26,370.0,-14%
鲁伟鼎,先生,48,中国-浙江-杭州, ,万向,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造业、房地产、农业,76,-30,365.0,-19%
姚良松,先生,55,中国-江西-景德镇,本科,欧派家居,中国-广东-广州,China-Guangdong-Guangzhou,橱柜,76,19,365.0,24%
袁征,先生,49,中国-山东,硕士,zoom,美国硅谷,Silicon Valley,视频软件,78,New,360.0,new
孙寿宽,先生,70,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,钢铁、耐火材料、煤化工,79,27,355.0,27%
童锦泉,先生,64,中国-江苏-南通, ,长峰房地产,中国-上海,China-Shanghai,房地产,79,-8,355.0,1%
丁世忠,先生,49,中国-福建-泉州, ,安踏,中国-福建-泉州,China-Fujian-Quanzhou,体育用品,81,65,350.0,63%
梁稳根,先生,63,中国-湖南-娄底,本科,三一,中国-北京,China-Beijing,重型机械,81,29,350.0,30%
欧宗荣,先生,55,中国-福建-莆田, ,正荣,中国-上海,China-Shanghai,房地产,81,-2,350.0,6%
张茵,女士,62,中国-广东-韶关,本科,玖龙纸业,中国-广东-东莞,China-Guangdong-Dongguan,环保造纸,81,-16,350.0,-4%
周群飞,女士,49,中国-湖南-湘潭, ,蓝思科技,中国-湖南-长沙,China-Hunan-Changsha,电子器件制造,85,-28,345.0,-13%
丁世家,先生,55,中国-福建-泉州, ,安踏,中国-福建-泉州,China-Fujian-Quanzhou,体育用品,86,68,340.0,66%
吕向阳,先生,56,中国-安徽-芜湖, ,融捷投资,中国-广东-广州,China-Guangdong-Guangzhou,投资,86,-4,340.0,6%
魏建军,先生,55,中国-河北-保定, ,长城,中国-河北-保定,China-Hebei-Baoding,汽车,86,3,340.0,13%
张峻,先生,未知,中国-广东-揭阳, ,富德,中国-广东-深圳,China-Guangdong-Shenzhen,金融、房地产,86,-10,340.0,0%
岑均达,先生,未知,, ,恒瑞制药、翰森制药,中国-江苏-连云港,China-Jiangsu-Lianyungang,医药,90,355,335.0,294%
陈红天,先生,60,中国-广东-佛山,博士,祥祺,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,91,-9,330.0,3%
赖梅松,先生,49,, ,中通,中国-上海,China-Shanghai,物流,91,17,330.0,20%
傅军,先生,62,中国-湖南-株洲,本科,新华联,中国-北京,China-Beijing,房地产、矿业、投资,93,-11,325.0,2%
程雪,女士,49,中国-江苏-盐城,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,94,80,320.0,68%
冯海良,先生,59,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,94,-12,320.0,0%
陈发树,先生,58,中国-福建-泉州, ,新华都,中国-福建-福州,China-Fujian-Fuzhou,医药、零售、投资,96,3,315.0,9%
王传福,先生,53,中国-安徽-芜湖,本科,比亚迪,中国-广东-深圳,China-Guangdong-Shenzhen,汽车、充电电池,96,3,315.0,9%
李文斌,先生,44,中国-云南,本科,俊发,中国-香港,China-Hong Kong,房地产,98,10,310.0,13%
赵涛,先生,53,中国-陕西-西安,硕士,步长,中国-北京,China-Beijing,医药,98,-16,310.0,-3%
陈金霞,女士,51,中国-上海,硕士,涌金投资,中国-上海,China-Shanghai,医药、投资,100,-1,300.0,3%
杜厦,先生,72,中国-北京,本科,太平洋联盟,中国-天津,China-Tianjin,投资、高尔夫,100,15,300.0,15%
黄楚龙,先生,60,中国-广东-揭阳, ,星河,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,100,39,300.0,36%
朱鼎健,先生,45,中国-香港,本科,观澜湖,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,100,-11,300.0,0%
李革,先生,52,中国-北京, ,药明康德,中国-上海,China-Shanghai,医药,100,51,300.0,43%
缪寿良,先生,64,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、水电、新能源,100,-1,300.0,3%
沈南鹏,先生,52,中国-浙江-嘉兴,硕士,红杉,中国-北京,China-Beijing,投资,100,15,300.0,15%
宋作文,先生,72,中国-山东-烟台, ,南山,中国-山东-烟台,China-Shandong-Yantai,铝业、纺织、房地产,100,-5,300.0,2%
孙广信,先生,57,中国-新疆-乌鲁木齐,硕士,广汇,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,汽车销售、能源、房地产,100,-57,300.0,-35%
王清涛,先生,57,中国-山东-滨州,硕士,中融新大,中国-山东-青岛,China-Shandong-Qingdao,煤焦,100,-69,300.0,-49%
詹克团,先生,40,,硕士,比特大陆,中国-北京,China-Beijing,芯片、矿机,100,-5,300.0,2%
张刚,先生,38,中国-山东-聊城,硕士,信发铝电,中国-山东-聊城,China-Shandong-Liaocheng,电解铝、氧化铝,100,5,300.0,5%
朱孟依,先生,60,中国-广东-梅州, ,合生创展,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,112,-13,295.0,2%
胡凯军,先生,57,, ,远大,中国-北京,China-Beijing,医药,113,0,290.0,-17%
于泳,先生,未知,, ,鸿商产业,中国-上海,China-Shanghai,钼矿,113,-34,290.0,-12%
黄如论,先生,68,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,115,0,280.0,8%
王振华,先生,57,中国-江苏, ,新城,中国-上海,China-Shanghai,房地产,115,18,280.0,22%
曾芳勤,女士,54,, ,领益智造,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子精密件,117,94,275.0,72%
王来春,女士,52,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,电脑连接线,118,36,265.0,29%
王来胜,先生,55,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,电脑连接线,118,36,265.0,29%
陈华,先生,53,中国-广东-湛江, ,京基,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,120,16,260.0,16%
缪汉根,先生,54,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,120,54,260.0,37%
沈文荣,先生,73,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,120,16,260.0,16%
高德康,先生,67,中国-江苏-苏州, ,波司登,中国-江苏-苏州,China-Jiangsu-Suzhou,服装,123,140,255.0,96%
耿建明,先生,57,中国-江苏-南京,博士,荣盛,中国-河北-廊坊,China-Hebei-Langfang,房地产,124,22,250.0,16%
何小鹏,先生,42,中国-湖北-黄石,本科,小鹏汽车,中国-广东-广州,China-Guangdong-Guangzhou,电动汽车,124,230,250.0,150%
林印孙,先生,55,中国-江西-抚州,硕士,正邦,中国-江西-南昌,China-Jiangxi-Nanchang,饲料、养殖,124,181,250.0,117%
肖建华,先生,48,中国-山东-泰安,本科,明天,中国-北京,China-Beijing,金融、投资,124,-2,250.0,0%
张志祥,先生,52,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,124,57,250.0,35%
赵伟国,先生,52,中国-新疆-伊犁,硕士,健坤投资,中国-北京,China-Beijing,投资,124,30,250.0,22%
钭正刚,先生,66,中国-浙江, ,锦江,中国-浙江-杭州,China-Zhejiang-Hangzhou,能源、化工,130,16,245.0,14%
杜伟民,先生,56,中国-江西-南昌, ,康泰生物,中国-广东-深圳,China-Guangdong-Shenzhen,生物制品,130,81,245.0,53%
林中,先生,51,中国-福建, ,旭辉,中国-上海,China-Shanghai,房地产,130,51,245.0,32%
李锂,先生,55,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,133,30,240.0,20%
李贤义,先生,67,中国-福建-泉州, ,信义玻璃,中国-香港,China-Hong Kong,玻璃,133,71,240.0,45%
潘苏通,先生,56,中国-广东, ,高银,中国-香港,China-Hong Kong,房地产、金融,133,New,240.0,new
邱光和,先生,68,中国-浙江-温州, ,森马,中国-浙江-温州,China-Zhejiang-Wenzhou,服装,133,-18,240.0,-8%
林宏修,先生,68,印度尼西亚, ,融侨,中国-福建-福州,China-Fujian-Fuzhou,房地产,133,30,240.0,20%
吴光明,先生,57,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Jiang,医疗设备,133,18,240.0,14%
张力,先生,66,中国-广东-广州,博士,富力地产,中国-广东-广州,China-Guangdong-Guangzhou,房地产、矿业,133,0,240.0,4%
崔根良,先生,61,中国-江苏-苏州, ,亨通,中国-江苏-苏州,China-Jiangsu-Suzhou,电缆、热能电力、投资,140,-25,235.0,-10%
李兆廷,先生,54,,本科,东旭,中国-北京,China-Beijing,光电显示、光伏,140,-14,235.0,-2%
梁庆德,先生,82,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,140,-7,235.0,2%
林斌,先生,51,,硕士,小米,中国-北京,China-Beijing,智能硬件与技术,140,-72,235.0,-35%
林定强,先生,53,中国-福建-福州, ,金辉,中国-北京,China-Beijing,房地产,140,71,235.0,47%
吴志刚,先生,84,中国-辽宁, ,桃李面包,中国-辽宁-沈阳,China-Liaoning-Shenyang,食品,140,34,235.0,24%
安康,先生,70,中国-河南-新乡,本科,华兰生物,中国-河南-新乡,China-Henan-Xinxiang,生物制药,146,78,230.0,48%
黄伟,先生,60,中国-浙江-温州,本科,新湖,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产、金融,146,-15,230.0,-2%
林秀成,先生,64,中国-福建-泉州, ,三安,中国-福建-厦门,China-Fujian-Xiamen,LED,146,-67,230.0,-30%
董伟,先生,48,, ,恒瑞,中国-江苏-连云港,China-Jiangsu-Lianyungang,医药,149,49,225.0,32%
黄光裕,先生,50,中国-广东-汕头, ,国美,中国-北京,China-Beijing,家电零售、房地产,149,-10,225.0,2%
姜照柏,先生,56,中国-江苏-南通, ,鹏欣,中国-上海,China-Shanghai,乳业、房地产、投资,149,-18,225.0,-4%
潘政民,先生,52,中国-江苏,本科,瑞声科技,中国-广东-深圳,China-Guangdong-Shenzhen,声学科技,149,-99,225.0,-46%
陈文源,先生,51,, ,华兴源创,中国-江苏-苏州,China-Jiangsu-Suzhou,设备制造,153,New,220.0,new
江南春,先生,46,中国-上海,本科,分众传媒,中国-上海,China-Shanghai,数字新媒体、投资,153,-95,220.0,-44%
潘石屹,先生,56,中国-甘肃-天水, ,SOHO中国,中国-北京,China-Beijing,房地产,153,-27,220.0,-8%
其实,先生,49,中国-上海,博士,东方财富,中国-上海,China-Shanghai,信息服务,153,10,220.0,10%
修涞贵,先生,64,中国-吉林,本科,修正药业,中国-吉林-长春,China-Jilin-Changchun,医药,153,10,220.0,10%
张磊,先生,47,中国-河南-驻马店,硕士,高瓴资本,美国,United States,投资,153,10,220.0,10%
周泽荣,先生,65,中国-广东-汕头, ,侨鑫,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,153,-7,220.0,2%
李仲初,先生,56,中国-湖南-娄底,硕士,石基,中国-北京,China-Beijing,软件服务,160,-14,215.0,0%
喻会蛟,先生,53,,本科,圆通速递,中国-上海,China-Shanghai,物流,160,-34,215.0,-10%
李义海,先生,56,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi-Nanchang,医药,162,-8,210.0,2%
罗立国,先生,63,中国-浙江-宁波, ,合盛,中国-浙江-宁波,China-Zhejiang-Ningbo,化工,162,-41,210.0,-18%
任正非,先生,75,中国-贵州-安顺,本科,华为,中国-广东-深圳,China-Guangdong-Shenzhen,电信解决方案,162,36,210.0,24%
史贵禄,先生,54,中国-陕西-榆林, ,荣民,中国-陕西-西安,China-Shanxi-Xi'an,房地产,162,162,210.0,91%
魏少军,先生,56,中国-河北-保定, ,隆基泰和,中国-河北-保定,China-Hebei-Baoding,房地产、新能源,162,-23,210.0,-5%
虞仁荣,先生,53,,本科,韦尔股份,中国-上海,China-Shanghai,半导体,162,192,210.0,110%
朱林瑶,女士,49,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,投资、香精香料,162,-26,210.0,-7%
黄其森,先生,54,中国-福建,本科,泰禾,中国-福建-福州,China-Fujian-Fuzhou,房地产、金融、医疗,169,-59,205.0,-24%
黄世霖,先生,52,中国-福建-宁德,本科,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,169,18,205.0,14%
解直锟,先生,58,中国-黑龙江,本科,中植,中国-北京,China-Beijing,金融、投资,169,-59,205.0,-24%
傅利泉,先生,52,中国-浙江-杭州, ,大华技术,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件、电子通讯产品,172,-9,200.0,0%
黄文仔,先生,66,中国-广东-广州,硕士,星河湾,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,172,-33,200.0,-9%
王文彪,先生,60,中国-内蒙古,本科,亿利资源,中国-北京,China-Beijing,生态修复、光伏、投资,172,-46,200.0,-17%
吴羽岚,女士,未知,, ,恒瑞,中国-江苏-连云港,China-Jiangsu-Lianyungang,医药,172,58,200.0,33%
俞敏洪,先生,57,中国-江苏-无锡,本科,新东方,中国-北京,China-Beijing,教育,172,39,200.0,25%
朱共山,先生,61,中国-江苏-盐城,博士,保利协鑫,中国-香港,China-Hong Kong,太阳能芯片、发电厂,172,2,200.0,5%
黄朝阳,先生,53,中国-福建-泉州, ,中骏,中国-上海,China-Shanghai,房地产、变压器,178,9,195.0,8%
黄茂如,先生,54,中国-广东-潮州,硕士,茂业,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,178,-15,195.0,-3%
苏素玉,先生,71,中国-广东-汕头, ,联美,中国-广东-汕头,China-Guangdong-Shantou,房地产、投资,178,65,195.0,39%
徐宇,先生,47,中国-广东-广州,硕士,赫基国际,中国-广东-广州,China-Guangdong-Guangzhou,服装,178,-4,195.0,3%
叶澄海,先生,76,中国-广东-梅州,硕士,信立泰,中国-广东-深圳,China-Guangdong-Shenzhen,医药,178,-56,195.0,-22%
曹龙祥,先生,62,, ,济川控股,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,183,-73,190.0,-30%
陈志列,先生,56,中国-江苏-无锡,硕士,研祥,中国-广东-深圳,China-Guangdong-Shenzhen,特种计算机,183,4,190.0,6%
池宇峰,先生,48,中国-湖北,硕士,完美世界,中国-北京,China-Beijing,网游、影视娱乐,183,-29,190.0,-7%
黄柏年,先生,63,印尼, ,外滩中心,中国-上海,China-Shanghai,房地产,183,-2,190.0,3%
黄毅,先生,56,,本科,中升,中国-北京,China-Beijing,汽车销售,183,122,190.0,65%
季琦,先生,53,中国-江苏-南通, ,华住,中国-上海,China-Shanghai,连锁酒店,183,12,190.0,9%
李振国,先生,51,中国-甘肃-兰州,硕士,西安隆基,中国-陕西-西安,China-Shanxi-Xi'an,硅材料,183,291,190.0,129%
温鹏程,先生,57,中国-广东-云浮, ,温氏,中国-广东-云浮,China-Guangdong-Yunfu,家禽养殖、动物保健,183,141,190.0,73%
程立力,先生,54,,硕士,立华股份,中国-江苏-常州,China-Jiangsu-Changzhou,畜牧,191,New,185.0,new
柯尊洪,先生,65,中国-四川-雅安,本科,康弘药业,中国-四川-成都,China-Sichuan-Chengdu,制药,191,-40,185.0,-12%
马秀慧,先生,48,,本科,欧普照明,中国-上海,China-Shanghai,节能灯,191,-20,185.0,-5%
汪立平,先生,53,中国-江苏-无锡, ,恒立油缸,中国-江苏-常州,China-Jiangsu-Changzhou,高压油缸,191,52,185.0,32%
曹骥,先生,67,中国-浙江, ,杭可科技,中国-浙江-杭州,China-Zhejiang-Hangzhou,锂电池,195,New,180.0,new
陈爱莲,先生,61,中国-浙江-绍兴, ,万丰,中国-浙江-绍兴,China-Zhejiang-Shaoxing,智能制造、投资,195,0,180.0,3%
程维,先生,36,中国-江西-上饶,本科,滴滴出行,中国-北京,China-Beijing,生活服务平台,195,-8,180.0,0%
傅光明,先生,65,中国-江西-抚州, ,圣农,中国-福建-南平,China-Fujian-Nanping,农业,195,129,180.0,64%
姜滨,先生,53,中国-山东-威海,本科,歌尔声学,中国-山东-潍坊,China-Shandong-Weifang,声学及多媒体产品,195,42,180.0,24%
蒋业华,先生,56,中国-重庆, ,华宇,中国-重庆,China-Chongqing,房地产,195,29,180.0,16%
李辙,先生,64,中国-北京,硕士,山水文园,中国-北京,China-Beijing,房地产,195,-8,180.0,0%
陆正耀,先生,49,中国-福建-福州,本科,神州、瑞幸,中国-北京,China-Beijing,汽车服务、咖啡连锁,195,199,180.0,89%
王麒诚,先生,39,中国-浙江-杭州,本科,汉鼎宇佑,中国-浙江-杭州,China-Zhejiang-Hangzhou,文化传媒、投资,195,3,180.0,6%
阎志,先生,47,中国-湖北-黄冈,硕士,卓尔,中国-湖北-武汉,China-Hubei-Wuhan,房地产、投资,195,-153,180.0,-62%
易如波,先生,43,中国-重庆,硕士,中昂,中国-北京,China-Beijing,房地产,195,3,180.0,6%
赵长鹏,先生,42,,本科,币安,美国,United States,区块链,195,35,180.0,20%
左晖,先生,48,,硕士,贝壳,中国-天津,China-Tianjin,房产中介,195,3,180.0,6%
蔡东晨,先生,66,中国-河北-石家庄,硕士,石药,中国-河北-石家庄,China-Hebei-Shijiazhuang,医药,208,New,175.0,new
李思廉,先生,62,中国-香港,硕士,富力地产,中国-广东-广州,China-Guangdong-Guangzhou,房地产,208,29,175.0,21%
黎旭晖,女士,51,中国-广东-广州, ,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,208,136,175.0,67%
茅理翔,先生,78,中国-浙江-宁波, ,方太厨具,中国-浙江-宁波,China-Zhejiang-Ningbo,厨具,208,3,175.0,9%
闫希军,先生,66,中国-甘肃-庆阳,博士,天士力,中国-天津,China-Tianjin,医药,208,-54,175.0,-15%
张轩松,先生,48,中国-福建-福州, ,永辉,中国-福建-福州,China-Fujian-Fuzhou,超市零售,208,68,175.0,40%
卜扬,女士,46,, ,苏宁,中国-江苏-南京,China-Jiangsu-Nanjing,零售、房地产,214,-51,170.0,-15%
