姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
徐浩宇,先生,49,中国-江苏-泰州,,扬子江药业,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,55,36,880.0,87%
张聪渊,先生,73,中国-台湾-桃园,,华利实业,中国-广东-中山,China-Guangdong-Zhongshan,鞋业,55,New,880.0,New
林建华,先生,59,中国-福建,本科,福斯特,中国-浙江-杭州,China-Zhejiang-Hangzhou,光伏材料,57,56,855.0,109%
汪立平,先生,55,中国-江苏-无锡, ,恒立液压,中国-江苏-常州,China-Jiangsu-Changzhou,高压油缸,58,8,845.0,36%
李彦宏,先生,53,中国-山西-阳泉,硕士,百度,中国-北京,China-Beijing,网络信息服务,59,-11,840.0,14%
马建荣,先生,56,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang-Ningbo,纺织、服装,60,-10,820.0,17%
林立,先生,58,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong-Shenzhen,投资,61,-15,810.0,-10%
周群飞,女士,51,中国-湖南-湘潭, ,蓝思科技,中国-湖南-长沙,China-Hunan-Changsha,电子器件制造,61,-34,810.0,-30%
缪汉根,先生,56,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,63,125,800.0,196%
虞仁荣,先生,55,,本科,韦尔股份,中国-上海-浦东,China-Shanghai-Pudong,半导体,63,12,800.0,45%
王玉锁,先生,57,中国-河北-廊坊,硕士,新奥,中国-河北-廊坊,China-Hebei-Langfang,天然气、能源化工,65,-15,780.0,11%
丁世忠,先生,51,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian-Xiamen,体育用品,66,35,770.0,73%
丁世家,先生,57,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian-Xiamen,体育用品,67,39,760.0,75%
吕志和,先生,92,中国-香港,,银河,中国-香港,China-Hong Kong,博彩,68,New,750.0,New
于泳,先生,未知,, ,鸿商产业,中国-上海-浦东,China-Shanghai-Pudong,钼矿,69,54,740.0,97%
许家印,先生,63,中国-河南-周口,硕士,恒大,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,70,-65,730.0,-69%
李晓明,先生,63,,硕士,恩捷股份,中国-云南-玉溪,China-Yunnan-Yuxi,包装盒生产,71,68,725.0,110%
张刚,先生,40,中国-山东-聊城,硕士,信发铝电,中国-山东-聊城,China-Shandong-Chat City,电解铝、氧化铝,72,-4,720.0,20%
朱孟依,先生,62,中国-广东-梅州, ,合生创展,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,73,22,710.0,56%
李华,先生,55,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,74,-20,705.0,2%
邝肖卿,女士,92,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,75,New,700.0,New
李革,先生,54,中国-北京, ,药明康德,中国-上海-浦东,China-Shanghai-Pudong,医药,75,12,700.0,43%
叶刚,先生,40,,,冬海集团,新加坡,Singapore,网络游戏、电商,75,70,700.0,112%
钟慧娟,女士,60,, ,翰森,中国-江苏-连云港,China-Jiangsu-Lianyun Port,医药,75,-55,700.0,-48%
刘金成,先生,57,中国-湖北-武汉,硕士,亿纬锂能,中国-广东-惠州,China-Guangdong-Huizhou,锂电池,79,45,695.0,88%
李贤义,先生,69,中国-福建-泉州, ,信义,中国-香港,China-Hong Kong,玻璃,80,16,675.0,50%
孙飘扬,先生,63,中国-江苏-镇江,硕士,恒瑞,中国-江苏-连云港,China-Jiangsu-Lianyun Port,医药,80,-53,675.0,-41%
梁稳根,先生,65,中国-湖南-娄底,本科,三一,中国-北京,China-Beijing,重型机械,82,-4,670.0,24%
蒋卫平,先生,66,中国-四川-成都,本科,天齐,中国-四川-遂宁,China-Sichuan-Suining,锂矿,83,267,660.0,326%
曹仁贤,先生,53,中国-浙江-杭州,硕士,阳光电源,中国-安徽-合肥,China-Anhui-Hefei,光伏设备,84,439,650.0,491%
邓伟明,先生,53,中国-湖南-长沙,,中伟股份,中国-湖南-长沙,China-Hunan-Changsha,工业产品,85,New,645.0,New
李平,先生,53,,本科,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,86,120,640.0,151%
蔡崇信,先生,57,中国-台湾,,阿里系,中国-浙江-杭州,China-Zhejiang-Hangzhou,电子商务、金融科技,87,New,630.0,New
杜双华,先生,56,中国-河北-衡水, ,日照钢铁,中国-山东-日照,China-Shandong-Sunshine,钢铁,88,-4,620.0,24%
陈志平,先生,45,,,思摩尔,中国-广东-深圳,China-Guangdong-Shenzhen,电子烟,89,-30,605.0,-5%
朱保国,先生,59,中国-河南-新乡,硕士,健康元,中国-广东-深圳,China-Guangdong-Shenzhen,医药,90,-36,600.0,-13%
郭广昌,先生,54,中国-浙江-金华,硕士,复星,中国-上海-黄浦,China-Shanghai-Huangpu,投资,91,-19,595.0,4%
姚良松,先生,57,中国-江西-景德镇,本科,欧派家居,中国-广东-广州,China-Guangdong-Guangzhou,橱柜,91,15,595.0,37%
郭台铭,先生,71,中国-台湾-新北,,鸿海,中国-台湾-台北,China-Taiwan-Taipei,电子制造,93,New,590.0,New
黄楚龙,先生,62,中国-广东-揭阳, ,星河,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,93,-22,590.0,2%
陈丽华,女士,80,中国-北京,博士,富华,中国-北京,China-Beijing,房地产、紫檀博物馆,95,-16,580.0,9%
杜纪川,先生,80,中国-重庆,,金士顿科技,美国-洛杉矶,United States-Los Angeles,半导体,95,New,580.0,New
孙大卫,先生,70,中国-台湾-台北,,金士顿科技,美国-洛杉矶,United States-Los Angeles,半导体,95,New,580.0,New
谢炳,先生,69,中国-广东-汕头, ,中生制药,中国-北京,China-Beijing,医药,95,-36,580.0,-9%
沈国军,先生,59,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产、物流,99,-25,575.0,3%
何小鹏,先生,44,中国-湖北-黄石,本科,小鹏汽车,中国-广东-广州,China-Guangdong-Guangzhou,新能源汽车,100,-4,570.0,27%
霍斯特·帕德威尔,先生,76,中国-香港,,创科实业,中国-香港,China-Hong Kong,消费品,100,New,570.0,New
钱东奇,先生,63,中国-江苏-南京,硕士,科沃斯,中国-江苏-苏州,China-Jiangsu-Suzhou,机器人,100,250,570.0,268%
阮洪良,先生,60,中国-浙江, ,福莱特,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,玻璃,100,97,570.0,119%
赵燕,女士,54,,本科,华熙国际,中国-北京,China-Beijing,生物医药、房地产,104,-10,565.0,23%
王来胜,先生,57,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子,105,-61,555.0,-39%
蔡奎,先生,60,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,106,-47,550.0,-14%
靳保芳,先生,69,中国-河北-邢台, ,晶澳科技,中国-河北-邢台,China-Hebei-Yuantai,光伏,106,171,550.0,189%
李良彬,先生,54,中国-江西-宜春, ,赣锋锂业,中国-江西-新余,China-Jiangxi-Xinyu,有色金属冶炼加工,108,251,545.0,263%
李晓华,先生,59,中国-云南,,恩捷股份,中国-云南-玉溪,China-Yunnan-Yuxi,包装盒生产,109,New,540.0,New
程雪,女士,51,中国-江苏-盐城,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,调味品,110,-53,535.0,-18%
林斌,先生,53,,硕士,小米,中国-北京,China-Beijing,智能硬件与技术,110,-38,535.0,-6%
王来春,女士,54,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子,110,-66,535.0,-41%
徐金富,先生,57,中国-广东-广州,本科,天赐材料,中国-广东-广州,China-Guangdong-Guangzhou,化学原料制品,110,513,535.0,457%
高德康,先生,69,中国-江苏-苏州, ,波司登,中国-江苏-苏州,China-Jiangsu-Suzhou,服装,114,96,520.0,108%
赵长鹏,先生,44,,本科,币安,美国,United States,区块链,114,137,520.0,148%
方威,先生,48,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,116,-1,510.0,28%
陈天桥,先生,48,中国-浙江-绍兴,本科,盛大,中国-上海-浦东,China-Shanghai-Pudong,投资,117,-15,500.0,14%
陈发树,先生,60,中国-福建-泉州, ,新华都,中国-福建-福州,China-Fujian-Fuzhou,医药、零售、投资,118,-39,500.0,-6%
姜滨,先生,55,中国-山东-威海,本科,歌尔股份,中国-山东-潍坊,China-Shandong-Weifang,声学及多媒体产品,118,-25,500.0,8%
赖海民,先生,55,中国-广东-揭阳, ,鸿荣源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,118,405,500.0,355%
梁丰,先生,53,,硕士,璞泰来,中国-上海-浦东,China-Shanghai-Pudong,锂电池材料,118,149,500.0,150%
鲁伟鼎,先生,50,中国-浙江-杭州, ,万向,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造业、房地产、农业,122,-20,490.0,11%
朱林瑶,女士,51,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,香精香料、烟草,122,33,490.0,56%
鲁忠芳,女士,79,中国-吉林-通化,本科,中公教育,中国-北京,China-Beijing,教育,124,-105,485.0,-65%
郭炳联,先生,69,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,125,New,480.0,New
施永宏,先生,51,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,125,-82,480.0,-49%
汪俊林,先生,59,中国-四川-眉山,本科,郎酒,中国-四川-成都,China-Sichuan-Chengdu,房地产、白酒,125,36,480.0,60%
汪滔,先生,41,中国-浙江-杭州,本科,大疆,中国-广东-深圳,China-Guangdong-Shenzhen,无人机,125,-34,480.0,2%
唐金奎,先生,66,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,129,221,475.0,206%
王文京,先生,57,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件与信息服务,129,-66,475.0,-25%
张茵,女士,64,中国-广东-韶关,本科,玖龙纸业,中国-广东-东莞,China-Guangdong-Dongguan,环保造纸,129,-27,475.0,8%
郭基辉,先生,38,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,132,New,470.0,New
杨建良,先生,52,, ,上机数控,中国-江苏-无锡,China-Jiangsu-Wuxi,设备制造,132,428,470.0,348%
阮立平,先生,57,,,公牛,中国-浙江-宁波,China-Zhejiang-Ningbo,插座,134,-38,460.0,2%
阮学平,先生,49,,,公牛,中国-浙江-宁波,China-Zhejiang-Ningbo,插座,134,-38,460.0,2%
冷友斌,先生,52,中国-黑龙江-黑河,,中国飞鹤,中国-北京,China-Beijing,乳业,136,-61,455.0,-17%
李斌,先生,47,中国-安徽, ,蔚来、易车,中国-上海-嘉定,China-Shanghai-Jiading,电动车,137,84,450.0,91%
孙寿宽,先生,72,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,钢铁、耐火材料、煤化工,137,-26,450.0,7%
许世辉,先生,64,中国-福建-泉州, ,达利食品,中国-福建-泉州,China-Fujian-Quanzhou,食品,139,-64,445.0,-19%
尤小平,先生,63,中国-浙江-温州, ,华峰,中国-浙江-温州,China-Zhejiang-Wenzhou,化工、铝业、投资,139,96,445.0,102%
黄毅,先生,58,,本科,中升控股,中国-辽宁-大连,China-Liaoning-Dalian,汽车销售,141,-21,440.0,16%
简军,女士,58,中国-北京,,爱美客,中国-北京,China-Beijing,生物制药,141,New,440.0,New
高纪凡,先生,56,,,天合光能,中国-江苏-常州,China-Jiangsu-Changzhou,光伏产品,143,271,430.0,231%
赖梅松,先生,51,, ,中通,中国-上海-青浦,China-Shanghai-Qingpu,物流,144,-60,425.0,-15%
纪海鹏,先生,54,中国-广东-汕头, ,龙光地产,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,145,-89,420.0,-37%
杨建文,先生,68,中国-香港,,伯恩光学,中国-香港,China-Hong Kong,工业产品,145,New,420.0,New
车建兴,先生,55,中国-江苏-常州, ,红星美凯龙,中国-上海-普陀,China-Shanghai-Putuo,家具连锁,147,-27,410.0,8%
米高·嘉道理,先生,80,中国-香港,,中电控股,中国-香港,China-Hong Kong,能源,147,New,410.0,New
蔡衍明,先生,64,中国-台湾-台北,,旺旺,中国-台湾-台北,China-Taiwan-Taipei,食品,149,New,400.0,New
许仰天,先生,37,中国-山东,,希音,中国-江苏-南京,China-Jiangsu-Nanjing,电商,149,New,400.0,New
陈金霞,女士,53,中国-上海,硕士,涌金投资,中国-上海-浦东,China-Shanghai-Pudong,医药、投资,151,-38,390.0,-5%
黄立,先生,58,中国-陕西-西安,硕士,高德电气,中国-湖北-武汉,China-Hubei-Wuhan,电子制造,151,-40,390.0,-7%
李想,先生,40,,,理想汽车,中国-北京,China-Beijing,新能源汽车,151,67,390.0,63%
孙广信,先生,59,中国-新疆-乌鲁木齐,硕士,广汇  ,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,汽车销售、能源、房地产,151,37,390.0,44%
李华,先生,43,,本科,富途证券,中国-香港,China-Hong Kong,金融服务,155,311,380.0,217%
李泽楷,先生,55,中国-香港,,电讯盈科,中国-香港,China-Hong Kong,电信,155,New,380.0,New
宿华,先生,39,中国-湖南,硕士,快手科技,中国-北京,China-Beijing,传媒娱乐,155,42,380.0,46%
孙宏斌,先生,58,中国-山西-运城,硕士,融创,中国-天津,China-Tianjin,房地产,155,-106,380.0,-47%
沈南鹏,先生,54,中国-浙江-嘉兴,硕士,红杉,中国-北京,China-Beijing,投资,159,-29,370.0,3%
姜照柏,先生,58,中国-江苏-南通, ,鹏欣,中国-上海-长宁,China-Shanghai-Changning,乳业、房地产、投资,160,-34,360.0,-1%
林木勤,先生,57,中国-广东-深圳,,东鹏饮料,中国-广东-深圳,China-Guangdong-Shenzhen,食品饮料,160,New,360.0,New
张虔生,先生,77,中国-台湾,,日月光,中国-台湾-高雄,China-Taiwan-Kaoxiong,工业品、房地产,160,New,360.0,New
左氏,先生,50,中国-陕西-渭南,,贝壳,中国-北京,China-Beijing,房地产服务,160,-124,360.0,-66%
刘益谦,先生,58,中国-上海, ,新理益,中国-上海-浦东,China-Shanghai-Pudong,投资,164,-49,355.0,-11%
陈红天,先生,62,中国-广东-佛山,博士,祥祺,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,165,-29,350.0,0%
胡凯军,先生,59,, ,远大,中国-北京,China-Beijing,医药,165,-35,350.0,-3%
宋作文,先生,74,中国-山东-烟台, ,南山,中国-山东-烟台,China-Shandong-Yantai,铝业、纺织、房地产,165,23,350.0,30%
张宏伟,先生,67,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,165,-55,350.0,-19%
赵立新,先生,55,,,格科微,中国-上海,China-Shanghai,CMOS图像传感器,165,New,350.0,New
周建平,先生,60,中国-江苏-无锡, ,海澜,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、投资,165,-24,350.0,3%
蔡明兴,先生,64,中国-台湾,,富邦,中国-台湾-台北,China-Taiwan-Taipei,金融服务,171,New,345.0,New
沈文荣,先生,75,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,171,-45,345.0,-5%
杨绍鹏,先生,65,中国-山东-青岛, ,海丰,中国-上海-虹口,China-Shanghai-Hongkou,航运,171,280,345.0,176%
张峻,先生,未知,中国-广东-揭阳, ,富德,中国-广东-深圳,China-Guangdong-Shenzhen,保险,171,-37,345.0,-3%
杜江涛,先生,52,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,能源化工,175,-69,340.0,-22%
黄如论,先生,70,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,175,22,340.0,31%
李天颖,先生,未知,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,175,New,340.0,New
李卫国,先生,56,中国-湖南-常德,本科,东方雨虹,中国-北京,China-Beijing,防水材料,175,-2,340.0,19%
林秀成,先生,66,中国-福建-泉州, ,三安,中国-福建-厦门,China-Fujian-Xiamen,LED,175,-2,340.0,19%
史玉柱,先生,59,中国-安徽-蚌阜,本科,巨人,中国-上海-松江,China-Shanghai-Songjiang,金融、在线游戏、投资,180,-78,335.0,-24%
王振华,先生,59,中国-江苏, ,新城,中国-上海-普陀,China-Shanghai-Putuo,房地产,180,-74,335.0,-23%
蔡明忠,先生,65,中国-台湾,,富邦,中国-台湾-台北,China-Taiwan-Taipei,金融服务,182,New,330.0,New
李春安,先生,53,中国-甘肃-兰州,硕士,隆基,中国-陕西-西安,China-Shaanxi-Xi'an,硅材料,182,15,330.0,27%
缪寿良,先生,66,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、水电,182,-33,330.0,3%
南存辉,先生,58,中国-山东-济宁, ,正泰,中国-浙江-温州,China-Zhejiang-Wenzhou,工业电器、投资,182,39,330.0,40%
聂腾云,先生,45,, ,韵达,中国-上海-青浦,China-Shanghai-Qingpu,物流,182,-67,330.0,-18%
苏海文,先生,80,奥地利,,BW,中国-香港,China-Hong Kong,物流,182,New,330.0,New
王燕清,先生,55,中国-江苏-无锡, ,先导智能,中国-江苏-无锡,China-Jiangsu-Wuxi,自动化设备,182,143,330.0,100%
张磊,先生,49,中国-河南-驻马店,硕士,高瓴资本,美国-纽约,United States-New York,投资,182,-4,330.0,18%
张志祥,先生,54,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,182,-58,330.0,-11%
谢良志,先生,55,,,神州,中国-北京,China-Beijing,生物制药,191,95,325.0,76%
涂辉龙,先生,62,中国-广东-汕尾,硕士,海雅,中国-广东-深圳,China-Guangdong-Shenzhen,商业、金融、地产,192,35,320.0,39%
王宁,先生,34,中国-河南-新乡,,泡泡玛特,中国-北京,China-Beijing,玩具,192,New,320.0,New
洪浩,先生,65,,博士后,凯莱英,中国-天津,China-Tianjin,医药,194,47,315.0,47%
黄敏利,先生,56,中国-福建-泉州,本科,敏华控股,中国-香港,China-Hong Kong,休闲沙发,194,-28,315.0,7%
李力,先生,56,中国-湖南-长沙, ,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,196,31,310.0,35%
梁庆德,先生,84,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,196,-47,310.0,-3%
谢青,先生,未知,中国-北京,硕士,飞塔,美国-旧金山,United States-San Francisco,网路安全,196,192,310.0,121%
曾芳勤,女士,56,, ,领益智造,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子精密件,199,-118,305.0,-41%
江南春,先生,48,中国-上海,本科,分众传媒,中国-上海-长宁,China-Shanghai-Changning,数字新媒体、投资,199,-44,305.0,-3%
周晓萍,女士,60,中国-江苏-常州, ,星宇股份,中国-江苏-常州,China-Jiangsu-Changzhou,汽车灯具,199,-11,305.0,13%
曾小山,先生,76,中国-湖南-邵东,,曾氏企业,中国-湖南-长沙,China-Hunan-Changsha,铝业,202,New,300.0,New
陈华,先生,55,中国-广东-湛江, ,京基,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,202,-43,300.0,-3%
程一笑,先生,36,,,快手科技,中国-北京,China-Beijing,传媒娱乐,202,49,300.0,43%
董建成,先生,78,中国-上海,,东方海外,中国-香港,China-Hong Kong,运输,202,New,300.0,New
冯海良,先生,61,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,202,-24,300.0,7%
辜林瑞慧,先生,88,中国-台湾-台北,,中信金控,中国-台湾-台北,China-Taiwan-Taipei,金融服务,202,New,300.0,New
洪杰,先生,54,, ,三棵树,中国-福建-莆田,China-Fujian-Yutian,涂料,202,-24,300.0,7%
汪建,先生,67,中国-湖南, ,华大基因、碳云,中国-广东-深圳,China-Guangdong-Shenzhen,基因检测、医疗大数据,202,59,300.0,46%
叶小平,先生,58,中国-浙江-嘉兴,博士,泰格医药,中国-浙江-杭州,China-Zhejiang-Hangzhou,医药,202,33,300.0,36%
朱鼎健,先生,47,中国-香港,本科,观澜湖,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,202,-41,300.0,0%
林张素娥,先生,未知,,,联邦,中国-台湾-台北,China-Taiwan-Taipei,房地产、金融,212,New,295.0,New
张道才,先生,71,中国-浙江-绍兴, ,三花控股,中国-浙江-绍兴,China-Zhejiang-Shaoxing,工业设备、汽车零部件、房地产,212,-17,295.0,11%
