姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
张劲,先生,45,中国-广东-广州,硕士,雪松控股,中国-广东-广州,China-Guangdong-Guangzhou,投资、房地产,81,224,230.0,130%
黄如论,先生,65,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,81,2,230.0,0%
陈红天,先生,57,中国-广东-佛山,博士,祥祺,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,81,69,230.0,44%
缪寿良,先生,61,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、水电、新能源,81,11,230.0,10%
梁庆德,先生,79,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,81,35,230.0,24%
陈天桥,先生,43,中国-浙江-绍兴,本科,盛大,中国-上海,China-Shanghai,投资、在线游戏,81,27,230.0,21%
林亿,先生,未知,中国-福建-平潭, ,升龙,中国-上海,China-Shanghai,房地产,81,11,230.0,10%
王靖,先生,未知,,,信威,中国-北京,China-Beijing,通信,81,-60,230.0,-52%
蔡东青,先生,47,中国-广东-汕头,硕士,奥飞动漫,中国-广东-汕头,China-Guangdong-Shantou,动漫,89,-19,225.0,-10%
于泳,先生,未知,, ,鸿商产业,中国-上海,China-Shanghai,钼矿,89,-45,225.0,-32%
徐冠巨,先生,55,中国-浙江-杭州,硕士,传化,中国-浙江-杭州,China-Zhejiang-Hangzhou,化工、农业、投资,89,117,225.0,67%
黄茂如,先生,51,中国-广东-潮州,硕士,茂业,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,89,44,225.0,32%
李水荣,先生,60,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,89,19,225.0,18%
叶澄海,先生,73,中国-广东-梅州,硕士,信立泰,中国-广东-深圳,China-Guangdong-Shenzhen,医药,89,-14,225.0,-6%
张磊,先生,44,中国-河南-驻马店,硕士,高瓴资本,美国,United States,投资,95,38,220.0,29%
柯尊洪,先生,62,中国-四川-雅安,本科,康弘药业,中国-四川-成都,China-Sichuan-Chengdu,制药,95,-3,220.0,5%
王希成,先生,68,中国-山东, ,玲珑轮胎,中国-山东-烟台,China-Shandong-Yantai,轮胎,95,263,220.0,144%
蔡奎,先生,55,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,95,34,220.0,26%
魏少军,先生,53,中国-河北-保定, ,隆基泰和,中国-河北-保定,China-Hebei-Baoding,房地产、新能源,95,-40,220.0,-21%
潘石屹,先生,53,中国-甘肃-天水, ,SOHO中国,中国-北京,China-Beijing,房地产,95,12,220.0,13%
欧宗荣,先生,52,中国-福建-莆田, ,正荣,中国-福建-福州,China-Fujian-Fuzhou,房地产,95,3,220.0,7%
李丐腾,先生,44,中国-浙江-温州,硕士,飞科电器,中国-上海,China-Shanghai,小家电,95,New,220.0,New
姜伟,先生,55,中国-黑龙江-哈尔滨,本科,贵州百灵,中国-贵州-安顺,China-Guizhou-Anshun,医药,103,-11,215.0,2%
肖文革,先生,49,,,印纪传媒,中国-北京,China-Beijing,影视娱乐,103,New,215.0,New
冯海良,先生,56,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,103,-24,215.0,-9%
杜江涛,先生,47,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,煤化工、热电、矿,103,-84,215.0,-30%
王清涛,先生,54,中国-山东-滨州,硕士,山东焦化,中国-山东-淄博,China-Shandong-Zibo,煤焦,103,205,215.0,115%
刘玉华,先生,未知,,,华熙国际,中国-北京,China-Beijing,投资、房地产,108,New,210.0,New
傅利泉,先生,49,中国-浙江-杭州, ,大华技术,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件开发、电子及通讯产品,108,-17,210.0,-2%
黄光裕,先生,47,中国-广东-汕头, ,国美,中国-北京,China-Beijing,家电零售、房地产,108,-21,210.0,-5%
沈文荣,先生,70,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,108,-21,210.0,-5%
姜滨,先生,50,中国-山东-威海,本科,歌尔声学,中国-山东-潍坊,China-Shandong-Weifang,声学及多媒体产品,112,-43,205.0,-20%
安康,先生,67,中国-河南-新乡,本科,华兰生物,中国-河南-新乡,China-Henan-Xinxiang,生物制药,112,21,205.0,21%
杜厦,先生,69,中国-北京,本科,太平洋联盟,中国-天津,China-Tianjin,高尔夫、投资,112,4,205.0,11%
陈卓林,先生,54,中国-广东-中山,博士,雅居乐,中国-广东-广州,China-Guangdong-Guangzhou,房地产,115,14,200.0,14%
林立,先生,53,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong-Shenzhen,金融、投资,115,62,200.0,38%
傅军,先生,59,中国-湖南-株洲,本科,新华联,中国-北京,China-Beijing,矿业、房地产、投资,115,-32,200.0,-13%
吴旭,先生,53,中国-重庆,硕士,协信控股,中国-重庆,China-Chongqing,房地产、金融,115,488,200.0,233%
谢世煌,先生,46,中国-浙江-温州,本科,阿里巴巴、蚂蚁金服,中国-浙江-杭州,China-Zhejiang-Hangzhou,电子商务、金融服务,119,31,195.0,22%
何巧女,先生,50,中国-浙江-金华,本科,东方园林,中国-北京,China-Beijing,园林,119,-36,195.0,-15%
陈邦,先生,51,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,121,12,190.0,12%
王文彪,先生,57,中国-内蒙古,本科,亿利资源,中国-北京,China-Beijing,生态修复、光伏、投资,121,-42,190.0,-19%
李华,先生,50,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,121,67,190.0,36%
钭正刚,先生,63,中国-浙江, ,锦江,中国-浙江-杭州,China-Zhejiang-Hangzhou,能源、化工,121,29,190.0,19%
张桂平,先生,65,中国-江苏-南京,本科,苏宁环球,中国-江苏-南京,China-Jiangsu-Nanjing,房地产、投资,121,-23,190.0,-7%
陈金霞,女士,48,中国-上海,硕士,涌金投资,中国-上海,China-Shanghai,医药、投资,121,-20,190.0,-5%
徐观宝,先生,59,中国-浙江-杭州, ,传化,中国-浙江-杭州,China-Zhejiang-Hangzhou,化工、农业、投资,127,150,185.0,68%
李锂,先生,52,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,127,-7,185.0,3%
李义海,先生,53,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi-Nanchang,医药,127,61,185.0,32%
秦英林,先生,51,中国-河南-南阳,本科,牧原,中国-河南-南阳,China-Henan-Nanyang,畜牧,127,-29,185.0,-10%
刘汉元,先生,52,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan-Chengdu,农业、新能源,127,18,185.0,12%
薄世久,先生,52,, ,长久,中国-吉林-长春,China-Jilin-Changchun,物流、汽车销售,132,New,180.0,New
罗韶宇,先生,未知,中国-重庆-重庆,本科,东银,中国-重庆,China-Chongqing,房地产、特种车辆、投资,132,-62,180.0,-28%
王长田,先生,51,中国-辽宁-大连,本科,光线,中国-北京,China-Beijing,影视娱乐,132,-53,180.0,-23%
潘伟明,先生,52,中国-广东-广州,硕士,福晟,中国-福建-福州,China-Fujian-Fuzhou,房地产、建筑,132,30,180.0,16%
周耀庭,先生,73,中国-江苏-无锡, ,红豆,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、橡胶轮胎、房地产,132,56,180.0,29%
陈鸿道,先生,未知,中国-广东-东莞, ,加多宝,中国-北京,China-Beijing,饮料,132,18,180.0,13%
孙寿宽,先生,67,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,耐火材料、煤化工,132,-24,180.0,-5%
赵伟国,先生,49,中国-新疆-伊犁,硕士,健坤投资,中国-北京,China-Beijing,投资,132,New,180.0,New
曹龙祥,先生,59,, ,济川控股,中国-江苏-泰兴,China-Jiangsu-Taixing,医药,132,18,180.0,13%
周鸿祎,先生,46,中国-湖北-黄冈,硕士,奇虎360,中国-北京,China-Beijing,IT,132,173,180.0,80%
沈国军,先生,54,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产,132,-31,180.0,-10%
王文京,先生,52,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,IT,132,-67,180.0,-31%
郭文贵,先生,50,中国-山东-聊城,,政泉,中国-北京,China-Beijing,房地产、投资,132,1,180.0,6%
吴良定,女士,70,, ,中宝,中国-浙江-绍兴,China-Zhejiang-Shaoxing,汽车零部件制造,132,56,180.0,29%
解直锟,先生,55,中国-黑龙江,本科,中植,中国-北京,China-Beijing,金融、投资,132,35,180.0,20%
梁信军,先生,48,中国-浙江-台州,本科,复星,中国-上海,China-Shanghai,投资,147,-39,175.0,-8%
吴刚,先生,39,,硕士,九鼎,中国-北京,China-Beijing,投资,147,-27,175.0,-3%
黄其森,先生,51,中国-福建,本科,泰禾,中国-福建-福州,China-Fujian-Fuzhou,房地产,147,-77,175.0,-30%
修涞贵,先生,61,中国-吉林,本科,修正药业,中国-吉林-长春,China-Jilin-Changchun,医药,147,59,175.0,30%
虞锋,先生,53,中国-上海,本科,云峰基金,中国-上海,China-Shanghai,投资,151,154,170.0,70%
李仲初,先生,53,中国-湖南-娄底,硕士,石基,中国-北京,China-Beijing,IT,151,-96,170.0,-39%
李兆廷,先生,51,,本科,东旭,中国-北京,China-Beijing,光电显示、光伏,151,452,170.0,183%
蒋仁生,先生,63,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,151,16,170.0,13%
崔根良,先生,58,中国-江苏-苏州, ,亨通,中国-江苏-苏州,China-Jiangsu-Suzhou,电缆、热能电力、投资,155,12,165.0,10%
张力,先生,63,中国-广东-广州,博士,富力地产,中国-广东-广州,China-Guangdong-Guangzhou,房地产、矿业,155,88,165.0,38%
昝圣达,先生,53,中国-江苏-南通, ,综艺,中国-江苏-南通,China-Jiangsu-Nantong,新能源、信息科技、投资,155,-35,165.0,-8%
苏卫忠,先生,48,,,华信石油,中国-上海,China-Shanghai,石油、化工,158,-93,160.0,-38%
邵根伙,先生,51,中国-浙江-金华,博士,大北农,中国-北京,China-Beijing,饲料、种业,158,85,160.0,33%
薛向东,先生,57,中国-山东-泰安,本科,东华,中国-北京,China-Beijing,IT,158,-66,160.0,-24%
林建华,先生,54,中国-福建,本科,福斯特,中国-浙江-杭州,China-Zhejiang-Hangzhou,光伏材料,158,30,160.0,14%
高天国,先生,65,, ,国之杰,中国-上海,China-Shanghai,投资,158,-25,160.0,-6%
施文博,先生,66,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,158,-29,160.0,-9%
阙文彬,先生,53,,,恒康,中国-甘肃-陇南,China-Gansu-Longnan,生物制药、矿业,158,-57,160.0,-20%
王兴,先生,37,中国-福建-龙岩,本科,美团,中国-北京,China-Beijing,IT,158,445,160.0,167%
李辙,先生,61,中国-北京,硕士,山水文园,中国-北京,China-Beijing,房地产,158,30,160.0,14%
谢炳,先生,64,中国-广东-汕头, ,中国生物,中国-北京,China-Beijing,医药,158,-8,160.0,0%
闫希军,先生,63,中国-甘肃-庆阳,博士,天士力,中国-天津,China-Tianjin,医药,158,177,160.0,68%
徐宇,先生,44,中国-广东-广州,硕士,赫基国际,中国-广东-广州,China-Guangdong-Guangzhou,服装,158,9,160.0,7%
薛光林,先生,49,中国-安徽-滁州,博士,光汇石油,中国-广东-深圳,China-Guangdong-Shenzhen,石油开采、石油贸易,170,-25,155.0,-6%
许连捷,先生,63,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,170,-37,155.0,-9%
刘志强,先生,52,中国-广东,硕士,香江,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、金融,170,18,155.0,11%
朱林瑶,女士,46,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,香精、香料,170,7,155.0,7%
张志祥,先生,49,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,170,-54,155.0,-16%
周泽荣,先生,62,中国-广东-汕头, ,侨鑫,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,170,18,155.0,11%
涂建华,先生,53,中国-重庆, ,隆鑫控股,中国-重庆,China-Chongqing,摩托车、房地产,170,-8,155.0,0%
蒋卫平,先生,61,中国-四川-成都,本科,天齐,中国-四川-遂宁,China-Sichuan-Suining,矿,170,214,155.0,76%
刘忠田,先生,52,中国-辽宁-辽阳, ,忠旺,中国-辽宁-辽阳,China-Liaoning-Liaoyang,铝型材,170,73,155.0,29%
景百孚,先生,46,,,昂展,中国-北京,China-Beijing,房地产,179,126,150.0,50%
黄世再,先生,65,中国-广东-揭阳, ,大中华国际,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,179,27,150.0,11%
黄敏利,先生,51,中国-福建-泉州,本科,敏华控股,中国-香港,China-Hong Kong,休闲沙发,179,111,150.0,43%
张宏伟,先生,62,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,179,-46,150.0,-12%
沈南鹏,先生,49,中国-浙江-嘉兴,硕士,红杉,中国-北京,China-Beijing,投资,179,52,150.0,20%
孙纪木,先生,60,中国-浙江-绍兴,硕士,新华冶金,中国-北京,China-Beijing,钢铁,179,-71,150.0,-21%
黄文仔,先生,63,中国-广东-广州,硕士,星河湾,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,179,27,150.0,11%
傅光明,先生,62,中国-江西-抚州, ,圣农,中国-福建-南平,China-Fujian-Nanping,农业,179,98,150.0,36%
帅放文,先生,49,,本科,尔康制药 ,中国-湖南-长沙,China-Hunan-Changsha,医药,187,-95,145.0,-31%
朱兴良,先生,57,中国-江苏-苏州, ,金螳螂,中国-江苏-苏州,China-Jiangsu-Suzhou,建筑,187,-67,145.0,-19%
李勇,先生,未知,, ,华信石油,中国-上海,China-Shanghai,石油、化工,187,-112,145.0,-40%
缪汉根,先生,51,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,187,1,145.0,4%
吴志刚,先生,81,中国-辽宁, ,桃李面包,中国-辽宁-沈阳,China-Liaoning-Shenyang,食品,187,New,145.0,New
邬建树,先生,52,中国-浙江-宁波, ,拓普,中国-浙江-宁波,China-Zhejiang-Ningbo,汽车零部件制造,187,44,145.0,16%
李宗松,先生,49,,本科,必康股份,中国-江苏-南通,China-Jiangsu-Nantong,制药,187,New,145.0,New
聂腾云,先生,40,, ,韵达,中国-上海,China-Shanghai,物流,187,New,145.0,New
李缜,先生,52,, ,安徽国轩,中国-安徽-合肥,China-Anhui-Hefei,房地产、影视、电池,195,67,140.0,22%
易峥,先生,46,中国-北京,本科,同花顺,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件,195,11,140.0,4%
董凡,先生,46,,硕士,健帆生物,中国-广东-珠海,China-Guangdong-Zhuhai,生物材料和医疗设备,195,New,140.0,New
陈华,先生,50,中国-广东-湛江, ,京基,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,195,110,140.0,40%
文一波,先生,51,中国-湖南-湘潭,硕士,桑德,中国-北京,China-Beijing,环保,195,-62,140.0,-18%
温鹏程,先生,54,中国-广东-云浮, ,温氏,中国-广东-云浮,China-Guangdong-Yunfu,家禽养殖、动物保健,195,551,140.0,180%
黄巧灵,先生,58,中国-浙江, ,宋城,中国-浙江-杭州,China-Zhejiang-Hangzhou,旅游、房地产,195,-18,140.0,-3%
喻会蛟,先生,50,,本科,圆通速递,中国-上海,China-Shanghai,快递,195,-45,140.0,-13%
李文斌,先生,41,中国-云南,本科,俊发,中国-云南-昆明,China-Yunnan-Kunming,房地产,195,67,140.0,22%
倪召兴,先生,60,,,中融,中国-上海,China-Shanghai,文化、房地产、能源、投资,195,-18,140.0,-3%
邵仲毅,先生,48,,,晨曦,中国-山东-日照,China-Shandong-Rizhao,石化、粮油加工,205,-72,135.0,-21%
林天福,先生,54,,,贵人鸟,中国-福建-泉州,China-Fujian-Quanzhou,运动服装、鞋,205,-97,135.0,-29%
吴光明,先生,54,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Zhenjiang,医疗设备,205,-38,135.0,-10%
杨铿,先生,54,中国-四川-成都,博士,蓝光,中国-四川-成都,China-Sichuan-Chengdu,房地产,205,-28,135.0,-7%
纪海鹏,先生,49,中国-广东-汕头, ,龙光地产,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,205,38,135.0,13%
孙清焕,先生,43,中国-江西-宜春,本科,木林森,中国-广东-中山,China-Guangdong-Zhongshan,LED封装及应用系列产品,205,-43,135.0,-13%
刘绍喜,先生,53,中国-广东-汕头, ,宜华,中国-广东-汕头,China-Guangdong-Shantou,木业、健康、投资,205,-97,135.0,-29%
