姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
魏建军,先生,51,中国-河北-保定, ,长城,中国-河北-保定,China-Hebei-Baoding,汽车,32,-10,390.0,5%
史玉柱,先生,53,中国-安徽-蚌阜,本科,巨人,中国-上海,China-Shanghai,金融、在线游戏、投资,33,3,380.0,55%
李金元,先生,57,中国-河北-沧州, ,天狮,中国-天津,China-Tianjin,保健品,33,-9,380.0,9%
梁稳根,先生,59,中国-湖南-娄底,本科,三一,中国-北京,China-Beijing,重型机械,33,-4,380.0,27%
王传福,先生,49,中国-安徽-芜湖,本科,比亚迪,中国-广东-深圳,China-Guangdong-Shenzhen,汽车、手机零部件、充电电池,36,-8,375.0,21%
王广西,先生,46,,,永泰,中国-北京,China-Beijing,能源,37,206,370.0,374%
袁亚非,先生,51,,,三胞,中国-江苏-南京,China-Jiangsu-Nanjing,IT连锁、房地产、投资,37,24,370.0,111%
黄伟,先生,56,中国-浙江-温州,本科,新湖,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产、金融,37,0,370.0,54%
方威,先生,42,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,40,34,360.0,132%
许荣茂,先生,65,中国-福建-泉州, ,世茂,中国-上海,China-Shanghai,房地产,41,-24,350.0,-13%
吕向阳,先生,52,中国-安徽-芜湖, ,融捷投资,中国-广东-广州,China-Guangdong-Guangzhou,投资,42,-16,345.0,10%
林秀成,先生,60,中国-福建-泉州, ,三安,中国-福建-厦门,China-Fujian-Xiamen,LED,43,35,340.0,127%
于泳,先生,未知,, ,鸿商产业,中国-上海,China-Shanghai,钼矿,44,39,330.0,128%
祝义财,先生,51,,,雨润,中国-江苏-南京,China-Jiangsu-Nanjing,食品、房地产、零售,45,-19,320.0,2%
龚虹嘉,先生,50,,本科,海康威视,中国-浙江-杭州,China-Zhejiang-Hangzhou,视频监控产品,45,-2,320.0,49%
马兴田,先生,46,中国-广东-揭阳, ,康美药业,中国-广东-普宁,China-Guangdong-Puning,医药,47,43,310.0,121%
杜江涛,先生,46,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,煤电、金融投资,48,91,305.0,165%
车建兴,先生,49,中国-江苏-常州, ,红星美凯龙,中国-上海,China-Shanghai,家具连锁,49,29,300.0,100%
王玉锁,先生,51,中国-河北-廊坊,硕士,新奥,中国-河北-廊坊,China-Hebei-Langfang,天然气、能源化工,49,-17,300.0,7%
朱孟依,先生,56,中国-广东-梅州, ,合生创展,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,49,-1,300.0,50%
陈建华,先生,44,中国-江苏-苏州,硕士,恒力,中国-江苏-苏州,China-Jiangsu-Suzhou,化纤、石化、房地产,49,-1,300.0,50%
其实,先生,45,中国-上海,博士,东方财富,中国-上海,China-Shanghai,信息服务,53,354,290.0,480%
周国辉,先生,50,中国-广东-梅州, ,怡亚通,中国-广东-深圳,China-Guangdong-Shenzhen,供应链管理,53,479,290.0,590%
李仲初,先生,52,中国-湖南-娄底,硕士,石基,中国-北京,China-Beijing,信息技术,55,57,280.0,115%
魏少军,先生,52,中国-河北-保定, ,隆基泰和,中国-河北-保定,China-Hebei-Baoding,房地产、新能源,55,-4,280.0,47%
邱光和,先生,64,中国-浙江-温州, ,森马,中国-浙江-温州,China-Zhejiang-Wenzhou,服装,57,0,275.0,49%
耿建明,先生,53,中国-江苏-南京,博士,荣盛,中国-河北-廊坊,China-Hebei-Langfang,房地产,57,66,275.0,120%
陈发树,先生,54,中国-福建-泉州, ,新华都,中国-福建-福州,China-Fujian-Fuzhou,零售、矿、投资,57,-10,275.0,34%
吴亚军,女士,51,中国-重庆,本科,龙湖,中国-北京,China-Beijing,房地产,60,-25,270.0,4%
王均金,先生,47,,硕士,均瑶,中国-上海,China-Shanghai,房地产、航空、零售,60,347,270.0,440%
周成建,先生,50,中国-浙江-丽水, ,美特斯邦威,中国-上海,China-Shanghai,服装,62,68,265.0,121%
庞康,先生,59,中国-广东-佛山,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,62,21,265.0,83%
张茵,女士,58,中国-广东-韶关,本科,玖龙纸业,中国-广东-东莞,China-Guangdong-Dongguan,环保,62,-32,265.0,-9%
周晓光,先生,53,,,新光控股,中国-浙江-金华,China-Zhejiang-Jinhua,饰品、房地产、投资,65,296,260.0,356%
苏卫忠,先生,47,,,华信石油,中国-上海,China-Shanghai,石油、化工,65,184,260.0,247%
孙喜双,先生,62,中国-吉林, ,一方,中国-北京,China-Beijing,房地产、投资,65,74,260.0,126%
王文京,先生,51,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件,65,99,260.0,160%
姜滨,先生,49,中国-山东-威海,本科,歌尔声学,中国-山东-潍坊,China-Shandong-Weifang,声学及多媒体产品,69,-30,255.0,13%
蔡东青,先生,46,中国-广东-汕头,硕士,奥飞动漫,中国-广东-汕头,China-Guangdong-Shantou,动漫,70,30,250.0,85%
刘晓东,先生,48,, ,百润,中国-上海,China-Shanghai,香料、酒业,70,489,250.0,525%
罗韶宇,先生,未知,中国-重庆-重庆,本科,东银,中国-重庆,China-Chongqing,房地产、特种车辆、投资,70,20,250.0,85%
黄其森,先生,50,中国-福建,本科,泰禾,中国-福建-福州,China-Fujian-Fuzhou,房地产,70,139,250.0,194%
熊续强,先生,未知,中国-浙江,,银亿,中国-浙江-宁波,China-Zhejiang-Ningbo,房地产、矿业、投资,74,86,245.0,133%
肖建华,先生,44,中国-山东-泰安,本科,明天,中国-香港,China-Hong Kong,金融、投资,75,-24,240.0,26%
李勇,先生,未知,, ,华信石油,中国-上海,China-Shanghai,石油、化工,75,484,240.0,500%
叶澄海,先生,72,中国-广东-梅州,硕士,信立泰,中国-广东-深圳,China-Guangdong-Shenzhen,医药,75,-1,240.0,55%
姜照柏,先生,52,中国-江苏-南通, ,鹏欣,中国-上海,China-Shanghai,乳业、房地产、投资,75,-32,240.0,12%
李书福,先生,52,中国-浙江-台州,博士,吉利控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造,79,-36,235.0,9%
王文彪,先生,56,中国-内蒙古,本科,亿利资源,中国-北京,China-Beijing,生态修复、光伏、投资,79,68,235.0,114%
冯海良,先生,55,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,79,4,235.0,62%
王长田,先生,50,中国-辽宁-大连,本科,光线,中国-北京,China-Beijing,影视娱乐,79,60,235.0,104%
何巧女,先生,49,中国-浙江-金华,本科,东方园林,中国-北京,China-Beijing,园林,83,56,230.0,100%
傅军,先生,58,中国-湖南-株洲,本科,新华联,中国-北京,China-Beijing,矿业、房地产、投资,83,64,230.0,109%
孙飘扬,先生,57,中国-江苏-镇江,硕士,恒瑞制药、豪森制药,中国-江苏-连云港,China-Jiangsu-Lianyungang,医药,83,17,230.0,70%
黄如论,先生,64,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,83,-43,230.0,5%
黄光裕,先生,46,中国-广东-汕头, ,国美,中国-北京,China-Beijing,家电零售、房地产,87,-36,220.0,16%
沈文荣,先生,69,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,87,13,220.0,63%
马建荣,先生,50,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang-Ningbo,纺织、服装,87,25,220.0,69%
汪滔,先生,35,中国-浙江-杭州,本科,大疆创新,中国-广东-深圳,China-Guangdong-Shenzhen,无人飞机,87,New,220.0,New
傅利泉,先生,48,中国-浙江-杭州, ,大华技术,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件开发、电子及通讯产品,91,9,215.0,59%
姜伟,先生,54,中国-黑龙江-哈尔滨,本科,贵州百灵,中国-贵州-安顺,China-Guizhou-Anshun,医药,92,68,210.0,100%
柯尊洪,先生,61,中国-四川-雅安,本科,康弘药业,中国-四川-成都,China-Sichuan-Chengdu,制药,92,653,210.0,577%
帅放文,先生,48,,本科,尔康制药,中国-湖南-长沙,China-Hunan-Changsha,医药,92,85,210.0,121%
林亿,先生,未知,中国-福建-平潭, ,升龙,中国-上海,China-Shanghai,房地产,92,-24,210.0,24%
缪寿良,先生,60,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、水电、新能源,92,-2,210.0,50%
薛向东,先生,56,中国-山东-泰安,本科,东华,中国-北京,China-Beijing,软件,92,8,210.0,56%
秦英林,先生,50,中国-河南-南阳,本科,牧原,中国-河南-南阳,China-Henan-Nanyang,畜牧,98,90,205.0,128%
欧宗荣,先生,51,中国-福建-莆田, ,正荣,中国-福建-福州,China-Fujian-Fuzhou,房地产,98,14,205.0,58%
张桂平,先生,64,中国-江苏-南京,本科,苏宁环球,中国-江苏-南京,China-Jiangsu-Nanjing,房地产、投资,98,151,205.0,173%
潘政民,先生,48,中国-江苏,本科,瑞声科技,中国-广东-深圳,China-Guangdong-Shenzhen,声学科技,101,-58,200.0,-7%
阙文彬,先生,52,,,恒康,中国-甘肃-陇南,China-Gansu-Longnan,生物制药、矿业,101,11,200.0,54%
周亚辉,先生,38,中国-云南-丽江,硕士,昆仑万维,中国-北京,China-Beijing,IT,101,New,200.0,New
陈金霞,女士,47,中国-上海,硕士,涌金投资,中国-上海,China-Shanghai,医药、投资,101,-1,200.0,48%
罗玉平,先生,49,中国-四川,硕士,中天城投,中国-贵州-贵阳,China-Guizhou-Guiyang,房地产,101,747,200.0,614%
沈国军,先生,53,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产,101,-40,200.0,14%
潘石屹,先生,52,中国-甘肃-天水, ,SOHO中国,中国-北京,China-Beijing,房地产,107,-67,195.0,-11%
李水荣,先生,59,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,108,39,190.0,73%
陈天桥,先生,42,中国-浙江-绍兴,本科,盛大,中国-上海,China-Shanghai,投资、在线游戏,108,-40,190.0,12%
梁信军,先生,47,中国-浙江-台州,本科,复星,中国-上海,China-Shanghai,投资,108,58,190.0,90%
孙寿宽,先生,66,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,耐火材料、煤化工,108,-47,190.0,9%
林天福,先生,53,,,贵人鸟,中国-福建-泉州,China-Fujian-Quanzhou,运动服装、鞋,108,216,190.0,217%
杜双华,先生,50,中国-河北-衡水, ,日照钢铁,中国-山东-日照,China-Shandong-Rizhao,钢铁,108,-50,190.0,6%
孙纪木,先生,59,中国-浙江-绍兴,硕士,新华冶金,中国-北京,China-Beijing,钢铁,108,15,190.0,52%
刘绍喜,先生,52,中国-广东-汕头, ,宜华,中国-广东-汕头,China-Guangdong-Shantou,木业、健康、投资,108,299,190.0,280%
杜厦,先生,68,中国-北京,本科,太平洋联盟,中国-天津,China-Tianjin,高尔夫、私募基金,116,-43,185.0,16%
梁庆德,先生,78,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,116,-4,185.0,42%
徐镜人,先生,71,中国-江苏-泰州, ,扬子江药业,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,116,14,185.0,54%
张志祥,先生,48,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,116,-55,185.0,6%
朱兴良,先生,56,中国-江苏-苏州, ,金螳螂,中国-江苏-苏州,China-Jiangsu-Suzhou,建筑,120,-8,180.0,38%
张长虹,先生,57,,,大智慧,中国-上海,China-Shanghai,数据服务,120,162,180.0,165%
庄敏,先生,47,,,保千里,中国-广东-深圳,China-Guangdong-Shenzhen,电子安防,120,New,180.0,New
刘益谦,先生,52,中国-上海, ,新理益,中国-上海,China-Shanghai,投资,120,-20,180.0,33%
吴刚,先生,38,,硕士,九鼎,中国-北京,China-Beijing,投资,120,1036,180.0,800%
昝圣达,先生,52,中国-江苏-南通, ,综艺,中国-江苏-南通,China-Jiangsu-Nantong,新能源、信息科技、投资,120,46,180.0,80%
李锂,先生,51,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,120,-37,180.0,24%
赵步长,先生,49,,,步长,中国-北京,China-Beijing,医药,120,-37,180.0,24%
朱共山,先生,57,中国-江苏-盐城,博士,保利协鑫,中国-香港,China-Hong Kong,太阳能芯片、发电厂,120,-30,180.0,29%
倪祖根,先生,58,中国-江苏-苏州,本科,莱克电气,中国-江苏-苏州,China-Jiangsu-Suzhou,电机设备,129,New,175.0,New
施文博,先生,65,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,129,-71,175.0,-3%
蔡奎,先生,54,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,129,-71,175.0,-3%
陈卓林,先生,53,中国-广东-中山,博士,雅居乐,中国-广东-广州,China-Guangdong-Guangzhou,房地产,129,-78,175.0,-8%
张磊,先生,43,中国-河南-驻马店,硕士,高瓴资本,美国,United States,投资,133,17,170.0,13%
安康,先生,66,中国-河南-新乡,本科,华兰生物,中国-河南-新乡,China-Henan-Xinxiang,生物制药,133,149,170.0,150%
黄立,先生,52,中国-陕西-西安,硕士,高德电气,中国-湖北-武汉,China-Hubei-Wuhan,电子制造,133,76,170.0,100%
张宏伟,先生,61,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,133,-65,170.0,0%
文一波,先生,50,中国-湖南-湘潭,硕士,桑德,中国-北京,China-Beijing,环保产业,133,-33,170.0,26%
高天国,先生,64,, ,国之杰,中国-上海,China-Shanghai,投资,133,1023,170.0,750%
陈邦,先生,50,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,133,73,170.0,95%
贺正刚,先生,61,, ,和邦股份,中国-四川-乐山,China-Sichuan-Leshan,矿产、化工,133,180,170.0,174%
许连捷,先生,62,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,133,-72,170.0,-3%
邵仲毅,先生,47,,,晨曦,中国-山东-日照,China-Shandong-Rizhao,石化、粮油加工,133,-55,170.0,13%
郭文贵,先生,49,中国-山东-聊城,,政泉,中国-北京,China-Beijing,房地产、投资,133,-59,170.0,10%
黄茂如,先生,50,中国-广东-潮州,硕士,茂业,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,133,-33,170.0,26%
刘汉元,先生,51,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan-Chengdu,农业、新能源,145,-55,165.0,18%
涂国身,先生,50,,,中恒汇志投资,中国-广东-深圳,China-Guangdong-Shenzhen,投资,145,New,165.0,New
曾浩,先生,44,,本科,雷柏科技,中国-广东-深圳,China-Guangdong-Shenzhen,鼠标,145,245,165.0,206%
薛光林,先生,48,中国-安徽-滁州,博士,光汇石油,中国-广东-深圳,China-Guangdong-Shenzhen,石油开采、石油贸易,145,-84,165.0,-6%
欧宗洪,先生,44,中国-福建-莆田, ,融信,中国-福建-福州,China-Fujian-Fuzhou,房地产,145,21,165.0,65%
宋作文,先生,68,中国-山东-烟台, ,南山,中国-山东-烟台,China-Shandong-Yantai,铝业、服装、投资,150,-67,160.0,10%
马鸿,先生,48,中国-广东-揭阳,硕士,搜于特,中国-广东-东莞,China-Guangdong-Dongguan,服装,150,440,160.0,310%
楼忠福,先生,未知,中国-浙江-金华,,广厦,中国-浙江-杭州,China-Zhejiang-Hangzhou,建筑、房地产,150,-3,160.0,45%
喻会蛟,先生,49,,本科,圆通速递,中国-上海,China-Shanghai,快递,150,114,160.0,129%
陈鸿道,先生,未知,中国-广东-东莞, ,加多宝,中国-北京,China-Beijing,饮料,150,-11,160.0,39%
谢世煌,先生,45,中国-浙江-温州,本科,阿里巴巴、蚂蚁金服,中国-浙江-杭州,China-Zhejiang-Hangzhou,电子商务、金融服务,150,27,160.0,68%
陈红天,先生,56,中国-广东-佛山,博士,祥祺,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,150,-72,160.0,7%
陈荣,先生,55,中国-上海, ,上海中路,中国-上海,China-Shanghai,投资、保龄球,150,76,160.0,100%
曹龙祥,先生,58,, ,济川控股,中国-江苏-泰兴,China-Jiangsu-Taixing,医药,150,-20,160.0,33%
尹明善,先生,77,中国-重庆, ,力帆,中国-重庆,China-Chongqing,摩托车、汽车、投资,150,-3,160.0,45%
谢炳,先生,63,中国-广东-汕头, ,中国生物,中国-北京,China-Beijing,医药,150,-38,160.0,23%
钭正刚,先生,62,中国-浙江, ,锦江,中国-浙江-杭州,China-Zhejiang-Hangzhou,能源、化工,150,-27,160.0,28%
孙清焕,先生,42,中国-江西-宜春,本科,木林森,中国-广东-中山,China-Guangdong-Zhongshan,LED封装及应用系列产品,162,New,155.0,New
涂建华,先生,52,中国-重庆, ,隆鑫控股,中国-重庆,China-Chongqing,摩托车、房地产,162,15,155.0,63%
方同华,先生,52,中国-安徽-毫州,硕士,珍宝岛药业,中国-黑龙江-鸡西,China-Heilongjiang-Jixi,医药,162,385,155.0,278%
潘伟明,先生,51,中国-广东-广州,硕士,福晟,中国-福建-福州,China-Fujian-Fuzhou,房地产、建筑,162,47,155.0,82%
傅梅城,先生,58,中国-浙江-杭州, ,华策影视,中国-浙江-杭州,China-Zhejiang-Hangzhou,影视传媒,162,4,155.0,55%
张中能,先生,59,中国-浙江-金华, ,东阳光,中国-广东-东莞,China-Guangdong-Dongguan,铝业、医药、能源电力,167,-55,150.0,15%
徐宇,先生,43,中国-广东-广州,硕士,赫基国际,中国-广东-广州,China-Guangdong-Guangzhou,服装,167,-77,150.0,7%
丁欣欣,先生,57,中国-浙江-绍兴, ,亚厦,中国-浙江-杭州,China-Zhejiang-Hangzhou,建筑装饰,167,35,150.0,70%
崔根良,先生,57,中国-江苏-苏州, ,亨通,中国-江苏-苏州,China-Jiangsu-Suzhou,电缆、热能电力、投资,167,-1,150.0,50%
江南春,先生,42,中国-上海,本科,分众传媒,中国-上海,China-Shanghai,数字新媒体、投资,167,-20,150.0,36%
田明,先生,62,中国-安徽, ,美亚光电,中国-安徽-合肥,China-Anhui-Hefei,专用设备制造业,167,194,150.0,163%
解直锟,先生,54,中国-黑龙江,本科,中植,中国-北京,China-Beijing,金融、投资,167,-37,150.0,25%
吴光明,先生,53,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Zhenjiang,医疗设备,167,-7,150.0,43%
朱保国,先生,53,中国-河南-新乡,硕士,健康元,中国-广东-深圳,China-Guangdong-Shenzhen,医药,167,59,150.0,88%
蒋仁生,先生,62,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,167,-44,150.0,20%
李如成,先生,64,中国-浙江-绍兴, ,雅戈尔,中国-浙江-宁波,China-Zhejiang-Ningbo,服装、房地产、投资,177,130,145.0,130%
倪召兴,先生,59,,,中融,中国-上海,China-Shanghai,文化、房地产、能源、投资,177,-87,145.0,4%
林立,先生,52,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong-Shenzhen,金融、投资,177,-77,145.0,7%
朱林瑶,女士,45,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,香精、香料,177,-105,145.0,-12%
梁允超,先生,46,中国-湖北-武汉, ,汤成倍健,中国-广东-珠海,China-Guangdong-Zhuhai,保健品,177,-54,145.0,16%
王麒诚,先生,35,中国-浙江-杭州,本科,汉鼎宇佑,中国-浙江-杭州,China-Zhejiang-Hangzhou,数字城市、移动互联、文化传媒、金融控股、资产管理,177,230,145.0,190%
蒲忠杰,先生,52,,博士,乐普,中国-北京,China-Beijing,医疗设备,177,72,145.0,93%
刘宝林,先生,62,中国-湖北-孝感, ,九州通,中国-湖北-武汉,China-Hubei-Wuhan,医药流通,177,11,145.0,61%
杨铿,先生,53,中国-四川-成都,博士,蓝光,中国-四川-成都,China-Sichuan-Chengdu,房地产,177,-54,145.0,16%
戴永革,先生,47,中国-黑龙江, ,人和商业,中国-黑龙江-哈尔滨,China-Heilongjiang-Harbin,商业地产、农业,177,0,145.0,53%
黄巧灵,先生,57,中国-浙江, ,宋城,中国-浙江-杭州,China-Zhejiang-Hangzhou,旅游、房地产,177,130,145.0,130%
周耀庭,先生,72,中国-江苏-无锡, ,红豆,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、橡胶轮胎、房地产,188,-11,140.0,47%
黎福超,先生,57,,,桂林福达,中国-广西-桂林,China-Guangxi-Guilin,汽车零部件,188,660,140.0,400%
吴良定,女士,69,, ,中宝,中国-浙江-绍兴,China-Zhejiang-Shaoxing,汽车零部件制造,188,93,140.0,103%
阮水龙,先生,80,中国-山东-济宁, ,龙盛,中国-浙江-绍兴,China-Zhejiang-Shaoxing,化工、钢铁,188,21,140.0,65%
霍庆华,先生,54,,,庆华,中国-北京,China-Beijing,煤焦,188,21,140.0,65%
杨凯,先生,未知,,,辉山乳业,中国-辽宁-沈阳,China-Liaoning-Shenyang,乳制品,188,-41,140.0,27%
王中军,先生,55,,,华谊,中国-北京,China-Beijing,影视娱乐,188,38,140.0,75%
葛卫东,先生,46,,本科,混沌投资,中国-上海,China-Shanghai,投资,188,New,140.0,New
徐翔,先生,37,,,泽熙,中国-上海,China-Shanghai,投资,188,New,140.0,New
李义海,先生,52,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi-Nanchang,医药,188,-22,140.0,40%
林建华,先生,53,中国-福建,本科,福斯特,中国-浙江-杭州,China-Zhejiang-Hangzhou,光伏材料,188,21,140.0,65%
周奕丰,先生,46,中国-广东-汕头,博士,鸿达兴业,中国-广东-广州,China-Guangdong-Guangzhou,塑料化工生产、电子商务、资源开发机加工,188,359,140.0,241%
缪汉根,先生,50,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,188,-41,140.0,27%
李华,先生,49,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,188,-41,140.0,27%
李辙,先生,60,中国-北京,硕士,山水文园,中国-北京,China-Beijing,房地产,188,-58,140.0,17%
戚金兴,先生,53,中国-浙江,硕士,滨江,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产,188,219,140.0,180%
刘志强,先生,51,中国-广东,硕士,香江,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、金融,188,0,140.0,56%
周泽荣,先生,61,中国-广东-汕头, ,侨鑫,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,188,-76,140.0,8%
徐冠巨,先生,54,中国-浙江-杭州,硕士,传化,中国-浙江-杭州,China-Zhejiang-Hangzhou,化工、农业、投资,206,512,135.0,322%
曹克坚,先生,53,中国-浙江, ,开山控股,中国-浙江-衢州,China-Zhejiang-Quzhou,压缩机,206,1,135.0,57%
金绍平,先生,56,,,金龙控股,中国-浙江-温州,China-Zhejiang-Wenzhou,电子,206,400,135.0,255%
黄晓捷,先生,37,中国-四川-内江,博士,九鼎,中国-北京,China-Beijing,投资,206,950,135.0,575%
车冯升,先生,53,中国-山东,硕士,四环医药,中国-北京,China-Beijing,医药,206,-116,135.0,-4%
王俊民,先生,47,中国-辽宁,硕士,海思科,中国-西藏-山南地区,China-Tibet-Shannan region,医药,206,-40,135.0,35%
修涞贵,先生,60,中国-吉林,本科,修正药业,中国-吉林-长春,China-Jilin-Changchun,医药,206,20,135.0,69%
黄世再,先生,64,中国-广东-揭阳, ,大中华国际,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,206,-94,135.0,4%
