姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
刘强东,先生,44,中国-江苏-宿迁,本科,京东,中国-北京,China-Beijing,电子商务、金融,24,-3,750.0,7%
林立,先生,55,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong-Shenzhen,金融、投资,25,31,670.0,91%
许世辉,先生,61,中国-福建-泉州, ,达利食品,中国-福建-泉州,China-Fujian-Quanzhou,食品,26,6,650.0,16%
张士平,先生,未知,中国-山东-滨州, ,魏桥创业,中国-山东-滨州,China-Shandong-Binzhou,纺织、铝业,26,-3,650.0,-1%
张一鸣,先生,35,中国-福建-龙岩,本科,字节跳动,中国-北京,China-Beijing,推荐引擎,26,57,650.0,124%
刘永行,先生,70,中国-四川-成都,博士,东方希望,中国-上海,China-Shanghai,氧化铝、重化工、饲料,29,1,630.0,11%
王玉锁,先生,54,中国-河北-廊坊,硕士,新奥,中国-河北-廊坊,China-Hebei-Langfang,天然气、能源化工,30,4,620.0,15%
龚虹嘉,先生,53,,本科,海康威视,中国-香港,China-Hong Kong,视频监控产品,31,-7,590.0,-9%
王清涛,先生,56,中国-山东-滨州,硕士,中融新大,中国-山东-青岛,China-Shandong-Qingdao,煤焦,31,-3,590.0,3%
吴亚军,女士,54,中国-重庆,本科,龙湖,中国-重庆,China-Chongqing,房地产,33,-3,585.0,3%
张勇,先生,47,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,34,791,550.0,1000%
郭广昌,先生,51,中国-浙江-金华,硕士,复星,中国-上海,China-Shanghai,投资,35,-10,520.0,-17%
庞康,先生,62,中国-广东-佛山,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,35,33,520.0,60%
陈丽华,女士,77,中国-北京,博士,富华,中国-北京,China-Beijing,房地产、紫檀博物馆,37,-1,505.0,0%
陈东升,先生,61,中国-湖北-荆门,博士,泰康,中国-北京,China-Beijing,保险,38,3,500.0,11%
马建荣,先生,53,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang-Ningbo,纺织、服装,38,32,500.0,59%
沈国军,先生,56,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产、物流,40,35,490.0,63%
王文学,先生,51,中国-河北-廊坊, ,华夏幸福,中国-河北-廊坊,China-Hebei-Langfang,房地产,40,-12,490.0,-15%
阎志,先生,46,中国-湖北-黄冈,硕士,卓尔,中国-湖北-武汉,China-Hubei-Wuhan,房地产、投资,42,11,475.0,23%
孙广信,先生,56,中国-新疆-乌鲁木齐,硕士,广汇 ,中国-新疆-乌鲁木齐,China-Xinjiang-Urumqi,汽车销售、能源、房地产,43,2,460.0,10%
孙宏斌,先生,55,中国-山西-运城,硕士,融创,中国-天津,China-Tianjin,房地产,43,-24,460.0,-36%
谢炳,先生,66,中国-广东-汕头, ,中国生物,中国-香港,China-Hong Kong,医药,45,110,455.0,139%
方威,先生,45,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,46,-8,450.0,-7%
鲁伟鼎,先生,47,中国-浙江-杭州, ,万向,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造业、房地产、农业,46,-9,450.0,-8%
汪滔,先生,38,中国-浙江-杭州,本科,大疆,中国-广东-深圳,China-Guangdong-Shenzhen,无人飞机,46,9,450.0,25%
周建平,先生,57,中国-江苏-无锡, ,海澜,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、投资,49,-1,430.0,8%
潘政民,先生,51,中国-江苏,本科,瑞声科技,中国-广东-深圳,China-Guangdong-Shenzhen,声学科技,50,-16,420.0,-22%
周鸿祎,先生,48,中国-湖北-黄冈,硕士,奇虎360,中国-北京,China-Beijing,互联网安全与软件、搜索,50,94,420.0,110%
马兴田,先生,49,中国-广东-揭阳, ,康美药业,中国-广东-揭阳,China-Guangdong-Jieyang,医药,52,-6,410.0,1%
曾毓群,先生,50,中国-福建-宁德,博士,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,53,new,400.0,new
蒋仁生,先生,65,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,53,66,400.0,67%
李水荣,先生,62,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,53,66,400.0,67%
史玉柱,先生,56,中国-安徽-蚌阜,本科,巨人,中国-上海,China-Shanghai,金融、在线游戏、投资,53,-27,400.0,-34%
周群飞,女士,48,中国-湖南-湘潭, ,蓝思科技,中国-湖南-长沙,China-Hunan-Changsha,电子器件制造,57,-37,395.0,-45%
江南春,先生,45,中国-上海,本科,分众传媒,中国-上海,China-Shanghai,数字新媒体、投资,58,17,390.0,30%
王兴,先生,39,中国-福建-龙岩,本科,美团点评,中国-北京,China-Beijing,生活服务,58,39,390.0,47%
朱保国,先生,56,中国-河南-新乡,硕士,健康元,中国-广东-深圳,China-Guangdong-Shenzhen,医药,58,97,390.0,105%
车建兴,先生,52,中国-江苏-常州, ,红星美凯龙,中国-上海,China-Shanghai,家具连锁,61,24,385.0,35%
刘永好,先生,67,中国-四川-成都, ,新希望,中国-四川-成都,China-Sichuan-Chengdu,农业、化工、金融,62,-18,380.0,-11%
张劲,先生,47,中国-广东-广州,硕士,雪松控股,中国-广东-广州,China-Guangdong-Guangzhou,投资、房地产,62,13,380.0,27%
徐镜人,先生,74,中国-江苏-泰州, ,扬子江药业,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,62,-6,380.0,9%
陈邦,先生,53,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,65,101,365.0,103%
纪海鹏,先生,51,中国-广东-汕头, ,龙光地产,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,65,16,365.0,24%
张茵,女士,61,中国-广东-韶关,本科,玖龙纸业,中国-广东-东莞,China-Guangdong-Dongguan,环保造纸,65,-24,365.0,-19%
林斌,先生,50,,硕士,小米,中国-北京,China-Beijing,智能硬件、投资,68,new,360.0,new
张邦鑫,先生,38,中国-江苏,硕士,好未来,中国-北京,China-Beijing,教育,68,-20,360.0,-10%
秦英林,先生,53,中国-河南-南阳,本科,牧原,中国-河南-南阳,China-Henan-Nanyang,畜牧,70,38,355.0,39%
蔡奎,先生,57,中国-四川-资阳,本科,龙湖,中国-重庆,China-Chongqing,房地产,71,-10,350.0,3%
李华,先生,52,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,71,40,350.0,40%
刘益谦,先生,55,中国-上海, ,新理益,中国-上海,China-Shanghai,投资,71,-28,350.0,-19%
童锦泉,先生,63,中国-江苏-南通, ,长峰房地产,中国-上海,China-Shanghai,房地产,71,145,350.0,133%
胡凯军,先生,56,, ,远大,中国-北京,China-Beijing,医药,71,128,350.0,119%
聂腾云,先生,42,, ,韵达,中国-上海,China-Shanghai,物流,76,-22,340.0,-8%
张宏伟,先生,64,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,76,74,340.0,74%
张峻,先生,未知,中国-广东-揭阳, ,富德,中国-广东-深圳,China-Guangdong-Shenzhen,金融、房地产,76,-6,340.0,8%
林秀成,先生,63,中国-福建-泉州, ,三安,中国-福建-厦门,China-Fujian-Xiamen,LED,79,-19,330.0,-4%
欧宗荣,先生,54,中国-福建-莆田, ,正荣,中国-上海,China-Shanghai,房地产,79,14,330.0,22%
于泳,先生,未知,, ,鸿商产业,中国-上海,China-Shanghai,钼矿,79,-23,330.0,-6%
陈红天,先生,59,中国-广东-佛山,博士,祥祺,中国-广东-深圳、中国-上海,China-Guangdong-Shenzhen、China-Shanghai,投资、房地产,82,-7,320.0,7%
陈天桥,先生,45,中国-浙江-绍兴,本科,盛大,中国-上海,China-Shanghai,投资,82,11,320.0,19%
冯海良,先生,58,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,82,49,320.0,45%
傅军,先生,61,中国-湖南-株洲,本科,新华联,中国-北京,China-Beijing,房地产、矿业、投资,82,15,320.0,21%
吕向阳,先生,55,中国-安徽-芜湖, ,融捷投资,中国-广东-广州,China-Guangdong-Guangzhou,投资,82,-17,320.0,-3%
徐航,先生,56,中国-广东,本科,迈瑞医疗,中国-广东-深圳,China-Guangdong-Shenzhen,医疗设备、房地产,82,180,320.0,146%
赵涛,先生,52,中国-陕西-西安,硕士,步长,中国-北京,China-Beijing,医药,82,-17,320.0,-3%
季昌群,先生,未知,中国-安徽-马鞍山,,丰盛控股,中国-江苏-南京,China-Jiangsu-Nanjing,房地产,89,17,300.0,15%
李河君,先生,51,中国-广东-河源,博士,汉能,中国-北京,China-Beijing,太阳能、风电、水电,89,-41,300.0,-25%
李金元,先生,60,中国-河北-沧州, ,天狮,中国-天津,China-Tianjin,保健品,89,-43,300.0,-26%
孙喜双,先生,65,中国-吉林, ,一方,中国-辽宁-大连,China-Liaoning-Dalian,房地产、投资,89,-2,300.0,7%
魏建军,先生,54,中国-河北-保定, ,长城,中国-河北-保定,China-Hebei-Baoding,汽车,89,-37,300.0,-23%
朱鼎健,先生,44,中国-香港,本科,观澜湖,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,89,new,300.0,new
宋作文,先生,71,中国-山东-烟台, ,南山,中国-山东-烟台,China-Shandong-Yantai,铝业、纺织、房地产,95,-14,295.0,0%
熊续强,先生,未知,中国-浙江,,银亿,中国-浙江-宁波,China-Zhejiang-Ningbo,房地产、矿业、投资,95,-39,295.0,-16%
姚良松,先生,54,中国-江西-景德镇,本科,欧派家居,中国-广东-广州,China-Guangdong-Guangzhou,橱柜,95,-12,295.0,2%
詹克团,先生,39,,硕士,比特大陆,中国-北京,China-Beijing,芯片,95,new,295.0,new
陈发树,先生,57,中国-福建-泉州, ,新华都,中国-福建-福州,China-Fujian-Fuzhou,零售、矿、投资,99,-29,290.0,-8%
缪寿良,先生,63,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、水电、新能源,99,-2,290.0,9%
王传福,先生,52,中国-安徽-芜湖,本科,比亚迪,中国-广东-深圳,China-Guangdong-Shenzhen,汽车、充电电池,99,-24,290.0,-3%
杨剑,先生,47,中国-浙江-温州, ,中梁,中国-上海,China-Shanghai,房地产,99,45,290.0,45%
朱孟依,先生,59,中国-广东-梅州, ,合生创展,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,99,-30,290.0,-9%
陈金霞,女士,50,中国-上海,硕士,涌金投资,中国-上海,China-Shanghai,医药、投资,99,-6,290.0,7%
张刚,先生,37,中国-山东-聊城,硕士,信发铝电,中国-山东-聊城,China-Shandong-Liaocheng,电解铝、氧化铝,105,1,285.0,10%
孙寿宽,先生,69,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,耐火材料、煤化工,106,18,280.0,19%
赖梅松,先生,48,, ,中通速递,中国-上海,China-Shanghai,快递,108,42,275.0,41%
李文斌,先生,43,中国-云南,本科,俊发,中国-香港,China-Hong Kong,房地产,108,108,275.0,83%
黄其森,先生,53,中国-福建,本科,泰禾,中国-福建-福州,China-Fujian-Fuzhou,房地产、金融、医疗,110,-19,270.0,-2%
解直锟,先生,57,中国-黑龙江,本科,中植,中国-北京,China-Beijing,金融、投资,110,-49,270.0,-21%
梁稳根,先生,62,中国-湖南-娄底,本科,三一,中国-湖南-长沙,China-Hunan-Changsha,重型机械,110,-2,270.0,6%
刘汉元,先生,54,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan-Chengdu,农业、新能源,110,-23,270.0,-4%
曹龙祥,先生,61,, ,济川控股,中国-江苏-泰兴,China-Jiangsu-Taixing,医药,110,1,270.0,8%
崔根良,先生,60,中国-江苏-苏州, ,亨通,中国-江苏-苏州,China-Jiangsu-Suzhou,电缆、热能电力、投资,115,14,260.0,16%
杜厦,先生,71,中国-北京,本科,太平洋联盟,中国-天津,China-Tianjin,高尔夫、投资,115,4,260.0,8%
黄如论,先生,67,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,115,0,260.0,6%
邱光和,先生,67,中国-浙江-温州, ,森马,中国-浙江-温州,China-Zhejiang-Wenzhou,服装,115,51,260.0,44%
沈南鹏,先生,51,中国-浙江-嘉兴,硕士,红杉,中国-北京,China-Beijing,投资,115,51,260.0,44%
施永宏,先生,48,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,115,new,260.0,new
罗立国,先生,62,中国-浙江-宁波, ,合盛集团,中国-浙江-宁波,China-Zhejiang-Ningbo,化工,121,new,255.0,new
王文京,先生,54,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件服务,122,44,250.0,39%
肖建华,先生,47,中国-山东-泰安,本科,明天,中国-香港,China-Hong Kong,金融、投资,122,-47,250.0,-17%
叶澄海,先生,75,中国-广东-梅州,硕士,信立泰,中国-广东-深圳,China-Guangdong-Shenzhen,医药,122,-14,250.0,-2%
李宗松,先生,51,,本科,必康股份,中国-江苏-南通,China-Jiangsu-Nantong,制药,125,11,245.0,14%
黄凯,先生,74,越南,本科,上海莱士,中国-上海,China-Shanghai,血液制品,126,new,240.0,new
李兆廷,先生,53,,本科,东旭,中国-北京,China-Beijing,光电显示、光伏,126,-39,240.0,-14%
潘石屹,先生,55,中国-甘肃-天水, ,SOHO中国,中国-北京,China-Beijing,房地产,126,-15,240.0,-4%
王文彪,先生,59,中国-内蒙古,本科,亿利资源,中国-北京,China-Beijing,生态修复、光伏、投资,126,-11,240.0,-2%
喻会蛟,先生,52,,本科,圆通速递,中国-上海,China-Shanghai,快递,126,-56,240.0,-24%
黄伟,先生,59,中国-浙江-温州,本科,新湖,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产、金融,131,-46,235.0,-18%
姜照柏,先生,55,中国-江苏-南通, ,鹏欣,中国-上海,China-Shanghai,乳业、房地产、投资,131,-34,235.0,-11%
梁庆德,先生,81,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,133,-9,230.0,-2%
王振华,先生,56,中国-江苏, ,新城实业,中国-上海,China-Shanghai,房地产,133,129,230.0,77%
张力,先生,65,中国-广东-广州,博士,富力地产,中国-广东-广州,China-Guangdong-Guangzhou,房地产、矿业,133,3,230.0,7%
陈华,先生,52,中国-广东-湛江, ,京基,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,136,43,225.0,32%
沈文荣,先生,72,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,136,-25,225.0,-10%
朱林瑶,女士,48,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,香精、香料,136,-5,225.0,2%
何巧女,先生,52,中国-浙江-金华,本科,东方园林,中国-北京,China-Beijing,园林,139,-42,220.0,-17%
黄楚龙,先生,59,中国-广东-揭阳, ,星河,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,139,40,220.0,29%
黄光裕,先生,49,中国-广东-汕头, ,国美,中国-北京,China-Beijing,家电零售、房地产,139,-20,220.0,-8%
黄文仔,先生,65,中国-广东-广州,硕士,星河湾,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,139,5,220.0,10%
李丐腾,先生,46,中国-浙江-温州,硕士,飞科电器,中国-上海,China-Shanghai,小家电,139,-24,220.0,-10%
魏少军,先生,55,中国-河北-保定, ,隆基泰和,中国-河北-保定,China-Hebei-Baoding,房地产、新能源,139,-1,220.0,5%
周晓光,先生,56,,,新光控股,中国-浙江-金华,China-Zhejiang-Jinhua,饰品、房地产、投资,139,-74,220.0,-33%
丁世忠,先生,48,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian-Xiamen,体育用品,146,43,215.0,30%
钭正刚,先生,65,中国-浙江, ,锦江,中国-浙江-杭州,China-Zhejiang-Hangzhou,能源、化工,146,4,215.0,10%
耿建明,先生,56,中国-江苏-南京,博士,荣盛,中国-河北-廊坊,China-Hebei-Langfang,房地产,146,-49,215.0,-19%
李仲初,先生,55,中国-湖南-娄底,硕士,石基,中国-北京,China-Beijing,软件服务,146,63,215.0,39%
周泽荣,先生,64,中国-广东-汕头, ,侨鑫,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,146,-2,215.0,8%
柯尊洪,先生,64,中国-四川-雅安,本科,康弘药业,中国-四川-成都,China-Sichuan-Chengdu,制药,151,-24,210.0,-9%
吴光明,先生,56,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Zhenjiang,医疗设备,151,-22,210.0,-7%
李革,先生,51,中国-北京, ,药明康德,中国-上海,China-Shanghai,医药,151,128,210.0,68%
池宇峰,先生,47,中国-湖北,硕士,完美世界,中国-北京,China-Beijing,网游、影视娱乐,154,-39,205.0,-16%
丁世家,先生,54,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian-Xiamen,体育用品,154,45,205.0,28%
梁信军,先生,50,中国-浙江-台州,本科,复星,中国-上海,China-Shanghai,投资,154,-35,205.0,-15%
王来春,女士,51,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,电脑连接线,154,6,205.0,11%
王来胜,先生,54,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,电脑连接线,154,6,205.0,11%
王长田,先生,53,中国-辽宁-大连,本科,光线,中国-北京,China-Beijing,影视娱乐,154,55,205.0,32%
赵伟国,先生,51,中国-新疆-伊犁,硕士,健坤投资,中国-北京,China-Beijing,投资,154,35,205.0,24%
闫希军,先生,65,中国-甘肃-庆阳,博士,天士力,中国-天津,China-Tianjin,医药,154,-16,205.0,-2%
李义海,先生,55,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi-Nanchang,医药,154,-4,205.0,5%
卜扬,女士,45,, ,苏宁,中国-江苏-南京,China-Jiangsu-Nanjing,零售、房地产,163,16,200.0,18%
傅利泉,先生,51,中国-浙江-杭州, ,大华技术,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件、电子通讯产品,163,-102,200.0,-41%
黄茂如,先生,53,中国-广东-潮州,硕士,茂业,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,163,-36,200.0,-13%
林宏修,先生,67,印度尼西亚, ,融侨,中国-福建-福州,China-Fujian-Fuzhou,房地产,163,new,200.0,new
其实,先生,48,中国-上海,博士,东方财富,中国-上海,China-Shanghai,信息服务,163,11,200.0,14%
张磊,先生,46,中国-河南-驻马店,硕士,高瓴资本,中国-香港,China-Hong Kong,投资,163,16,200.0,18%
李锂,先生,54,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,163,-32,200.0,-9%
修涞贵,先生,63,中国-吉林,本科,修正药业,中国-吉林-长春,China-Jilin-Changchun,医药,163,-8,200.0,5%
马秀慧,先生,47,,本科,欧普照明,中国-上海,China-Shanghai,节能灯,171,-16,195.0,3%
蒲忠杰,先生,55,,博士,乐普,中国-北京,China-Beijing,医疗设备,171,81,195.0,44%
张中能,先生,62,中国-浙江-金华, ,东阳光,中国-广东-东莞,China-Guangdong-Dongguan,医药、电子材料,171,38,195.0,26%
程雪,女士,48,中国-江苏-盐城,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,174,121,190.0,58%
蒋卫平,先生,63,中国-四川-成都,本科,天齐,中国-四川-遂宁,China-Sichuan-Suining,矿,174,-83,190.0,-31%
缪汉根,先生,53,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,174,-14,190.0,3%
吴旭,先生,55,中国-重庆,硕士,协信控股,中国-重庆,China-Chongqing,房地产、金融,174,-8,190.0,6%
吴志刚,先生,83,中国-辽宁, ,桃李面包,中国-辽宁-沈阳,China-Liaoning-Shenyang,食品,174,105,190.0,52%
徐宇,先生,46,中国-广东-广州,硕士,赫基国际,中国-广东-广州,China-Guangdong-Guangzhou,服装,174,-50,190.0,-19%
朱共山,先生,60,中国-江苏-盐城,博士,保利协鑫,中国-香港,China-Hong Kong,太阳能芯片、发电厂,174,-30,190.0,-5%
顾江生,先生,45,中国-浙江-台州,本科,顾家工艺,中国-浙江-杭州,China-Zhejiang-Hangzhou,家具,181,8,185.0,12%
黄柏年,先生,62,印尼, ,外滩中心,中国-上海,China-Shanghai,房地产,181,new,185.0,new
李西廷,先生,67,中国-安徽-宿州,本科,迈瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医疗设备,181,1007,185.0,414%
林中,先生,50,中国-福建, ,旭辉,中国-上海,China-Shanghai,房地产,181,-2,185.0,9%
张志祥,先生,51,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,181,8,185.0,12%
郑跃文,先生,56,中国-福建-福州,博士,科瑞,中国-北京,China-Beijing,生物制药、投资,181,-43,185.0,-12%
陈志列,先生,55,中国-江苏-无锡,硕士,研祥,中国-广东-深圳,China-Guangdong-Shenzhen,特种计算机,187,-13,180.0,3%
程维,先生,35,中国-江西-上饶,本科,滴滴出行,中国-北京,China-Beijing,生活服务平台,187,2,180.0,9%
黄朝阳,先生,52,中国-福建-泉州, ,中骏,中国-香港,China-Hong Kong,房地产、变压器,187,1046,180.0,3%
黄世霖,先生,51,中国-福建-宁德,本科,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,187,new,180.0,new
李辙,先生,63,中国-北京,硕士,山水文园,中国-北京,China-Beijing,房地产,187,-37,180.0,-8%
尚吉永,先生,50,中国-山东, ,万达控股,中国-山东-东营,China-Shandong-Dongying,轮胎、电缆、化工,187,29,180.0,20%
沈天晴,先生,59,中国-浙江-嘉兴, ,佳源国际,中国-江苏-南京,China-Jiangsu-Nanjing,房地产,187,567,180.0,227%
肖永明,先生,54,中国-四川-资阳, ,藏格钾肥,中国-北京,China-Beijing,钾肥,187,-49,180.0,-14%
陈爱莲,先生,60,中国-浙江-绍兴, ,万丰,中国-浙江-绍兴,China-Zhejiang-Shaoxing,智能制造、投资,195,-98,175.0,-34%
季琦,先生,52,中国-江苏-南通, ,华住,中国-上海,China-Shanghai,连锁酒店,195,36,175.0,21%
张帆,先生,53,中国-四川-成都,本科,汇顶科技,中国-广东-深圳,China-Guangdong-Shenzhen,人机交互,195,-52,175.0,-15%
梁允超,先生,49,中国-湖北-武汉, ,汤成倍健,中国-广东-珠海,China-Guangdong-Zhuhai,保健品,198,64,170.0,31%
任正非,先生,74,中国-贵州-安顺,本科,华为,中国-广东-深圳,China-Guangdong-Shenzhen,电信解决方案,198,64,170.0,31%
王麒诚,先生,38,中国-浙江-杭州,本科,汉鼎宇佑,中国-上海,China-Shanghai,文化传媒、投资,198,-101,170.0,-36%
易如波,先生,42,中国-重庆,硕士,中昂,中国-北京,China-Beijing,房地产,198,1,170.0,6%
左晖,先生,47,,硕士,链家,中国-北京,China-Beijing,房产中介,198,-19,170.0,0%
董伟,先生,47,, ,恒瑞,中国-江苏-连云港,China-Jiangsu-Lianyungang,医药,198,151,170.0,62%
杜江涛,先生,49,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,煤化工、热电,204,-107,165.0,-38%
黄敏利,先生,53,中国-福建-泉州,本科,敏华控股,中国-香港,China-Hong Kong,休闲沙发,204,-38,165.0,-8%
贾天将,先生,56,, ,天元锰业,中国-宁夏-银川,China-Ningxia-Yinchuan,黑色金属,204,-5,165.0,3%
李贤义,先生,66,中国-福建-泉州, ,信义玻璃,中国-香港,China-Hong Kong,玻璃,204,12,165.0,10%
潘伟明,先生,54,中国-广东-广州,硕士,福晟,中国-福建-福州,China-Fujian-Fuzhou,房地产、建筑,204,-44,165.0,-11%
吴忌寒,先生,32,中国-重庆,本科,比特大陆,中国-北京,China-Beijing,芯片,204,new,165.0,new
林刚,先生,54,中国-广东,硕士,康哲药业,中国-广东-深圳,China-Guangdong-Shenzhen,医药,204,-5,165.0,3%
曾芳勤,女士,53,, ,领益智造,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子精密件,211,new,160.0,new
杜伟民,先生,55,中国-江西-南昌, ,康泰生物,中国-广东-深圳,China-Guangdong-Shenzhen,生物制品,211,348,160.0,119%
高天国,先生,67,, ,国之杰,中国-上海,China-Shanghai,投资,211,-118,160.0,-41%
葛卫东,先生,49,,本科,混沌投资,中国-上海,China-Shanghai,投资,211,5,160.0,7%
黄巧灵,先生,60,中国-浙江, ,宋城,中国-浙江-杭州,China-Zhejiang-Hangzhou,旅游、房地产,211,41,160.0,19%
