姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
潘石屹,先生,54,中国-甘肃-天水, ,SOHO中国,中国-北京,China-Beijing,房地产,111,-16,250.0,14%
沈文荣,先生,71,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,111,-3,250.0,19%
池宇峰,先生,46,中国-湖北,硕士,完美世界,中国-北京,China-Beijing,网游、影视娱乐,115,-51,245.0,-8%
黄如论,先生,66,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,115,-34,245.0,17%
李丐腾,先生,45,中国-浙江-温州,硕士,飞科电器,中国-上海,China-Shanghai,小家电,115,-20,245.0,11%
王文彪,先生,58,中国-内蒙古,本科,亿利资源,中国-北京、中国-内蒙古,China-Beijing、China-Inner Mongolia,生态修复、光伏、投资,115,6,245.0,29%
杜厦,先生,70,中国-北京,本科,太平洋联盟,中国-天津,China-Tianjin,高尔夫、投资,119,-7,240.0,20%
黄光裕,先生,48,中国-广东-汕头, ,国美,中国-北京,China-Beijing,家电零售、房地产,119,-11,240.0,14%
蒋仁生,先生,64,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,119,32,240.0,41%
李水荣,先生,61,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,119,-30,240.0,7%
梁信军,先生,49,中国-浙江-台州,本科,复星,中国-上海,China-Shanghai,投资,119,28,240.0,37%
梁庆德,先生,80,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,124,-43,235.0,2%
孙寿宽,先生,68,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,耐火材料、煤化工,124,8,235.0,31%
徐宇,先生,45,中国-广东-广州,硕士,赫基国际,中国-广东-广州,China-Guangdong-Guangzhou,服装,124,34,235.0,47%
黄茂如,先生,52,中国-广东-潮州,硕士,茂业,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,127,-38,230.0,2%
柯尊洪,先生,63,中国-四川-雅安,本科,康弘药业,中国-四川-成都,China-Sichuan-Chengdu,制药,127,-32,230.0,5%
崔根良,先生,59,中国-江苏-苏州, ,亨通,中国-江苏-苏州,China-Jiangsu-Suzhou,电缆、热能电力、投资,129,26,225.0,36%
吴光明,先生,55,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Zhenjiang,医疗设备,129,76,225.0,67%
冯海良,先生,57,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,131,-28,220.0,2%
李锂,先生,53,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,131,-4,220.0,19%
王广西,先生,48,,,永泰,中国-江苏-南京,China-Jiangsu-Nanjing,能源,131,-58,220.0,-12%
肖文革,先生,50,,,印纪传媒,中国-北京,China-Beijing,影视娱乐,131,-28,220.0,2%
朱林瑶,女士,47,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,香精、香料,131,39,220.0,42%
李宗松,先生,50,,本科,必康股份,中国-江苏-南通,China-Jiangsu-Nantong,制药,136,51,215.0,48%
张力,先生,64,中国-广东-广州,博士,富力地产,中国-广东-广州,China-Guangdong-Guangzhou,房地产、矿业,136,19,215.0,30%
王靖,先生,未知,,,信威,中国-北京,China-Beijing,通信,138,-57,210.0,-9%
魏少军,先生,54,中国-河北-保定, ,隆基泰和,中国-河北-保定,China-Hebei-Baoding,房地产、新能源,138,-43,210.0,-5%
肖永明,先生,53,中国-四川-资阳, ,藏格钾肥,中国-北京,China-Beijing,钾肥,138,-74,210.0,-21%
闫希军,先生,64,中国-甘肃-庆阳,博士,天士力,中国-天津,China-Tianjin,医药,138,20,210.0,31%
郑跃文,先生,55,中国-福建-福州,博士,科瑞,中国-北京,China-Beijing,生物制药、投资,138,-72,210.0,-19%
张帆,先生,52,中国-四川-成都,本科,汇顶科技,中国-广东-深圳,China-Guangdong-Shenzhen,智能人机交互技术,143,new,205.0,new
黄文仔,先生,64,中国-广东-广州,硕士,星河湾,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,144,35,200.0,33%
徐冠巨,先生,56,中国-浙江-杭州,硕士,传化,中国-浙江-杭州,China-Zhejiang-Hangzhou,化工、农业、投资,144,-55,200.0,-11%
杨剑,先生,46,中国-浙江-温州, ,中梁,中国-上海,China-Shanghai,房地产,144,new,200.0,new
周鸿祎,先生,47,中国-湖北-黄冈,硕士,奇虎360,中国-北京,China-Beijing,互联网安全与软件、搜索,144,-12,200.0,11%
周泽荣,先生,63,中国-广东-汕头, ,侨鑫,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,144,26,200.0,29%
朱共山,先生,59,中国-江苏-盐城,博士,保利协鑫,中国-香港,China-Hong Kong,太阳能芯片、发电厂,144,-78,200.0,-23%
钭正刚,先生,64,中国-浙江, ,锦江,中国-浙江-杭州,China-Zhejiang-Hangzhou,能源、化工,150,-29,195.0,3%
赖梅松,先生,47,, ,中通速递,中国-上海,China-Shanghai,快递,150,476,195.0,225%
李义海,先生,54,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi-Nanchang,医药,150,-23,195.0,5%
李辙,先生,62,中国-北京,硕士,山水文园,中国-北京,China-Beijing,房地产,150,8,195.0,22%
张宏伟,先生,63,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,150,29,195.0,30%
赖海民,先生,51,中国-广东-揭阳, ,鸿荣源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,155,107,190.0,65%
马秀慧,先生,46,,本科,欧普照明,中国-上海,China-Shanghai,节能灯,155,127,190.0,73%
谢炳,先生,65,中国-广东-汕头, ,中国生物,中国-香港,China-Hong Kong,医药,155,3,190.0,19%
修涞贵,先生,62,中国-吉林,本科,修正药业,中国-吉林-长春,China-Jilin-Changchun,医药,155,-8,190.0,9%
朱保国,先生,55,中国-河南-新乡,硕士,健康元,中国-广东-深圳,China-Guangdong-Shenzhen,医药,155,86,190.0,58%
蔡文胜,先生,47,中国-福建, ,美图、隆领投资,中国-福建-厦门,China-Fujian-Xiamen,IT,160,102,185.0,61%
缪汉根,先生,52,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,160,27,185.0,28%
潘伟明,先生,53,中国-广东-广州,硕士,福晟,中国-福建-福州,China-Fujian-Fuzhou,房地产、建筑,160,-28,185.0,3%
王华君,先生,47,中国-江西-九江,硕士,裕同包装,中国-广东-深圳,China-Guangdong-Shenzhen,包装,160,837,185.0,363%
王来春,女士,50,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,电脑连接线,160,122,185.0,68%
王来胜,先生,53,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,电脑连接线,160,122,185.0,68%
陈邦,先生,52,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,166,-45,180.0,-5%
黄敏利,先生,52,中国-福建-泉州,本科,敏华控股,中国-香港,China-Hong Kong,休闲沙发,166,13,180.0,20%
刘忠田,先生,53,中国-辽宁-辽阳, ,忠旺,中国-辽宁-辽阳,China-Liaoning-Liaoyang,铝型材,166,4,180.0,16%
邱光和,先生,66,中国-浙江-温州, ,森马,中国-浙江-温州,China-Zhejiang-Wenzhou,服装,166,-100,180.0,-31%
沈南鹏,先生,50,中国-浙江-嘉兴,硕士,红杉,中国-北京,China-Beijing,投资,166,13,180.0,64%
苏卫忠,先生,49,,,华信石油,中国-上海,China-Shanghai,石油、化工,166,-8,180.0,13%
王文京,先生,53,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件服务,166,-34,180.0,0%
吴旭,先生,54,中国-重庆,硕士,协信控股,中国-重庆,China-Chongqing,房地产、金融,166,-51,180.0,-10%
陈志列,先生,54,中国-江苏-无锡,硕士,研祥,中国-广东-深圳,China-Guangdong-Shenzhen,特种计算机,174,256,175.0,111%
龚俊龙,先生,58,中国-广东-汕尾, ,恒裕,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,174,new,175.0,new
黄朝阳,先生,51,中国-福建-泉州, ,中骏,中国-香港,China-Hong Kong,房地产、变压器,174,56,175.0,40%
罗韶宇,先生,未知,中国-重庆-重庆,本科,东银,中国-重庆,China-Chongqing,房地产、特种车辆、投资,174,-42,175.0,-3%
其实,先生,47,中国-上海,博士,东方财富,中国-上海,China-Shanghai,信息服务,174,-95,175.0,-26%
卜扬,女士,44,, ,苏宁,中国-江苏-南京,China-Jiangsu-Nanjing,零售、房地产,179,120,170.0,62%
陈华,先生,51,中国-广东-湛江, ,京基,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,179,16,170.0,21%
黄楚龙,先生,58,中国-广东-揭阳, ,星河,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,179,51,170.0,36%
林中,先生,49,中国-福建, ,旭辉,中国-上海,China-Shanghai,房地产,179,601,170.0,240%
苏素玉,先生,69,中国-广东-汕头, ,联美,中国-广东-汕头,China-Guangdong-Shantou,房地产、矿业、投资,179,62,170.0,42%
吴刚,先生,40,,硕士,九鼎,中国-北京,China-Beijing,投资,179,-32,170.0,-3%
张磊,先生,45,中国-河南-驻马店,硕士,高瓴资本,中国-香港,China-Hong Kong,投资,179,-84,170.0,-23%
钟声坚,先生,59,中国-广东-汕尾, ,仁恒,新加坡,Singapore,房地产,179,62,170.0,42%
钟玉,先生,67,,,康得新,中国-北京,China-Beijing,环保材料,179,103,170.0,55%
左晖,先生,46,,硕士,链家,中国-北京,China-Beijing,房产中介,179,103,170.0,55%
程维,先生,34,中国-江西-上饶,本科,滴滴出行,中国-北京,China-Beijing,IT、服务,189,24,165.0,27%
丁世忠,先生,47,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian-Xiamen,体育用品,189,72,165.0,42%
顾江生,先生,44,中国-浙江-台州,本科,顾家工艺,中国-浙江-杭州,China-Zhejiang-Hangzhou,家具,189,808,165.0,313%
姜伟,先生,56,中国-黑龙江-哈尔滨,本科,贵州百灵,中国-贵州-安顺,China-Guizhou-Anshun,医药,189,-86,165.0,-23%
李勇,先生,未知,, ,华信石油,中国-上海,China-Shanghai,石油、化工,189,-2,165.0,14%
倪祖根,先生,60,中国-江苏-苏州,本科,莱克电气,中国-江苏-苏州,China-Jiangsu-Suzhou,电机设备,189,24,165.0,27%
任建华,先生,60,中国-浙江-杭州, ,老板电器,中国-浙江-杭州,China-Zhejiang-Hangzhou,家用电器,189,52,165.0,38%
徐观宝,先生,60,中国-浙江-杭州, ,传化,中国-浙江-杭州,China-Zhejiang-Hangzhou,化工、农业、投资,189,-62,165.0,-11%
张志祥,先生,50,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,189,-19,165.0,6%
赵伟国,先生,50,中国-新疆-伊犁,硕士,健坤投资,中国-北京,China-Beijing,投资,189,-57,165.0,-8%
陈鸿道,先生,未知,中国-广东-东莞, ,加多宝,中国-北京,China-Beijing,饮料,199,-67,160.0,-11%
丁世家,先生,53,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian-Xiamen,体育用品,199,63,160.0,39%
胡凯军,先生,55,, ,远大,中国-北京,China-Beijing,医药,199,31,160.0,28%
贾天将,先生,55,, ,天元锰业,中国-宁夏-银川,China-Ningxia-Yinchuan,制造、有色金属,199,497,160.0,191%
林刚,先生,53,中国-广东,硕士,康哲药业,中国-广东-深圳,China-Guangdong-Shenzhen,医药,199,63,160.0,39%
綦建虹,先生,未知,中国-北京,,耀莱,中国-北京,China-Beijing,汽车、奢侈品代理、投资,199,14,160.0,90%
涂建华,先生,54,中国-重庆, ,隆鑫控股,中国-重庆,China-Chongqing,摩托车、房地产,199,-29,160.0,3%
薛向东,先生,58,中国-山东-泰安,本科,东华,中国-北京,China-Beijing,软件服务,199,-41,160.0,0%
易如波,先生,41,中国-重庆,硕士,中昂,中国-北京,China-Beijing,房地产,199,123,160.0,60%
俞敏洪,先生,55,中国-江苏-无锡,本科,新东方,中国-北京,China-Beijing,教育,199,31,160.0,28%
李仲初,先生,54,中国-湖南-娄底,硕士,石基,中国-北京,China-Beijing,软件服务,209,-58,155.0,-9%
林印孙,先生,53,中国-江西-抚州,硕士,正邦,中国-江西-抚州,China-Jiangxi-Fuzhou,饲料、养殖,209,32,155.0,29%
刘志强,先生,53,中国-广东,硕士,香江,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、金融,209,-39,155.0,0%
王希成,先生,69,中国-山东, ,玲珑轮胎,中国-山东-烟台,China-Shandong-Yantai,轮胎,209,-114,155.0,-30%
王长田,先生,52,中国-辽宁-大连,本科,光线,中国-北京,China-Beijing,影视娱乐,209,-77,155.0,-14%
文一波,先生,52,中国-湖南-湘潭,硕士,桑德,中国-北京,China-Beijing,环保,209,-14,155.0,11%
