姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
鲁冠球,先生,68,,,万向,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造业、房地产、农业,18,0,310.0,19%
孙广信,先生,51,中国-新疆-乌鲁木齐,硕士,广汇,中国-新疆-乌鲁木齐,China- Xinjiang-Urumqi,房地产、汽车销售、能源,19,2,300.0,11%
王文银,先生,45,中国-安徽-安庆,本科,正威,中国-广东-深圳,China-Guangdong-Shenzhen,有色金属、半导体,19,New,300.0,New
李金元,先生,55,中国-河北-沧州, ,天狮,中国-天津,China-Tianjin,保健品,21,7,290.0,4%
吴亚军,女士,49,中国-重庆,本科,龙湖,中国-北京,China-Beijing,房地产,22,14,280.0,-26%
张士平,先生,未知,中国-山东-滨州, ,魏桥创业,中国-山东-滨州,China-Shandong-Binzhou,纺织、铝业,22,3,280.0,12%
张茵,女士,56,中国-广东-韶关,本科,玖龙纸业,中国-广东-东莞,China-Guangdong-Dongguan,造纸,24,-5,270.0,35%
陈发树,先生,52,中国-福建-泉州, ,新华都,中国-福建-福州,China-Fujian-Fuzhou,投资、房地产,25,-2,260.0,27%
丁磊,先生,42,中国-浙江-宁波,本科,网易,中国-广东-广州,China-Guangdong-Guangzhou,IT、娱乐,25,6,260.0,4%
祝义财,先生,49,,,雨润,中国-江苏-南京,China-Jiangsu-Nanjing,食品、房地产,25,-18,260.0,63%
王玉锁,先生,49,中国-河北-廊坊,硕士,新奥,中国-河北-廊坊,China-Hebei-Langfang,天然气、能源化工,28,-12,255.0,46%
马云,先生,49,中国-浙江-杭州,本科,阿里巴巴,中国-浙江-杭州,China-Zhejiang-Hangzhou,IT,29,-17,250.0,67%
朱孟依,先生,54,中国-广东-梅州, ,合生创展、珠江投资,中国-广东-广州,China-Guangdong-Guangzhou,房地产,29,7,250.0,14%
龚虹嘉,先生,48,,本科,海康威视,中国-浙江-杭州,China-Zhejiang-Hangzhou,视频监控产品,31,-9,235.0,34%
潘石屹,先生,50,中国-甘肃-天水, ,SOHO中国,中国-北京,China-Beijing,房地产,32,1,230.0,21%
史玉柱,先生,51,中国-安徽-蚌阜,本科,巨人,中国-上海,China-Shanghai,金融、在线游戏,32,-3,230.0,28%
陈卓林,先生,51,中国-广东-中山,博士,雅居乐,中国-广东-广州,China-Guangdong-Guangzhou,房地产,34,10,220.0,2%
傅利泉,先生,46,中国-浙江-杭州, ,大华技术,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件,34,-53,220.0,100%
黄如论,先生,62,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,34,-12,220.0,47%
王传福,先生,47,中国-安徽-芜湖,本科,比亚迪,中国-广东-深圳,China-Guangdong-Shenzhen,汽车、手机零部件、充电电池,37,-65,210.0,110%
张志东,先生,41,中国-广东-东莞,硕士,腾讯,中国-广东-深圳,China-Guangdong-Shenzhen,IT、娱乐,37,-21,210.0,50%
黄光裕,先生,44,中国-广东-汕头, ,鹏润投资,中国-北京,China-Beijing,家电零售、房地产,39,14,200.0,-5%
吕向阳,先生,50,中国-安徽-芜湖, ,融捷投资,中国-广东-广州,China-Guangdong-Guangzhou,投资,39,-34,200.0,67%
杜双华,先生,48,中国-河北-衡水, ,日照钢铁,中国-山东-日照,China-Shandong-Rizhao,钢铁,41,8,190.0,3%
郭广昌,先生,46,中国-浙江-金华,硕士,复星,中国-上海,China-Shanghai,投资、钢铁、医药,41,-29,190.0,52%
黄怒波,先生,57,,,中坤,中国-北京,China-Beijing,房地产,41,-29,190.0,52%
黄伟,先生,54,中国-浙江-温州,本科,新湖,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产、金融,44,13,185.0,-3%
贾跃亭,先生,40,中国-山西-临汾, ,乐视网,中国-北京,China-Beijing,通信、计算机应用服务,44,-208,185.0,208%
王文学,先生,46,中国-河北-廊坊, ,华夏幸福,中国-北京,China-Beijing,房地产,44,-58,185.0,85%
蔡奎,先生,52,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,47,New,180.0,New
梁庆德,先生,76,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,47,5,180.0,6%
潘政民,先生,46,中国-江苏,本科,瑞声科技,中国-广东-深圳,China-Guangdong-Shenzhen,声学科技,47,-23,180.0,44%
荣智健,先生,71,中国-上海,本科,中信泰富,中国-香港,China-Hong Kong,投资、房地产,47,12,180.0,0%
沈国军,先生,51,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产,47,1,180.0,20%
施文博,先生,63,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,47,3,180.0,16%
孙伟杰,先生,50,中国-山东, ,杰瑞石油服务,中国-山东-烟台,China-Shandong-Yantai,石油专用设备,47,-55,180.0,80%
魏少军,先生,50,中国-河北-保定, ,隆基泰和,中国-河北-保定,China-Hebei-Baoding,房地产、新能源,47,1,180.0,20%
严介和,先生,53,中国-江苏-淮安,,太平洋建设,中国-江苏-南京,China-Jiangsu-Nanjing,基础建设,47,-55,180.0,80%
叶澄海,先生,70,中国-广东-梅州,硕士,信立泰,中国-广东-深圳,China-Guangdong-Shenzhen,医药,47,-74,180.0,89%
许连捷,先生,60,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,57,11,175.0,17%
张力,先生,60,中国-广东-广州,博士,富力,中国-广东-广州,China-Guangdong-Guangzhou,房地产、矿业,57,11,175.0,17%
刘沧龙,先生,未知,中国-四川-成都,本科,宏达,中国-四川-成都,China-Sichuan-Chengdu,冶金、化工、房地产,59,2,170.0,17%
马建荣,先生,48,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang-Ningbo,纺织、服装,59,-37,170.0,62%
沈文荣,先生,67,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,59,45,170.0,-39%
张志祥,先生,46,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,59,-7,170.0,31%
陈建华,先生,42,中国-江苏-苏州,硕士,恒力,中国-江苏-苏州,China-Jiangsu-Suzhou,纺织、化纤,63,-39,160.0,60%
黄世再,先生,62,中国-广东-揭阳, ,大中华国际,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,63,28,160.0,-11%
雷军,先生,44,中国-湖北-仙桃,本科,小米科技,中国-北京,China-Beijing,手机制造、投资,63,-672,160.0,567%
李书福,先生,50,中国-浙江-台州,博士,吉利控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造,63,-19,160.0,39%
马兴田,先生,44,中国-广东-揭阳, ,康美药业,中国-广东-普宁,China-Guangdong-Puning,制药,63,-10,160.0,33%
耿建明,先生,51,中国-江苏-南京,博士,荣盛,中国-河北-廊坊,China-Hebei-Langfang,房地产,68,-53,150.0,58%
孙喜双,先生,60,中国-吉林, ,一方,中国-北京,China-Beijing,房地产,68,-34,150.0,50%
杨铿,先生,51,中国-四川-成都,博士,蓝光,中国-四川-成都,China-Sichuan-Chengdu,房地产,68,22,150.0,0%
朱林瑶,女士,43,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,香精香料,71,25,145.0,-3%
李锂,先生,49,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,72,14,140.0,0%
林秀成,先生,58,中国-福建-泉州, ,三安,中国-福建-厦门,China-Fujian-Xiamen,LED,72,-24,140.0,33%
倪召兴,先生,57,,,中融,中国-上海,China-Shanghai,文化、房地产、能源、投资,72,-1,140.0,17%
宋作文,先生,66,中国-山东-烟台, ,南山,中国-山东-烟台,China-Shandong-Yantai,铝业、服装、投资,72,26,140.0,-7%
童锦泉,先生,58,中国-江苏-南通, ,长峰房地产,中国-上海,China-Shanghai,房地产,72,50,140.0,-36%
于泳,先生,未知,, ,鸿商产业,中国-上海,China-Shanghai,钼矿,72,-285,140.0,211%
朱兴良,先生,54,中国-江苏-苏州, ,金螳螂,中国-江苏-苏州,China-Jiangsu-Suzhou,建筑,72,28,140.0,-10%
丁世忠,先生,43,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian-Xiamen,体育用品,79,-89,135.0,80%
方威,先生,40,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,79,-17,135.0,29%
何巧女,先生,47,中国-浙江-金华,本科,东方园林,中国-北京,China-Beijing,园林,79,21,135.0,-4%
邱光和,先生,62,中国-浙江-温州, ,森马,中国-浙江-温州,China-Zhejiang-Wenzhou,服装,79,21,135.0,-4%
蔡东青,先生,44,中国-广东-汕头,硕士,奥飞动漫,中国-广东-汕头,China-Guangdong-Shantou,动漫,83,-107,130.0,86%
杜厦,先生,66,中国-北京,本科,家世界,中国-天津,China-Tianjin,投资,83,17,130.0,0%
蒋仁生,先生,60,中国-广西-桂林, ,智飞生物制品,中国-重庆,China-Chongqing,疫苗,83,-85,130.0,73%
李河君,先生,46,中国-广东-河源,博士,汉能,中国-北京,China-Beijing,太阳能、风电、水电,83,New,130.0,New
李水荣,先生,57,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,83,50,130.0,-30%
刘汉元,先生,49,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan-Chengdu,农业、新能源,83,19,130.0,-4%
文一波,先生,48,中国-湖南-湘潭,硕士,桑德环境,中国-北京,China-Beijing,环保产业,83,-57,130.0,51%
姚新义,先生,49,,,盾安控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,制造业、能源,83,-19,130.0,30%
张宏伟,先生,59,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,83,19,130.0,-4%
钭正刚,先生,60,中国-浙江, ,锦江,中国-浙江-杭州,China-Zhejiang-Hangzhou,能源、化工,92,5,125.0,14%
冯海良,先生,53,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,92,-33,125.0,39%
黄文仔,先生,60,中国-广东-广州,硕士,星河湾,中国-广东-广州,China-Guangdong-Guangzhou,房地产,92,19,125.0,4%
杨雪岗,先生,48,中国-河北-邢台,硕士,旭阳,中国-北京,China-Beijing,煤炭、化工,92,46,125.0,-17%
袁亚非,先生,49,,,三胞,中国-江苏-南京,China-Jiangsu-Nanjing,IT连锁、房地产、投资,92,-4,125.0,19%
周泽荣,先生,59,中国-广东-汕头, ,侨鑫,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,92,19,125.0,4%
陈天桥,先生,40,中国-浙江-绍兴,本科,盛大网络,中国-上海,China-Shanghai,在线游戏,98,25,120.0,0%
丁欣欣,先生,55,中国-浙江-绍兴, ,亚厦,中国-浙江-杭州,China-Zhejiang-Hangzhou,建筑装饰,98,2,120.0,14%
高德康,先生,61,中国-江苏-苏州, ,波司登,中国-江苏-苏州,China-Jiangsu-Suzhou,服装,98,40,120.0,-14%
黄茂如,先生,48,中国-广东-潮州,硕士,茂业,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、零售,98,25,120.0,0%
梁允超,先生,44,中国-湖北-武汉, ,汤臣倍健,中国-广东-珠海,China-Guangdong-Zhuhai,保健品,98,-27,120.0,33%
刘宝林,先生,60,中国-湖北-孝感, ,九州通,中国-湖北-武汉,China-Hubei-Wuhan,医药流通,98,32,120.0,-8%
缪寿良,先生,58,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、水电、多晶硅,98,11,120.0,9%
孙飘扬,先生,55,中国-江苏-镇江,硕士,恒瑞制药,中国-江苏-连云港,China-Jiangsu-Lianyungang,医药,98,-43,120.0,41%
孙寿宽,先生,64,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,耐火材料、煤化工,98,-43,120.0,41%
王长田,先生,48,中国-辽宁-大连,本科,光线传媒,中国-北京,China-Beijing,影视娱乐,98,-386,120.0,243%
王俊民,先生,45,中国-辽宁,硕士,海思科,中国-西藏-山南地区,China-Tibet-Shannan region,医药,98,-154,120.0,100%
吴以岭,先生,64,中国-河北-衡水,硕士,以岭药业,中国-河北-石家庄,China-Hebei-Shijiazhuang,医药,98,-4,120.0,20%
肖建华,先生,42,中国-山东-泰安,本科,明天,中国-香港,China-Hong Kong,金融、投资,98,New,120.0,New
解直锟,先生,52,中国-黑龙江,本科,中植,中国-北京,China-Beijing,金融、投资、矿,98,New,120.0,New
徐宇,先生,41,中国-广东-广州,硕士,赫基国际,中国-广东-广州,China-Guangdong-Guangzhou,服装,98,32,120.0,-8%
楼忠福,先生,未知,中国-浙江-金华,,广厦,中国-浙江-杭州,China-Zhejiang-Hangzhou,建筑、房地产,113,11,115.0,15%
南存辉,先生,50,中国-山东-济宁, ,正泰,中国-浙江-温州,China-Zhejiang-Wenzhou,工业电器、投资,113,-12,115.0,28%
欧宗荣,先生,49,中国-福建-莆田, ,正荣,中国-福建-福州,China-Fujian-Fuzhou,房地产,113,-8,115.0,21%
周成建,先生,48,中国-浙江-丽水, ,美特斯邦威,中国-上海,China-Shanghai,服装,113,86,115.0,-44%
朱志平,先生,51,中国-浙江-绍兴, ,同方联合控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产,113,18,115.0,8%
陈鸿道,先生,未知,中国-广东-东莞, ,加多宝,中国-北京,China-Beijing,饮料,118,-33,110.0,38%
姜照柏,先生,50,中国-江苏-南通, ,鹏欣,中国-上海,China-Shanghai,房地产、投资,118,-154,110.0,100%
林定强,先生,47,中国-福建-福州, ,金辉,中国-北京,China-Beijing,房地产,118,60,110.0,-21%
薛向东,先生,54,中国-山东-泰安,本科,东华合创,中国-北京,China-Beijing,软件,118,-72,110.0,57%
张浩先,先生,67,中国-广东-惠州,,华阳,中国-广东-惠州,China-Guangdong-Huizhou,汽车电装、光电、通讯部件,118,-7,110.0,22%
张志熔,先生,41,中国-江苏-南通, ,恒盛、熔盛重工,中国-上海,China-Shanghai,房地产、船业,118,36,110.0,-4%
钟声坚,先生,55,中国-广东-汕尾, ,仁恒,中国-上海,China-Shanghai,房地产、工业,118,16,110.0,10%
朱共山,先生,55,中国-江苏-盐城,博士,保利协鑫,中国-香港,China-Hong Kong,太阳能芯片、发电厂,118,-50,110.0,47%
傅梅城,先生,56,中国-浙江-杭州, ,华策影视,中国-浙江-杭州,China-Zhejiang-Hangzhou,影视传媒,126,-358,105.0,200%
黄曦,先生,未知,中国-浙江-杭州, ,福信,中国-福建-厦门,China-Fujian-Xiamen,金融、房地产,126,1,105.0,17%
刘革新,先生,62,中国-湖北, ,科伦药业,中国-四川-成都,China-Sichuan-Chengdu,制药、医药流通,126,-15,105.0,24%
缪汉根,先生,48,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,126,5,105.0,11%
秀丽·好肯,先生,50,中国-黑龙江,,人和商业,中国-黑龙江-哈尔滨,China-Heilongjiang-Harbin,房地产、农业,126,1,105.0,17%
杨爱华,先生,52,, ,宝信汽车,中国-上海,China-Shanghai,汽车销售,126,-137,105.0,84%
杨占勇,先生,41,中国-江苏-徐州,,集群信息,中国-江苏-南京,China-Jiangsu-Nanjing,计算机软件服务,126,-182,105.0,110%
周福仁,先生,62,中国-辽宁-鞍山,,西洋,中国-辽宁-鞍山,China-Liaoning-Anshan,复合肥、矿产、耐火材料,126,39,105.0,-5%
陈金霞,女士,45,中国-上海,硕士,涌金投资,中国-上海,China-Shanghai,医药、投资,134,32,100.0,0%
黄其森,先生,48,中国-福建,本科,泰禾,中国-福建-福州,China-Fujian-Fuzhou,房地产,134,-138,100.0,82%
李辙,先生,58,中国-北京,硕士,山水文园,中国-北京,China-Beijing,房地产,134,9,100.0,11%
林立,先生,50,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong-Shenzhen,金融、投资、房地产,134,-17,100.0,25%
刘益谦,先生,50,中国-上海, ,新理益,中国-上海,China-Shanghai,投资,134,47,100.0,-9%
吕慧,先生,64,,硕士,嘉鑫控股,中国-香港,China-Hong Kong,矿产,134,61,100.0,-17%
欧宗洪,先生,42,中国-福建-莆田, ,融信,中国-福建-福州,China-Fujian-Fuzhou,房地产,134,9,100.0,11%
孙翔,先生,31,,,新华冶金,中国-北京,China-Beijing,钢铁,134,-154,100.0,85%
王靖,先生,未知,,,信威通信,中国-北京,China-Beijing,通信,134,New,100.0,New
王来春,女士,46,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,电脑连接线,134,-7,100.0,18%
王文良,先生,59,,,日林实业,中国-辽宁-丹东,China-Liaoning-Dandong,物流、建筑,134,New,100.0,New
肖春红,先生,45,,,宏立城,中国-贵州-贵阳,China-Guizhou-Guiyang,房地产,134,-138,100.0,82%
熊续强,先生,未知,中国-浙江,,银亿,中国-浙江-宁波,China-Zhejiang-Ningbo,房地产、矿业、投资,134,9,100.0,11%
阎志,先生,41,中国-湖北-黄冈,硕士,卓尔,中国-湖北-武汉,China-Hubei-Wuhan,房地产,134,-7,100.0,18%
叶立培,先生,69,中国-上海,硕士,仲盛,中国-上海,China-Shanghai,房地产,134,99,100.0,-44%
赵步长,先生,47,,,步长,中国-北京,China-Beijing,医药,134,32,100.0,0%
文剑平,先生,51,中国-湖南,博士,碧水源,中国-北京,China-Beijing,污水处理,150,-183,97.0,102%
杜江涛,先生,44,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,煤炭、化工,151,-112,95.0,67%
黄焕明,先生,50,中国-福建-泉州,本科,明发,中国-福建-厦门,China-Fujian-Xiamen,房地产,151,49,95.0,-5%
李华,先生,47,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,151,-182,95.0,98%
李贤义,先生,61,中国-福建-泉州, ,信义玻璃,中国-香港,China-Hong Kong,玻璃,151,-182,95.0,98%
李兆楠,先生,未知,中国-广东-佛山,,恒德贸易,中国-广东-广州,China-Guangdong-Guangzhou,保险,151,49,95.0,-5%
刘忠田,先生,49,中国-辽宁-辽阳, ,忠旺,中国-辽宁-辽阳,China-Liaoning-Liaoyang,铝型材,151,69,95.0,-17%
王中军,先生,53,,,华谊兄弟,中国-北京,China-Beijing,影视娱乐,151,-297,95.0,150%
谢炳,先生,61,中国-广东-汕头, ,中国生物制药,中国-北京,China-Beijing,医药,151,-142,95.0,79%
修涞贵,先生,58,中国-吉林,本科,修正药业,中国-吉林-长春,China-Jilin-Changchun,医药,151,64,95.0,-14%
许世辉,先生,56,中国-福建-泉州, ,达利食品,中国-福建-泉州,China-Fujian-Quanzhou,食品,151,-17,95.0,27%
叶远西,先生,51,中国-广东-汕尾,硕士,广田股份,中国-广东-深圳,China-Guangdong-Shenzhen,装修装饰,151,-61,95.0,46%
张桂平,先生,62,中国-江苏-南京,本科,苏宁环球,中国-江苏-南京,China-Jiangsu-Nanjing,房地产,151,49,95.0,-5%
张轩松,先生,42,中国-福建-福州, ,永辉,中国-福建-福州,China-Fujian-Fuzhou,超市零售,151,13,95.0,8%
周建平,先生,52,中国-江苏-无锡, ,海澜,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、投资,151,-17,95.0,27%
曹克坚,先生,51,中国-浙江, ,开山控股,中国-浙江-衢州,China-Zhejiang-Quzhou,压缩机,165,-217,90.0,109%
傅军,先生,56,中国-湖南-株洲,本科,新华联,中国-北京,China-Beijing,矿业、房地产、投资,165,14,90.0,13%
黄楚龙,先生,54,中国-广东-揭阳, ,星河地产,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,165,-3,90.0,20%
黄鸿明,先生,45,中国-广东-汕头,,创鸿,中国-广东-广州,China-Guangdong-Guangzhou,房地产,165,-65,90.0,43%
黄联禧,先生,50,中国-广东-佛山, ,联塑,中国-广东-佛山,China-Guangdong-Foshan,塑料管道及管件,165,-25,90.0,29%
刘志强,先生,49,中国-广东,硕士,香江,中国-广东-广州,China-Guangdong-Guangzhou,房地产、家具零售,165,14,90.0,13%
苏萌,先生,未知,中国-广东-湛江, ,高德置地,中国-广东-广州,China-Guangdong-Guangzhou,房地产,165,40,90.0,0%
徐镜人,先生,69,中国-江苏-泰州, ,扬子江药业,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,165,24,90.0,6%
张中能,先生,57,中国-浙江-金华, ,东阳光,中国-广东-东莞,China-Guangdong-Dongguan,铝加工、制药、矿产,165,63,90.0,-10%
周鸿祎,先生,43,中国-湖北-黄冈,硕士,奇虎360,中国-北京,China-Beijing,软件,165,-439,90.0,210%
周庆治,先生,58,,本科,南都,中国-上海,China-Shanghai,电池、投资,165,24,90.0,6%
蔡荣军,先生,41,中国-广东-汕头,本科,欧菲光,中国-广东-深圳,China-Guangdong-Shenzhen,电子元件研发、生产和销售,176,-380,87.0,181%
何著胜,先生,66,中国-辽宁, ,后英,中国-辽宁-鞍山,China-Liaoning-Anshan,耐火材料、钢铁、矿业,177,26,85.0,6%
黄红云,先生,47,中国-重庆,本科,金科,中国-重庆,China-Chongqing,房地产,177,-35,85.0,31%
黄绍文,先生,46,中国-江西,,神州通,中国-广东-深圳,China-Guangdong-Shenzhen,手机分销、物流、房地产,177,-131,85.0,70%
黄泽兰,先生,58,中国-江西-赣州, ,章源钨业,中国-江西-赣州,China-Jiangxi-Ganzhou,钨矿,177,90,85.0,-23%
阙文彬,先生,50,,,独一味,中国-甘肃-陇南,China-Gansu-Longnan,生物制药、矿业,177,-53,85.0,35%
邵仲毅,先生,45,,,晨曦,中国-山东-日照,China-Shandong-Rizhao,石化、粮油加工,177,-53,85.0,35%
沈南鹏,先生,46,中国-浙江-嘉兴,硕士,红杉资本,中国-北京,China-Beijing,投资,177,-242,85.0,113%
王树生,先生,59,中国-天津, ,大田,中国-北京,China-Beijing,物流、航空,177,26,85.0,6%
周耀庭,先生,70,中国-江苏-无锡, ,红豆,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、橡胶轮胎、房地产,177,26,85.0,6%
朱文臣,先生,未知,中国-河南-周口,本科,辅仁,中国-河南-郑州,China-Henan-Zhengzhou,医药、白酒,177,11,85.0,12%
霍庆华,先生,52,,,庆华,中国-北京,China-Beijing,煤焦,187,New,82.0,New
刘学景,先生,62,中国-浙江-宁波, ,凤祥,中国-山东-聊城,China-Shandong-Liaocheng,肉类食品、铜冶炼,188,-231,81.0,103%
车冯升,先生,51,中国-山东,硕士,四环医药,中国-北京,China-Beijing,医药,189,38,80.0,0%
陈荣,先生,53,中国-上海, ,中路,中国-上海,China-Shanghai,投资、自行车,189,-41,80.0,27%
董现君,先生,50,中国-江苏-徐州,,华厦融创,中国-江苏-徐州,China-Jiangsu-Xuzhou,房地产,189,21,80.0,7%
高彦明,先生,56,中国-山东,,河北远洋,中国-河北-秦皇岛,China-Hebei-Qinhuangdao,远洋运输,189,143,80.0,-47%
郭英成,先生,48,中国-广东, ,佳兆业,中国-香港,China-Hong Kong,房地产,189,-63,80.0,33%
侯昌财,先生,57,中国-福建-泉州, ,源昌,中国-福建-厦门,China-Fujian-Xiamen,房地产,189,21,80.0,7%
黄振达,先生,66,中国-广东-汕头, ,联泰,中国-广东-汕头,China-Guangdong-Shantou,房地产、基础设施,189,21,80.0,7%
江南春,先生,40,中国-上海,本科,分众传媒,中国-上海,China-Shanghai,数字新媒体、投资,189,-1,80.0,14%
蒋业华,先生,50,中国-重庆, ,华宇,中国-重庆,China-Chongqing,房地产,189,38,80.0,0%
孔健岷,先生,44,中国-广东,本科,合景泰富,中国-广东-广州,China-Guangdong-Guangzhou,房地产,189,-1,80.0,14%
李非列,先生,47,中国-北京,硕士,飞尚,中国-广东-深圳,China-Guangdong-Shenzhen,矿产、钢铁、能源,189,48,80.0,-6%
李兆会,先生,32,中国-山西-运城,,海鑫钢铁,中国-山西-运城,China-Shanxi-Yuncheng,钢铁、投资,189,21,80.0,7%
米恩华,先生,55,中国-山东-泰安, ,华凌,中国-新疆-乌鲁木齐,China- Xinjiang-Urumqi,房地产、畜牧,189,21,80.0,7%
孙宏斌,先生,50,中国-山西-运城,硕士,融创,中国-天津,China-Tianjin,房地产,189,-168,80.0,78%
孙荫环,先生,63,中国-辽宁, ,亿达,中国-辽宁-大连,China-Liaoning-Dalian,房地产、软件园,189,-1,80.0,14%
涂建华,先生,50,中国-重庆, ,隆鑫控股,中国-重庆,China-Chongqing,摩托车、房地产,189,21,80.0,7%
王步峰,先生,未知,中国-山东-济宁,,润峰集团,中国-山东-济宁,China-Shandong-Jining,煤炭、新能源,189,-119,80.0,60%
王坤晓,先生,44,中国-山东,本科,杰瑞石油服务,中国-山东-烟台,China-Shandong-Yantai,石油专用设备,189,-217,80.0,95%
王清涛,先生,51,中国-山东-滨州,硕士,山东焦化,中国-山东-淄博,China-Shandong-Zibo,煤焦,189,87,80.0,-20%
吴光明,先生,51,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Zhenjiang,医疗设备,189,-23,80.0,23%
吴旭,先生,50,中国-重庆,硕士,协信控股,中国-重庆,China-Chongqing,房地产,189,-415,80.0,176%
郁国祥,先生,43,, ,新恒德置业,中国-上海,China-Shanghai,房地产、投资,189,-119,80.0,60%
罗飞,先生,49,,硕士,合生元,中国-广东-广州,China-Guangdong-Guangzhou,婴儿营养品及护理用品,211,-307,78.0,136%
