姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
马云,先生,56,中国-浙江-杭州,本科,阿里系,中国-浙江-杭州,China-Zhejiang-Hangzhou,电子商务、金融科技,1,0,4000.0,45%
马化腾,先生,49,中国-海南,本科,腾讯,中国-广东-深圳,China-Guangdong-Shenzhen,互联网服务,2,0,3900.0,50%
钟睒睒,先生,66,中国-浙江-绍兴,,养生堂,中国-浙江-杭州,China-Zhejiang-Hangzhou,饮料、医疗保健,3,New,3650.0,New
王卫,先生,50,中国-上海, ,顺丰,中国-香港,China-Hong Kong,快递,4,8,2400.0,118%
许家印,先生,62,中国-河南-周口,硕士,恒大,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,5,-2,2350.0,12%
何享健,先生,78,中国-广东-佛山, ,美的,中国-广东-佛山,China-Guangdong-Foshan,家电制造、房地产,6,-2,2250.0,25%
杨惠妍,女士,39,中国-广东-佛山,本科,碧桂园,中国-广东-佛山,China-Guangdong-Foshan,房地产、教育,6,-1,2250.0,29%
丁磊,先生,49,中国-浙江-宁波,本科,网易,中国-浙江-杭州,China-Zhejiang-Hangzhou,互联网技术,8,0,2200.0,76%
黄峥,先生,40,中国-浙江-杭州,硕士,拼多多,中国-上海-长宁,China-Shanghai-Changning,购物网站,8,-1,2200.0,63%
秦英林,先生,55,中国-河南-南阳,本科,牧原,中国-河南-南阳,China-Henan-Nanyang,畜牧,10,5,2000.0,100%
庞康,先生,64,中国-广东-佛山,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,11,12,1950.0,129%
张勇,先生,49,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,11,-2,1950.0,63%
雷军,先生,51,中国-湖北-仙桃,本科,小米,中国-北京,China-Beijing,智能硬件与技术、投资,13,16,1700.0,127%
王兴,先生,41,中国-福建-龙岩,本科,美团,中国-北京,China-Beijing,生活服务,13,52,1700.0,325%
张志东,先生,48,中国-广东-东莞,硕士,腾讯,中国-广东-深圳,China-Guangdong-Shenzhen,互联网服务,13,0,1700.0,62%
刘强东,先生,46,中国-江苏-宿迁,本科,京东,中国-北京,China-Beijing,电子商务、金融,16,12,1600.0,111%
刘永好,先生,69,中国-四川-成都, ,新希望,中国-四川-成都,China-Sichuan-Chengdu,农业、化工、金融,16,10,1600.0,100%
严昊,先生,34,中国-江苏-淮安,本科,太平洋建设,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,基础建设,18,-9,1450.0,21%
鲁忠芳,女士,78,中国-吉林-通化,本科,中公教育,中国-北京,China-Beijing,教育,19,21,1400.0,133%
陈建华,先生,49,中国-江苏-苏州,硕士,恒力,中国-江苏-苏州,China-Jiangsu-Suzhou,化纤、石化、房地产,20,-7,1350.0,29%
蒋仁生,先生,67,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,20,30,1350.0,160%
钟慧娟,女士,59,, ,翰森,中国-江苏-连云港,China-Jiangsu-Lianyun Port,医药,20,-15,1350.0,61%
许荣茂,先生,70,中国-福建-泉州, ,世茂,中国-上海-黄浦,China-Shanghai-Huangpu,房地产,23,-3,1300.0,37%
曾毓群,先生,52,中国-福建-宁德,博士,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,24,33,1200.0,167%
李书福,先生,57,中国-浙江-台州,博士,吉利,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造,24,-9,1200.0,20%
徐航,先生,58,中国-广东,本科,迈瑞、鹏瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医疗器械、房地产,24,6,1200.0,71%
李西廷,先生,69,中国-安徽-宿州,本科,迈瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医疗器械,27,13,1150.0,92%
孙飘扬,先生,62,中国-江苏-镇江,硕士,恒瑞,中国-江苏-连云港,China-Jiangsu-Lianyun Port,医药,27,-22,1150.0,26%
周群飞,女士,50,中国-湖南-湘潭, ,蓝思科技,中国-湖南-长沙,China-Hunan-Changsha,电子器件制造,27,58,1150.0,233%
刘永行,先生,72,中国-四川-成都,博士,东方希望,中国-上海-浦东,China-Shanghai-Pudong,氧化铝、重化工、饲料,30,0,1100.0,57%
王健林,先生,66,中国-四川-绵阳,本科,万达,中国-北京,China-Beijing,房地产、文化,30,-21,1100.0,-8%
吴亚军,女士,56,中国-重庆,本科,龙湖,中国-北京,China-Beijing,房地产,30,-7,1100.0,29%
严彬,先生,66,中国-山东-莱州, ,华彬,中国-北京,China-Beijing,饮料、地产,30,-4,1100.0,38%
张一鸣,先生,37,中国-福建-龙岩,本科,字节跳动,中国-北京,China-Beijing,社交媒体,30,-10,1100.0,16%
王文银,先生,52,中国-安徽-安庆,本科,正威,中国-广东-深圳,China-Guangdong-Shenzhen,有色金属,36,-21,1050.0,5%
姚振华,先生,50,中国-广东-汕头,本科,宝能,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,36,-21,1050.0,5%
宗庆后,先生,75,中国-江苏-宿迁, ,娃哈哈,中国-浙江-杭州,China-Zhejiang-Hangzhou,饮料,36,-13,1050.0,24%
左晖,先生,49,,硕士,贝壳,中国-北京,China-Beijing,房地产服务,36,159,1050.0,483%
张近东,先生,57,中国-江苏-南京,本科,苏宁,中国-江苏-南京,China-Jiangsu-Nanjing,零售、房地产,40,-25,1020.0,2%
陈邦,先生,55,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,41,6,1000.0,89%
张邦鑫,先生,40,中国-江苏,硕士,好未来,中国-北京,China-Beijing,教育,42,17,950.0,116%
施永宏,先生,50,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,43,3,940.0,68%
王来春,女士,53,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子,44,74,910.0,243%
王来胜,先生,56,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子,44,74,910.0,243%
林立,先生,57,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong-Shenzhen,投资,46,-26,900.0,-5%
陈向东,先生,49,中国-河南-新安,博士,跟谁学,中国-北京,China-Beijing,在线教育,47,323,800.0,662%
李彦宏,先生,52,中国-山西-阳泉,硕士,百度,中国-北京,China-Beijing,网络信息服务,48,-14,740.0,14%
孙宏斌,先生,57,中国-山西-运城,硕士,融创,中国-天津,China-Tianjin,房地产,49,-16,720.0,6%
党彦宝,先生,47,,本科,宝丰,中国-宁夏-银川,China-Ningxia-Yinchuan,煤化工,50,-6,700.0,19%
龚虹嘉,先生,55,,本科,海康威视,中国-浙江-杭州,China-Zhejiang-Hangzhou,视频监控产品,50,-16,700.0,8%
马建荣,先生,55,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang-Ningbo,纺织、服装,50,-10,700.0,17%
王玉锁,先生,56,中国-河北-廊坊,硕士,新奥,中国-河北-廊坊,China-Hebei-Langfang,天然气、能源化工,50,-13,700.0,9%
李华,先生,54,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,54,-15,690.0,13%
朱保国,先生,58,中国-河南-新乡,硕士,健康元,中国-广东-深圳,China-Guangdong-Shenzhen,医药,54,3,690.0,53%
纪海鹏,先生,53,中国-广东-汕头, ,龙光地产,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,56,-5,670.0,34%
程雪,女士,50,中国-江苏-盐城,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,57,37,650.0,103%
李水荣,先生,64,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,57,15,650.0,71%
蔡奎,先生,59,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,59,-8,640.0,28%
陈志平,先生,44,,,思摩尔,中国-广东-深圳,China-Guangdong-Shenzhen,电子烟,59,New,640.0,New
谢炳,先生,68,中国-广东-汕头, ,中生制药,中国-北京,China-Beijing,医药,59,-21,640.0,2%
郑淑良,先生,74,中国-山东, ,魏桥创业,中国-山东-滨州,China-Shandong-Binzhou,铝业、纺织,59,-25,640.0,-2%
陈东升,先生,63,中国-湖北-荆门,博士,泰康,中国-北京,China-Beijing,保险,63,-16,630.0,19%
刘汉元,先生,56,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan-Chengdu,农业、新能源,63,-4,630.0,43%
王文京,先生,56,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件与信息服务,63,8,630.0,62%
卢志强,先生,68,中国-山东-威海,硕士,泛海,中国-北京,China-Beijing,金融、房地产,66,-36,620.0,-11%
汪立平,先生,54,中国-江苏-无锡, ,恒立液压,中国-江苏-常州,China-Jiangsu-Changzhou,高压油缸,66,125,620.0,235%
李小冬,先生,42,,,Sea,新加坡,Singapore,网络游戏、电商,68,New,600.0,New
其实,先生,50,中国-上海,博士,东方财富,中国-上海-徐汇,China-Shanghai-Xuhui,信息服务,68,85,600.0,173%
张刚,先生,39,中国-山东-聊城,硕士,信发铝电,中国-山东-聊城,China-Shandong-Chat City,电解铝、氧化铝,68,32,600.0,100%
黄楚龙,先生,61,中国-广东-揭阳, ,星河,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,71,29,580.0,93%
郭广昌,先生,53,中国-浙江-金华,硕士,复星,中国-上海-黄浦,China-Shanghai-Huangpu,投资,72,-27,570.0,0%
林斌,先生,52,,硕士,小米,中国-北京,China-Beijing,智能硬件与技术,72,68,570.0,143%
沈国军,先生,58,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产、物流,74,-23,560.0,12%
黄世霖,先生,53,中国-福建-宁德,本科,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,75,94,550.0,168%
许世辉,先生,63,中国-福建-泉州, ,达利食品,中国-福建-泉州,China-Fujian-Quanzhou,食品,75,-35,550.0,-8%
虞仁荣,先生,54,,本科,韦尔股份,中国-上海-浦东,China-Shanghai-Pudong,半导体,75,87,550.0,162%
冷友斌,先生,51,中国-黑龙江-黑河,,中国飞鹤,中国-北京,China-Beijing,乳业,75,new,550.0,new
梁稳根,先生,64,中国-湖南-娄底,本科,三一,中国-北京,China-Beijing,重型机械,78,3,540.0,54%
陈发树,先生,59,中国-福建-泉州, ,新华都,中国-福建-福州,China-Fujian-Fuzhou,医药、零售、投资,79,17,530.0,68%
陈丽华,女士,79,中国-北京,博士,富华,中国-北京,China-Beijing,房地产、紫檀博物馆,79,-30,530.0,1%
安康,先生,71,中国-河南-新乡,本科,华兰生物,中国-河南-新乡,China-Henan-New Township,生物制药,81,65,520.0,126%
曾芳勤,女士,55,, ,领益智造,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子精密件,81,36,520.0,89%
王传福,先生,54,中国-安徽-芜湖,本科,比亚迪,中国-广东-深圳,China-Guangdong-Shenzhen,汽车、充电电池,83,13,510.0,62%
杜双华,先生,55,中国-河北-衡水, ,日照钢铁,中国-山东-日照,China-Shandong-Sun,钢铁,84,-19,500.0,25%
赖梅松,先生,50,, ,中通,中国-上海-青浦,China-Shanghai-Qingpu,物流,84,7,500.0,52%
吕向阳,先生,57,中国-安徽-芜湖, ,融捷投资,中国-广东-广州,China-Guangdong-Guangzhou,投资,84,2,500.0,47%
李革,先生,53,中国-北京, ,药明康德,中国-上海-浦东,China-Shanghai-Pudong,医药,87,13,490.0,63%
王文学,先生,53,中国-河北-廊坊, ,华夏幸福,中国-北京,China-Beijing,房地产,88,-33,485.0,0%
岑均达,先生,未知,, ,恒瑞、翰森,中国-江苏-连云港,China-Jiangsu-Lianyun Port,医药,89,1,480.0,43%
李振国,先生,52,中国-甘肃-兰州,硕士,隆基,中国-陕西-西安,China-Shaanxi-Xi'an,硅材料,90,93,475.0,150%
汪滔,先生,40,中国-浙江-杭州,本科,大疆,中国-广东-深圳,China-Guangdong-Shenzhen,无人飞机,91,-35,470.0,0%
徐镜人,先生,76,中国-江苏-泰州, ,扬子江药业,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,91,-29,470.0,9%
姜滨,先生,54,中国-山东-威海,本科,歌尔股份,中国-山东-潍坊,China-Shandong-Weifang,声学及多媒体产品,93,102,465.0,158%
赵燕,女士,53,,本科,华熙国际,中国-北京,China-Beijing,生物医药、房地产,94,181,460.0,241%
朱孟依,先生,61,中国-广东-梅州, ,合生创展,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,95,17,455.0,54%
何小鹏,先生,43,中国-湖北-黄石,本科,小鹏汽车,中国-广东-广州,China-Guangdong-Guangzhou,新能源汽车,96,28,450.0,80%
李贤义,先生,68,中国-福建-泉州, ,信义玻璃,中国-香港,China-Hong Kong,玻璃,96,37,450.0,88%
阮立平,先生,56,,,公牛,中国-浙江-宁波,China-Zhejiang-Ningbo,插座,96,New,450.0,New
阮学平,先生,48,,,公牛,中国-浙江-宁波,China-Zhejiang-Ningbo,插座,96,New,450.0,New
魏建军,先生,56,中国-河北-保定, ,长城,中国-河北-保定,China-Hebei-Baoding,汽车制造,96,-10,450.0,32%
丁世忠,先生,50,中国-福建-泉州, ,安踏,中国-福建-泉州,China-Fujian-Quanzhou,体育用品,101,-20,445.0,27%
陈天桥,先生,47,中国-浙江-绍兴,本科,盛大,中国-上海-浦东,China-Shanghai-Pudong,投资,102,-37,440.0,10%
鲁伟鼎,先生,49,中国-浙江-杭州, ,万向,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造业、房地产、农业,102,-26,440.0,21%
史玉柱,先生,58,中国-安徽-蚌阜,本科,巨人,中国-上海-松江,China-Shanghai-Songjiang,金融、在线游戏、投资,102,-30,440.0,16%
张茵,女士,63,中国-广东-韶关,本科,玖龙纸业,中国-广东-东莞,China-Guangdong-Dongguan,环保造纸,102,-21,440.0,26%
丁世家,先生,56,中国-福建-泉州, ,安踏,中国-福建-泉州,China-Fujian-Quanzhou,体育用品,106,-20,435.0,28%
杜江涛,先生,51,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia-Uhai,能源化工,106,123,435.0,172%
王振华,先生,58,中国-江苏, ,新城,中国-上海-普陀,China-Shanghai-Putuo,房地产,106,9,435.0,55%
姚良松,先生,56,中国-江西-景德镇,本科,欧派家居,中国-广东-广州,China-Guangdong-Guangzhou,橱柜,106,-30,435.0,19%
张宏伟,先生,66,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,110,-46,430.0,6%
黄立,先生,57,中国-陕西-西安,硕士,高德电气,中国-湖北-武汉,China-Hubei-Wuhan,电子制造,111,209,420.0,250%
孙寿宽,先生,71,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Campkou,钢铁、耐火材料、煤化工,111,-32,420.0,18%
陈金霞,女士,52,中国-上海,硕士,涌金投资,中国-上海-浦东,China-Shanghai-Pudong,医药、投资,113,-13,410.0,37%
林建华,先生,58,中国-福建,本科,福斯特,中国-浙江-杭州,China-Zhejiang-Hangzhou,光伏材料,113,111,410.0,148%
方威,先生,47,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,115,-45,400.0,1%
刘益谦,先生,57,中国-上海, ,新理益,中国-上海-浦东,China-Shanghai-Pudong,投资,115,-50,400.0,0%
聂腾云,先生,44,, ,韵达,中国-上海-青浦,China-Shanghai-Qingpu,物流,115,-61,400.0,-18%
张帆,先生,55,中国-四川-成都,本科,汇顶科技,中国-广东-深圳,China-Guangdong-Shenzhen,人机交互,115,-56,400.0,-9%
杜伟民,先生,57,中国-江西-南昌, ,康泰生物,中国-广东-深圳,China-Guangdong-Shenzhen,生物制品,119,11,390.0,59%
车建兴,先生,54,中国-江苏-常州, ,红星美凯龙,中国-上海-普陀,China-Shanghai-Putuo,家具连锁,120,-48,380.0,0%
黄毅,先生,57,,本科,中升,中国-北京,China-Beijing,汽车销售,120,63,380.0,100%
李建全,先生,63,, ,稳健医疗,中国-广东-深圳,China-Guangdong-Shenzhen,医疗用品,120,1028,380.0,956%
于泳,先生,未知,, ,鸿商产业,中国-上海-浦东,China-Shanghai-Pudong,钼矿,123,-10,375.0,29%
刘金成,先生,56,中国-湖北-武汉,硕士,亿纬锂能,中国-广东-惠州,China-Guangdong-Huizhou,锂电池,124,151,370.0,174%
张志祥,先生,53,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,124,0,370.0,48%
姜照柏,先生,57,中国-江苏-南通, ,鹏欣,中国-上海-长宁,China-Shanghai-Changning,乳业、房地产、投资,126,23,365.0,62%
沈文荣,先生,74,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,126,-6,365.0,40%
童锦泉,先生,65,中国-江苏-南通, ,长峰房地产,中国-上海-长宁,China-Shanghai-Changning,房地产,126,-47,365.0,3%
王振东,先生,44,中国-山西-晋中, ,中公教育,中国-北京,China-Beijing,教育,126,113,365.0,135%
胡凯军,先生,58,, ,远大,中国-北京,China-Beijing,医药,130,-17,360.0,24%
欧宗荣,先生,56,中国-福建-莆田, ,正荣,中国-上海-闵行,China-Shanghai-Yihang,房地产,130,-49,360.0,3%
沈南鹏,先生,53,中国-浙江-嘉兴,硕士,红杉,中国-北京,China-Beijing,投资,130,-30,360.0,20%
吴光明,先生,58,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Zhenjiang,医疗设备,130,3,360.0,50%
穆荣均,先生,40,,硕士,美团,中国-北京,China-Beijing,生活服务,134,338,355.0,318%
张峻,先生,未知,中国-广东-揭阳, ,富德,中国-广东-深圳,China-Guangdong-Shenzhen,金融、房地产,134,-48,355.0,4%
陈红天,先生,61,中国-广东-佛山,博士,祥祺,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,136,-45,350.0,6%
董伟,先生,49,, ,恒瑞,中国-江苏-连云港,China-Jiangsu-Lianyun Port,医药,136,13,350.0,56%
汪林朋,先生,51,中国-湖北-黄冈,硕士,居然之家,中国-北京,China-Beijing,家居建材,136,78,350.0,106%
邓文,先生,52,中国-四川-成都,本科,天味食品,中国-四川-成都,China-Sichuan-Chengdu,食品,139,100,345.0,123%
李晓明,先生,62,,硕士,恩捷股份,中国-云南-玉溪,China-Yunnan-Yuxi,包装盒生产,139,152,345.0,165%
赵涛,先生,54,中国-陕西-西安,硕士,步长,中国-北京,China-Beijing,医药,141,-43,340.0,10%
赵伟国,先生,53,中国-新疆-伊犁,硕士,健坤投资,中国-北京,China-Beijing,投资,141,-17,340.0,36%
周鸿祎,先生,50,中国-湖北-黄冈,硕士,三六零安全科技,中国-北京,China-Beijing,网络信息服务,141,-79,340.0,-21%
周建平,先生,59,中国-江苏-无锡, ,海澜,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、投资,141,-66,340.0,-8%
潘来灿,先生,未知,, ,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,145,121,330.0,136%
叶刚,先生,39,,,Sea,新加坡,Singapore,网络游戏、电商,145,New,330.0,New
袁莉萍,先生,49,,,康泰生物,中国-广东-深圳,China-Guangdong-Shenzhen,生物制品,145,New,330.0,New
易峥,先生,50,中国-北京,本科,同花顺,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件,148,91,325.0,110%
黄联禧,先生,57,中国-广东-佛山, ,联塑,中国-广东-佛山,China-Guangdong-Foshan,塑料管道及管件,149,80,320.0,100%
黄伟,先生,61,中国-浙江-温州,本科,新湖,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产、金融,149,-3,320.0,39%
李文斌,先生,45,中国-云南,本科,俊发,中国-香港,China-Hong Kong,房地产,149,-51,320.0,3%
梁庆德,先生,83,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,149,-9,320.0,36%
林印孙,先生,56,中国-江西-抚州,硕士,正邦,中国-江西-南昌,China-Jiangxi-Nanchang,饲料、养殖,149,-25,320.0,28%
缪寿良,先生,65,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、水电、新能源,149,-49,320.0,7%
池宇峰,先生,49,中国-湖北,硕士,完美世界,中国-北京,China-Beijing,网游、影视娱乐,155,28,315.0,66%
江南春,先生,47,中国-上海,本科,分众传媒,中国-上海-长宁,China-Shanghai-Changning,数字新媒体、投资,155,-2,315.0,43%
叶澄海,先生,77,中国-广东-梅州,硕士,信立泰,中国-广东-深圳,China-Guangdong-Shenzhen,医药,155,23,315.0,62%
朱林瑶,女士,50,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,投资、香精香料,155,7,315.0,50%
陈华,先生,54,中国-广东-湛江, ,京基,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,159,-39,310.0,19%
彭蕾,先生,49,, ,阿里系,中国-浙江-杭州,China-Zhejiang-Hangzhou,电子商务 、金融科技,160,411,305.0,324%
董凡,先生,50,,硕士,健帆生物,中国-广东-珠海,China-Guangdong-Zhuhai,生物材料和医疗设备,161,114,300.0,122%
汪俊林,先生,58,中国-四川-眉山,本科,郎酒,中国-四川-成都,China-Sichuan-Chengdu,房地产、白酒,161,114,300.0,122%
邬建树,先生,56,中国-浙江-宁波, ,拓普,中国-浙江-宁波,China-Zhejiang-Ningbo,汽车零部件制造,161,412,300.0,329%
张劲,先生,49,中国-广东-广州,硕士,雪松控股,中国-广东-广州,China-Guangdong-Guangzhou,大宗商品供应链、金融,161,-96,300.0,-25%
朱鼎健,先生,46,中国-香港,本科,观澜湖,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,161,-61,300.0,0%
黄敏利,先生,55,中国-福建-泉州,本科,敏华控股,中国-香港,China-Hong Kong,休闲沙发,166,143,295.0,136%
吴志刚,先生,85,中国-辽宁, ,桃李面包,中国-辽宁-沈阳,China-Liaoning-Shenyang,食品,166,-26,295.0,26%
蔡东晨,先生,67,中国-河北-石家庄,硕士,石药,中国-河北-石家庄,China-Hebei-Shijiazhuang,医药,168,40,290.0,66%
李义海,先生,57,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi-Nanchang,医药,168,-6,290.0,38%
刘炽平,先生,47,中国-北京,硕士,腾讯,中国-广东-深圳,China-Guangdong-Shenzhen,互联网服务,168,46,290.0,71%
潘政民,先生,53,中国-江苏,本科,瑞声科技,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子精密件,168,-19,290.0,29%
叶国富,先生,43,中国-湖北-十堰, ,名创优品,中国-广东-广州,China-Guangdong-Guangzhou,新零售,168,76,290.0,93%
甘忠如,先生,72,,,甘李药业,中国-北京,China-Beijing,生物制药,173,New,285.0,New
顾江生,先生,47,中国-浙江-台州,本科,顾家家居,中国-浙江-杭州,China-Zhejiang-Hangzhou,家具,173,71,285.0,90%
李卫国,先生,55,中国-湖南-常德,本科,东方雨虹,中国-北京,China-Beijing,防水材料,173,163,285.0,148%
林秀成,先生,65,中国-福建-泉州, ,三安,中国-福建-厦门,China-Fujian-Xiamen,LED,173,-27,285.0,24%
许树根,先生,55,中国-浙江,本科,鼎力,中国-浙江-湖州,China-Zhejiang-Huzhou,机械制造,173,118,285.0,119%
冯海良,先生,60,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,178,-84,280.0,-13%
傅利泉,先生,53,中国-浙江-杭州, ,大华技术,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件、电子通讯产品,178,-6,280.0,40%
洪杰,先生,53,, ,三棵树,中国-福建-莆田,China-Fujian-Yutian,涂料,178,638,280.0,449%
黄光裕,先生,51,中国-广东-汕头, ,国美,中国-北京,China-Beijing,零售、房地产,178,-29,280.0,24%
赖建平,先生,未知,, ,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,178,266,280.0,211%
李锂,先生,56,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,178,-45,280.0,17%
王长田,先生,55,中国-辽宁-大连,本科,光线传媒,中国-北京,China-Beijing,影视娱乐,178,36,280.0,65%
张磊,先生,48,中国-河南-驻马店,硕士,高瓴资本,美国,United States,投资,178,-25,280.0,27%
薛华,先生,50,,本科,海大,中国-广东-广州,China-Guangdong-Guangzhou,饲料,186,134,275.0,129%
喻会蛟,先生,54,,本科,圆通速递,中国-上海-青浦,China-Shanghai-Qingpu,物流,186,-26,275.0,28%
柯尊洪,先生,66,中国-四川-雅安,本科,康弘药业,中国-四川-成都,China-Sichuan-Chengdu,制药,188,3,270.0,46%
林定强,先生,54,中国-福建-福州, ,金辉,中国-北京,China-Beijing,房地产,188,-48,270.0,15%
缪汉根,先生,55,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,188,-68,270.0,4%
宋作文,先生,73,中国-山东-烟台, ,南山,中国-山东-烟台,China-Shandong-Yantai,铝业、纺织、房地产,188,-88,270.0,-10%
孙广信,先生,58,中国-新疆-乌鲁木齐,硕士,广汇  ,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,汽车销售、能源、房地产,188,-88,270.0,-10%
张学政,先生,45,,本科,闻泰科技,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,软件,188,314,270.0,238%
周晓萍,女士,59,中国-江苏-常州, ,星宇股份,中国-江苏-常州,China-Jiangsu-Changzhou,汽车灯具,188,121,270.0,116%
耿建明,先生,58,中国-江苏-南京,博士,荣盛,中国-河北-廊坊,China-Hebei-Langfang,房地产,195,-71,265.0,6%
张道才,先生,70,中国-浙江-绍兴, ,三花控股,中国-浙江-绍兴,China-Zhejiang-Shaoxing,工业设备、汽车零部件、房地产,195,141,265.0,130%
黄如论,先生,69,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,197,-82,260.0,-7%
孔健岷,先生,51,中国-广东,本科,合景泰富,中国-广东-广州,China-Guangdong-Guangzhou,房地产,197,173,260.0,148%
李春安,先生,52,中国-甘肃-兰州,硕士,隆基,中国-陕西-西安,China-Shaanxi-Xi'an,硅材料,197,173,260.0,148%
阮洪良,先生,59,中国-浙江, ,福莱特,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,玻璃,197,173,260.0,148%
田明,先生,67,中国-安徽, ,美亚光电,中国-安徽-合肥,China-Anhui-Hefei,专用设备制造业,197,69,260.0,86%
吴冠江,先生,52,中国-四川-乐山, ,智飞生物,中国-重庆,China-Chongqing,疫苗,197,247,260.0,189%
宿华,先生,38,中国-湖南,硕士,快手科技,中国-北京,China-Beijing,传媒娱乐,197,32,260.0,63%
徐波,先生,43,,,多益网络,中国-广东-广州,China-Guangdong-Guangzhou,网络游戏,197,New,260.0,New
俞敏洪,先生,58,中国-江苏-无锡,本科,新东方,中国-北京,China-Beijing,教育,197,-25,260.0,30%
季琦,先生,54,中国-江苏-南通, ,华住,中国-上海-闵行,China-Shanghai-Yihang,连锁酒店,206,-23,255.0,34%
李丐腾,先生,48,中国-浙江-温州,硕士,飞科电器,中国-上海-松江,China-Shanghai-Songjiang,小家电,206,18,255.0,55%
李平,先生,52,,本科,宁德时代,中国-福建-宁德,China-Fujian-Ningde,锂电池,206,221,255.0,168%
孙怀庆,先生,51,中国-重庆, ,丸美,中国-广东-广州,China-Guangdong-Guangzhou,化妆品,206,33,255.0,65%
高德康,先生,68,中国-江苏-苏州, ,波司登,中国-江苏-苏州,China-Jiangsu-Suzhou,服装,210,-87,250.0,-2%
黄朝阳,先生,54,中国-福建-泉州, ,中骏,中国-上海-闵行,China-Shanghai-Yihang,房地产、变压器,210,-32,250.0,28%
林宏修,先生,69,印度尼西亚, ,融侨,中国-福建-福州,China-Fujian-Fuzhou,房地产,210,-77,250.0,4%
