姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
陈建华,先生,43,中国-江苏-苏州,硕士,恒力,中国-江苏-苏州,China-Jiangsu-Suzhou,纺织、化纤,48,15,200.0,25%
魏奇,先生,未知,中国-辽宁,,天合化工,中国-辽宁-锦州,China-Liaoning-Jinzhou,化工,48,New,200.0,New
朱孟依,先生,55,中国-广东-梅州, ,合生创展\珠江投资,中国-广东-广州,China-Guangdong-Guangzhou,房地产,48,-19,200.0,-20%
陈卓林,先生,52,中国-广东-中山,博士,雅居乐,中国-广东-广州,China-Guangdong-Guangzhou,房地产,51,-17,190.0,-14%
黄光裕,先生,45,中国-广东-汕头, ,鹏润投资,中国-北京,China-Beijing,家电零售、房地产,51,-12,190.0,-5%
贾跃亭,先生,41,中国-山西-临汾, ,乐视网,中国-北京,China-Beijing,通信、计算机应用服务,51,-7,190.0,3%
荣智健,先生,72,中国-上海,本科,中信泰富,中国-香港,China-Hong Kong,投资、房地产,51,-4,190.0,6%
魏少军,先生,51,中国-河北-保定, ,隆基泰和,中国-河北-保定,China-Hebei-Baoding,房地产、新能源,51,-4,190.0,6%
肖建华,先生,43,中国-山东-泰安,本科,明天,中国-香港,China-Hong Kong,金融、投资,51,47,190.0,58%
邱光和,先生,63,中国-浙江-温州, ,森马,中国-浙江-温州,China-Zhejiang-Wenzhou,服装,57,22,185.0,37%
蔡奎,先生,53,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,58,-11,180.0,0%
杜双华,先生,49,中国-河北-衡水, ,日照钢铁,中国-山东-日照,China-Shandong-Rizhao,钢铁,58,-17,180.0,-5%
施文博,先生,64,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,58,-11,180.0,0%
沈国军,先生,52,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产,61,-14,175.0,-3%
孙寿宽,先生,65,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning-Yingkou,耐火材料、煤化工,61,36,175.0,46%
许连捷,先生,61,中国-福建-泉州, ,恒安,中国-福建-泉州,China-Fujian-Quanzhou,个人护理用品,61,-4,175.0,0%
薛光林,先生,47,中国-安徽-滁州,博士,光汇石油,中国-广东-深圳,China-Guangdong-Shenzhen,石油开采、石油贸易,61,151,175.0,133%
袁亚非,先生,50,,,三胞,中国-江苏-南京,China-Jiangsu-Nanjing,IT连锁、房地产、投资,61,31,175.0,40%
张志祥,先生,47,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,61,-2,175.0,3%
郑建明,先生,未知,中国-上海, ,顺风光电,中国-江苏-常州,China-Jiangsu-Changzhou,太阳能、造船、房地产,61,New,175.0,New
陈天桥,先生,41,中国-浙江-绍兴,本科,盛大网络,中国-上海,China-Shanghai,在线游戏,68,30,170.0,42%
林亿,先生,未知,中国-福建-平潭, ,升龙,中国-上海,China-Shanghai,房地产,68,304,170.0,240%
刘忠田,先生,50,中国-辽宁-辽阳, ,忠旺,中国-辽宁-辽阳,China-Liaoning-Liaoyang,铝型材,68,82,170.0,79%
张宏伟,先生,60,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,68,15,170.0,31%
朱林瑶,女士,44,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong-Shenzhen,香精、香料,72,-1,165.0,14%
杜厦,先生,67,中国-北京,本科,家世界,中国-天津,China-Tianjin,私募基金,73,10,160.0,23%
方威,先生,41,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,74,5,155.0,15%
郭文贵,先生,48,中国-山东-聊城,,政泉置业,中国-北京,China-Beijing,房地产、投资,74,249,155.0,167%
叶澄海,先生,71,中国-广东-梅州,硕士,信立泰,中国-广东-深圳,China-Guangdong-Shenzhen,医药,74,-27,155.0,-14%
张力,先生,61,中国-广东-广州,博士,富力,中国-广东-广州,China-Guangdong-Guangzhou,房地产、矿业,74,-17,155.0,-11%
车建兴,先生,48,中国-江苏-常州, ,红星美凯龙,中国-上海,China-Shanghai,家具连锁,78,134,150.0,100%
陈红天,先生,55,中国-广东-佛山,博士,祥祺,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,78,New,150.0,New
林秀成,先生,59,中国-福建-泉州, ,三安,中国-福建-厦门,China-Fujian-Xiamen,LED,78,-6,150.0,7%
邵仲毅,先生,46,,,晨曦,中国-山东-日照,China-Shandong-Rizhao,石化、粮油加工,78,98,150.0,76%
张磊,先生,42,中国-河南-驻马店,硕士,高瓴资本,美国,United States,投资,78,New,150.0,New
冯海良,先生,54,中国-浙江, ,海亮,中国-浙江-绍兴,China-Zhejiang-Shaoxing,铜加工、投资,83,8,145.0,16%
李锂,先生,50,中国-四川-眉山,本科,海普瑞,中国-广东-深圳,China-Guangdong-Shenzhen,医药,83,-11,145.0,4%
庞康,先生,58,中国-广东-佛山,本科,海天味业,中国-广东-佛山,China-Guangdong-Foshan,食品,83,650,145.0,418%
宋作文,先生,67,中国-山东-烟台, ,南山,中国-山东-烟台,China-Shandong-Yantai,铝业、服装、投资,83,-11,145.0,4%
于泳,先生,未知,, ,鸿商产业,中国-上海,China-Shanghai,钼矿,83,-11,145.0,4%
赵步长,先生,48,,,步长,中国-北京,China-Beijing,医药,83,51,145.0,45%
周鸿祎,先生,44,中国-湖北-黄冈,硕士,奇虎360,中国-北京,China-Beijing,软件,83,82,145.0,61%
车冯升,先生,52,中国-山东,硕士,四环医药,中国-北京,China-Beijing,医药,90,99,140.0,75%
黄怒波,先生,58,,,中坤,中国-北京,China-Beijing,房地产,90,-49,140.0,-26%
黄文仔,先生,61,中国-广东-广州,硕士,星河湾,中国-广东-广州,China-Guangdong-Guangzhou,房地产,90,2,140.0,12%
刘汉元,先生,50,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan-Chengdu,农业、新能源,90,-7,140.0,8%
马兴田,先生,45,中国-广东-揭阳, ,康美药业,中国-广东-普宁,China-Guangdong-Puning,医药,90,-27,140.0,-13%
缪寿良,先生,59,中国-广东, ,富源,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、新能源、教育,90,8,140.0,17%
倪召兴,先生,58,,,中融,中国-上海,China-Shanghai,文化、房地产、能源、投资,90,-18,140.0,0%
徐宇,先生,42,中国-广东-广州,硕士,赫基国际,中国-广东-广州,China-Guangdong-Guangzhou,服装,90,8,140.0,17%
闫希军,先生,61,中国-甘肃-庆阳,博士,天士力,中国-天津,China-Tianjin,医药,90,358,140.0,218%
朱共山,先生,56,中国-江苏-盐城,博士,保利协鑫,中国-香港,China-Hong Kong,太阳能芯片、发电厂,90,28,140.0,27%
蔡东青,先生,45,中国-广东-汕头,硕士,奥飞动漫,中国-广东-汕头,China-Guangdong-Shantou,动漫,100,-17,135.0,4%
陈金霞,女士,46,中国-上海,硕士,涌金投资,中国-上海,China-Shanghai,医药、投资,100,34,135.0,35%
傅利泉,先生,47,中国-浙江-杭州, ,大华技术,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件开发、电子及通讯产品,100,-66,135.0,-39%
黄茂如,先生,49,中国-广东-潮州,硕士,茂业,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,100,-2,135.0,13%
林立,先生,51,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong-Shenzhen,金融、投资,100,34,135.0,35%
刘益谦,先生,51,中国-上海, ,新理益,中国-上海,China-Shanghai,投资,100,34,135.0,35%
罗韶宇,先生,未知,中国-重庆-重庆,本科,东银,中国-重庆,China-Chongqing,房地产、特种车辆、投资,100,111,135.0,80%
沈文荣,先生,68,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,100,-41,135.0,-21%
孙飘扬,先生,56,中国-江苏-镇江,硕士,恒瑞制药、豪森制药,中国-江苏-连云港,China-Jiangsu-Lianyungang,医药,100,-2,135.0,13%
文一波,先生,49,中国-湖南-湘潭,硕士,桑德环境,中国-北京,China-Beijing,环保产业,100,-17,135.0,4%
薛向东,先生,55,中国-山东-泰安,本科,东华合创,中国-北京,China-Beijing,软件,100,18,135.0,23%
张峻,先生,未知,中国-广东-揭阳, ,富德,中国-广东-深圳,China-Guangdong-Shenzhen,金融、房地产,100,New,135.0,New
黄世再,先生,63,中国-广东-揭阳, ,大中华国际,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,112,-49,130.0,-19%
李仲初,先生,51,中国-湖南-娄底,硕士,石基信息,中国-北京,China-Beijing,信息技术,112,121,130.0,86%
梁庆德,先生,77,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong-Foshan,家电,112,-65,130.0,-28%
马建荣,先生,49,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang-Ningbo,纺织、服装,112,-53,130.0,-24%
欧宗荣,先生,50,中国-福建-莆田, ,正荣,中国-福建-福州,China-Fujian-Fuzhou,房地产,112,0,130.0,13%
阙文彬,先生,51,,,独一味,中国-甘肃-陇南,China-Gansu-Longnan,生物制药、矿业,112,65,130.0,53%
王靖,先生,未知,,,信威通信,中国-北京,China-Beijing,通信,112,22,130.0,30%
谢炳,先生,62,中国-广东-汕头, ,中国生物制药,中国-北京,China-Beijing,医药,112,39,130.0,37%
张中能,先生,58,中国-浙江-金华, ,东阳光,中国-广东-东莞,China-Guangdong-Dongguan,铝业、医药、能源电力,112,53,130.0,44%
周泽荣,先生,60,中国-广东-汕头, ,侨鑫,中国-广东-广州,China-Guangdong-Guangzhou,房地产、投资,112,-20,130.0,4%
朱兴良,先生,55,中国-江苏-苏州, ,金螳螂,中国-江苏-苏州,China-Jiangsu-Suzhou,建筑,112,-40,130.0,-7%
钭正刚,先生,61,中国-浙江, ,锦江,中国-浙江-杭州,China-Zhejiang-Hangzhou,能源、化工,123,-32,125.0,0%
耿建明,先生,52,中国-江苏-南京,博士,荣盛,中国-河北-廊坊,China-Hebei-Langfang,房地产,123,-55,125.0,-17%
蒋仁生,先生,61,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,123,-40,125.0,-4%
梁允超,先生,45,中国-湖北-武汉, ,汤臣倍健,中国-广东-珠海,China-Guangdong-Zhuhai,保健品,123,-25,125.0,4%
孙翔,先生,32,,,新华冶金,中国-北京,China-Beijing,钢铁,123,11,125.0,25%
杨铿,先生,52,中国-四川-成都,博士,蓝光,中国-四川-成都,China-Sichuan-Chengdu,房地产,123,-55,125.0,-17%
郑跃文,先生,52,中国-福建-福州,博士,科瑞,中国-北京,China-Beijing,生物制药、投资,123,450,125.0,257%
曹龙祥,先生,57,, ,济川控股,中国-江苏-泰兴,China-Jiangsu-Taixing,医药,130,New,120.0,New
陈欧,先生,31,中国-四川-德阳,,聚美优品,中国-北京,China-Beijing,电子商务,130,New,120.0,New
解直锟,先生,53,中国-黑龙江,本科,中植,中国-北京,China-Beijing,金融、投资、矿,130,-32,120.0,0%
李辙,先生,59,中国-北京,硕士,山水文园,中国-北京,China-Beijing,房地产,130,4,120.0,20%
孙尚传,先生,51,,,大富科技,中国-广东-深圳,China-Guangdong-Shenzhen,通信设备制造,130,626,120.0,344%
王文良,先生,60,,,日林实业,中国-辽宁-丹东,China-Liaoning-Dandong,物流、建筑,130,3,120.0,20%
徐镜人,先生,70,中国-江苏-泰州, ,扬子江药业,中国-江苏-泰州,China-Jiangsu-Taizhou,医药,130,35,120.0,33%
周成建,先生,49,中国-浙江-丽水, ,美特斯邦威,中国-上海,China-Shanghai,服装,130,-17,120.0,4%
朱志平,先生,52,中国-浙江-绍兴, ,同方联合控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产,138,-26,118.0,3%
陈鸿道,先生,未知,中国-广东-东莞, ,加多宝,中国-北京,China-Beijing,饮料,139,-21,115.0,5%
杜江涛,先生,45,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,煤化工、热电、矿,139,12,115.0,21%
何巧女,先生,48,中国-浙江-金华,本科,东方园林,中国-北京,China-Beijing,园林,139,-60,115.0,-15%
沈亚,先生,43,中国-浙江-温州,本科,唯品会,中国-广东-广州,China-Guangdong-Guangzhou,B2C在线零售,139,740,115.0,423%
孙喜双,先生,61,中国-吉林, ,一方,中国-北京,China-Beijing,房地产,139,-71,115.0,-23%
王长田,先生,49,中国-辽宁-大连,本科,光线传媒,中国-北京,China-Beijing,影视娱乐,139,-41,115.0,-4%
张志熔,先生,42,中国-江苏-南通, ,恒盛\熔盛重工,中国-上海,China-Shanghai,房地产、船业,139,-21,115.0,5%
钟声坚,先生,56,中国-广东-汕尾, ,仁恒,中国-上海,China-Shanghai,房地产,146,-28,113.0,3%
傅军,先生,57,中国-湖南-株洲,本科,新华联,中国-北京,China-Beijing,矿业、房地产、投资,147,18,110.0,22%
江南春,先生,41,中国-上海,本科,分众传媒,中国-上海,China-Shanghai,数字新媒体、投资,147,42,110.0,38%
李华,先生,48,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,147,4,110.0,16%
李水荣,先生,58,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang-Hangzhou,化纤,147,-64,110.0,-15%
楼忠福,先生,未知,中国-浙江-金华,,广厦,中国-浙江-杭州,China-Zhejiang-Hangzhou,建筑、房地产,147,-35,110.0,-4%
缪汉根,先生,49,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,147,-21,110.0,5%
邵根伙,先生,49,中国-浙江-金华,博士,大北农,中国-北京,China-Beijing,饲料、种业,147,259,110.0,134%
沈南鹏,先生,47,中国-浙江-嘉兴,硕士,红杉资本,中国-北京,China-Beijing,投资,147,30,110.0,29%
王文彪,先生,55,中国-内蒙古,本科,亿利资源,中国-北京,China-Beijing,化工、医药、煤炭,147,225,110.0,120%
吴以岭,先生,65,中国-河北-衡水,硕士,以岭药业,中国-河北-石家庄,China-Hebei-Shijiazhuang,医药,147,-49,110.0,-8%
许世辉,先生,57,中国-福建-泉州, ,达利食品,中国-福建-泉州,China-Fujian-Quanzhou,食品,147,3,110.0,16%
杨凯,先生,未知,,,辉山乳业,中国-辽宁-沈阳,China-Liaoning-Shenyang,乳制品,147,New,110.0,New
尹明善,先生,76,中国-重庆, ,力帆,中国-重庆,China-Chongqing,摩托车、汽车、投资,147,187,110.0,100%
高德康,先生,62,中国-江苏-苏州, ,波司登,中国-江苏-苏州,China-Jiangsu-Suzhou,服装,160,-62,105.0,-13%
姜伟,先生,53,中国-黑龙江-哈尔滨,本科,贵州百灵,中国-贵州-安顺,China-Guizhou-Anshun,医药,160,85,105.0,54%
林刚,先生,50,中国-广东,硕士,康哲药业,中国-广东-深圳,China-Guangdong-Shenzhen,医药,160,85,105.0,54%
吴光明,先生,52,中国-江苏-镇江,硕士,鱼跃医疗,中国-江苏-镇江,China-Jiangsu-Zhenjiang,医疗设备,160,29,105.0,31%
熊续强,先生,未知,中国-浙江,,银亿,中国-浙江-宁波,China-Zhejiang-Ningbo,房地产、矿业、投资,160,-27,105.0,5%
杨占勇,先生,42,中国-江苏-徐州,,集群信息,中国-江苏-南京,China-Jiangsu-Nanjing,计算机软件服务,160,-34,105.0,0%
崔根良,先生,56,中国-江苏-苏州, ,亨通,中国-江苏-苏州,China-Jiangsu-Suzhou,电缆、热能电力、投资,166,168,100.0,79%
傅梅城,先生,57,中国-浙江-杭州, ,华策影视,中国-浙江-杭州,China-Zhejiang-Hangzhou,影视传媒,166,-41,100.0,-5%
黄曦,先生,未知,中国-浙江-杭州, ,福信,中国-福建-厦门,China-Fujian-Xiamen,金融、房地产,166,-41,100.0,-5%
李义海,先生,51,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi-Nanchang,医药,166,133,100.0,64%
梁信军,先生,46,中国-浙江-台州,本科,复星,中国-上海,China-Shanghai,综合,166,67,100.0,43%
莫天全,先生,50,中国-广西-桂林,博士,搜房,中国-北京,China-Beijing,房地产网络搜索,166,111,100.0,59%
南存辉,先生,51,中国-山东-济宁, ,正泰,中国-浙江-温州,China-Zhejiang-Wenzhou,工业电器、投资,166,-54,100.0,-13%
欧宗洪,先生,43,中国-福建-莆田, ,融信,中国-福建-福州,China-Fujian-Fuzhou,房地产,166,-33,100.0,0%
王俊民,先生,46,中国-辽宁,硕士,海思科,中国-西藏-山南地区,China-Tibet-Shannan region,医药,166,-68,100.0,-17%
王文京,先生,50,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件,166,91,100.0,54%
昝圣达,先生,51,中国-江苏-南通, ,综艺,中国-江苏-南通,China-Jiangsu-Nantong,新能源、信息科技、投资,166,91,100.0,54%
戴秀丽,女士,51,中国-黑龙江,,人和商业,中国-黑龙江-哈尔滨,China-Heilongjiang-Harbin,商业地产、农业,177,-52,95.0,-10%
郭英成,先生,49,中国-广东, ,佳兆业,中国-香港,China-Hong Kong,房地产,177,12,95.0,19%
帅放文,先生,47,,本科,尔康制药,中国-湖南-长沙,China-Hunan-Changsha,医药,177,593,95.0,265%
孙宏斌,先生,51,中国-山西-运城,硕士,融创,中国-天津,China-Tianjin,房地产,177,12,95.0,19%
孙伟杰,先生,51,中国-山东, ,杰瑞石油服务,中国-山东-烟台,China-Shandong-Yantai,石油专用设备,177,-130,95.0,-47%
涂建华,先生,51,中国-重庆, ,隆鑫控股,中国-重庆,China-Chongqing,摩托车、房地产,177,11,95.0,19%
肖春明,先生,46,,,宏立城,中国-贵州-贵阳,China-Guizhou-Guiyang,房地产,177,-43,95.0,-5%
谢世煌,先生,44,中国-浙江-温州,本科,阿里巴巴,中国-浙江-杭州,China-Zhejiang-Hangzhou,电子商务,177,New,95.0,New
周福仁,先生,63,中国-辽宁-鞍山,,西洋,中国-辽宁-鞍山,China-Liaoning-Anshan,复合肥、矿产、耐火材料,177,-52,95.0,-10%
周耀庭,先生,71,中国-江苏-无锡, ,红豆,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、橡胶轮胎、房地产,177,0,95.0,12%
黄联禧,先生,51,中国-广东-佛山, ,中国联塑,中国-广东-佛山,China-Guangdong-Foshan,塑料管道及管件,187,-22,92.0,2%
何著胜,先生,67,中国-辽宁, ,后英,中国-辽宁-鞍山,China-Liaoning-Anshan,耐火材料、钢铁、矿业,188,-12,90.0,6%
黄绍武,先生,44,中国-江西-九江, ,神州通,中国-广东-深圳,China-Guangdong-Shenzhen,手机分销、物流、房地产,188,-11,90.0,6%
林定强,先生,48,中国-福建-福州, ,金辉,中国-北京,China-Beijing,房地产,188,-70,90.0,-18%
刘宝林,先生,61,中国-湖北-孝感, ,九州通,中国-湖北-武汉,China-Hubei-Wuhan,医药流通,188,-90,90.0,-25%
刘志强,先生,50,中国-广东,硕士,香江,中国-广东-广州,China-Guangdong-Guangzhou,房地产、金融,188,-23,90.0,0%
秦英林,先生,49,中国-河南-南阳,本科,牧原,中国-河南-南阳,China-Henan-Nanyang,畜牧,188,New,90.0,New
王清涛,先生,52,中国-山东-滨州,硕士,山东焦化,中国-山东-淄博,China-Shandong-Zibo,煤焦,188,0,90.0,13%
王希成,先生,66,中国-山东, ,玲珑轮胎,中国-山东-烟台,China-Shandong-Yantai,轮胎,188,446,90.0,181%
魏宣,先生,未知,,,天合化工,中国-辽宁-锦州,China-Liaoning-Jinzhou,化工,188,New,90.0,New
杨爱华,先生,53,, ,宝信汽车,中国-上海,China-Shanghai,汽车销售,188,-62,90.0,-14%
叶立培,先生,70,中国-上海,硕士,仲盛,中国-上海,China-Shanghai,房地产,188,-54,90.0,-10%
郁国祥,先生,44,, ,新恒德置业,中国-上海,China-Shanghai,房地产、投资,188,1,90.0,13%
张静章,先生,77,中国-浙江-宁波, ,海天塑机,中国-浙江-宁波,China-Zhejiang-Ningbo,注塑机,188,56,90.0,32%
周庆治,先生,59,,本科,南都,中国-上海,China-Shanghai,电池、投资,188,-23,90.0,0%
丁欣欣,先生,56,中国-浙江-绍兴, ,亚厦,中国-浙江-杭州,China-Zhejiang-Hangzhou,建筑装饰,202,-105,88.0,-27%
柳长庆,先生,62,中国-辽宁,本科,聚龙股份,中国-辽宁-鞍山,China-Liaoning-Anshan,金融自动化设备,202,289,88.0,120%
朱吉满,先生,50,,,誉衡药业,中国-黑龙江-哈尔滨,China-Heilongjiang-Harbin,医药,202,217,88.0,96%
朱文臣,先生,未知,中国-河南-周口,本科,辅仁,中国-河南-郑州,China-Henan-Zhengzhou,医药、白酒,202,-25,88.0,4%
陈邦,先生,49,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan-Changsha,医疗服务,206,138,87.0,61%
曹克坚,先生,52,中国-浙江, ,开山控股,中国-浙江-衢州,China-Zhejiang-Quzhou,压缩机,207,-43,86.0,-4%
黄泽兰,先生,59,中国-江西-赣州, ,章源钨业,中国-江西-赣州,China-Jiangxi-Ganzhou,钨矿,207,-30,86.0,1%
黄楚龙,先生,55,中国-广东-揭阳, ,星河控股,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、投资,209,-44,85.0,-6%
黄立,先生,51,中国-陕西-西安,硕士,高德电气,中国-湖北-武汉,China-Hubei-Wuhan,电子制造,209,119,85.0,49%
黄其森,先生,49,中国-福建,本科,泰禾,中国-福建-福州,China-Fujian-Fuzhou,房地产,209,-76,85.0,-15%
